mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
72	71	805/4	805/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1173												
72	71	403/2	403/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1174												
72	71	807/4	807/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1175												
72	71	202	202	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1176												
72	71	809/4	809/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1177												
72	71	405/2	405/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1178												
72	71	811/4	811/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1179												
73	72	825/4	825/4	0.75	13/16	13/16	Chord	4/4	1	1	3/16		1/8	3/2	1180												
73	72	203	203	0.0	0	0	Dynamic	4/4	2	1	0					f											
73	72	203	203	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1181												
73	72	813/4	813/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1182												
73	72	407/2	407/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1183												
73	72	815/4	815/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1184												
73	72	204	204	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1185												
73	72	817/4	817/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1186												
73	72	409/2	409/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1187												
73	72	819/4	819/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1188												
73	72	205	205	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1189												
73	72	821/4	821/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1190												
73	72	411/2	411/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1191												
73	72	823/4	823/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1192												
73	72	206	206	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1193												
73	72	825/4	825/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1194												
73	72	413/2	413/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1195												
73	72	827/4	827/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1196												
74	73	207	207	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>con moto"									
74	73	207	207	0.0	0	0	Spanner	4/4	1	1	0																
74	73	207	207	0.0	0	0	Spanner	4/4	1	1	0																
74	73	207	207	0.0	0	0	Spanner	4/4	1	1	0																
74	73	207	207	0.0	0	0	Spanner	4/4	1	1	0																
74	73	207	207	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1197									200			
74	73	415/2	415/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1198												
74	73	831/4	831/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1199												
74	73	833/4	833/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	1200												
74	73	835/4	835/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1201									201			
74	73	209	209	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1202									201			
74	73	419/2	419/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1203												
74	73	839/4	839/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1204												
74	73	841/4	841/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	1205												
74	73	843/4	843/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1206									202			
74	73	207	207	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1207		articAccentBelow										
74	73	829/4	829/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1208												
74	73	415/2	415/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1209												
74	73	831/4	831/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1210												
74	73	208	208	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1211												
74	73	833/4	833/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1212												
74	73	417/2	417/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1213												
74	73	835/4	835/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1214												
74	73	209	209	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1215		articAccentBelow										
74	73	837/4	837/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1216												
74	73	419/2	419/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1217												
74	73	839/4	839/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1218												
74	73	210	210	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1219												
74	73	841/4	841/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1220												
74	73	421/2	421/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1221												
74	73	843/4	843/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1222												
75	74	211	211	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1223									202			
75	74	423/2	423/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1224												
75	74	847/4	847/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1225												
75	74	849/4	849/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	1226												
75	74	851/4	851/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1227									203			
75	74	213	213	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1228									203			
75	74	427/2	427/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1229												
75	74	855/4	855/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1230												
75	74	857/4	857/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	1231		articStaccatoBelow										
75	74	859/4	859/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1232									204			
75	74	211	211	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1233		articAccentBelow										
75	74	845/4	845/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1234												
75	74	423/2	423/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1235												
75	74	847/4	847/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1236												
75	74	212	212	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1237												
75	74	849/4	849/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1238												
75	74	425/2	425/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1239												
75	74	851/4	851/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1240												
75	74	213	213	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1241		articAccentBelow										
75	74	853/4	853/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1242												
75	74	427/2	427/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1243												
75	74	855/4	855/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1244												
75	74	214	214	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1245												
75	74	857/4	857/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1246												
75	74	429/2	429/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1247												
75	74	859/4	859/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1248												
76	75	215	215	0.0	0	0	Spanner	4/4	1	1	0																28
76	75	215	215	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1249												28
76	75	431/2	431/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1250									205			28
76	75	863/4	863/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1251												28
76	75	865/4	865/4	0.0	5/16	5/16	Spanner	4/4	1	1	0																
76	75	865/4	865/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1252									206			
76	75	433/2	433/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1253												
76	75	217	217	0.0	1/2	1/2	Spanner	4/4	1	1	0														1		
76	75	217	217	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1254									207	1		
76	75	869/4	869/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1255										1		
76	75	435/2	435/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																
76	75	871/4	871/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1256									208			
76	75	218	218	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1257												
76	75	437/2	437/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1258									209			
76	75	875/4	875/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1259												
76	75	861/4	861/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1260									210			
76	75	431/2	431/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1261		articAccentBelow										
76	75	216	216	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1262									211			
76	75	865/4	865/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1263		articAccentBelow										
76	75	867/4	867/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1264									212			
76	75	217	217	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1265		articAccentBelow										
76	75	435/2	435/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1266									213			
76	75	871/4	871/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1267		articAccentBelow										
76	75	873/4	873/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1268									214			
76	75	437/2	437/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1269		articAccentBelow										
77	76	439/2	439/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					ff											
77	76	439/2	439/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1270									215			
77	76	879/4	879/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1271												
77	76	220	220	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1272									216			
77	76	881/4	881/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1273												
77	76	441/2	441/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1274									217			
77	76	883/4	883/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1275												
77	76	221	221	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1276									218			
77	76	885/4	885/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1277												
77	76	443/2	443/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1278									219			
77	76	887/4	887/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1279												
77	76	222	222	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1280									220			
77	76	889/4	889/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1281												
77	76	445/2	445/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1282												
77	76	219	219	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1283												
77	76	439/2	439/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1284		articTenutoAbove										
77	76	220	220	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1285		articTenutoAbove										
77	76	441/2	441/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1286		articTenutoAbove										
77	76	221	221	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1287		articTenutoAbove										
77	76	443/2	443/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1288		articTenutoAbove										
77	76	222	222	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1289		articTenutoAbove										
77	76	445/2	445/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1290		articTenutoAbove										
78	77	223	223	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1291												
78	77	224	224	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	1292												
78	77	224	224	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	1293												
78	77	223	223	0.0	0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1294												
78	77	223	223	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1295												
78	77	224	224	0.0	1/4	1/4	Chord	4/4	2	1	0	acciaccatura	1/8	1	1296												
78	77	224	224	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	1297												
