mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill
33	31	121/2	125/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	498															
33	31	247/4	255/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	499									64						
33	31	62	64	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	500									64						
33	31	249/4	257/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	501									64						
33	31	121/2	125/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	502									62						
33	31	243/4	251/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	503									62						
33	31	61	63	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	504									62						
33	31	245/4	253/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	505															
33	31	123/2	127/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	506															
34	32	125/2	129/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	507									63						
34	32	251/4	259/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	508									63						
34	32	63	65	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	509									63						
34	32	253/4	261/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	510									63						
34	32	127/2	131/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	511									63						
34	32	255/4	263/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	512									63						
34	32	64	66	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	513									63						
34	32	257/4	265/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	514									63						
34	32	125/2	129/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	515															
34	32	63	65	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	516															
34	32	64	66	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	517															
34	32	125/2	129/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	518									64						
34	32	127/2	131/2	0.75		1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	519									64						
34	32	257/4	265/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	520									64						
34	32	125/2	129/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	521									65						
34	32	251/4	259/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	522									65						
34	32	63	65	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	523									65						
34	32	253/4	261/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	524									65						
34	32	127/2	131/2	0.25		1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	525									65						
34	32	255/4	263/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	526									65						
34	32	64	66	0.25		3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	527									65						
34	32	257/4	265/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	528									65						
34	32	255/4	263/4	0.5		5/16	5/16	Chord	2/4	2	3	1/8		1/8	1	529															
34	32	257/4	265/4	0.25		7/16	7/16	Chord	2/4	2	3	1/16		1/16	1	530															
35	33	129/2	133/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	531									63						
35	33	65	67	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	532															
35	33	131/2	135/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	533															
35	33	263/4	271/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	534									66						
35	33	66	68	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	535									66						
35	33	265/4	273/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	536									66						
35	33	129/2	133/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	537															
35	33	129/2	133/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	538									64						
35	33	259/4	267/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	539									64						
35	33	65	67	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	540															
35	33	261/4	269/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	541															
35	33	131/2	135/2	0.0		1/4	1/4	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"												
35	33	131/2	135/2	0.75		1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	542															
35	33	265/4	273/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	543									67						
35	33	129/2	133/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	544									65						
35	33	65	67	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	545									65						
35	33	129/2	133/2	1.0		0	0	Chord	2/4	2	3	1/4		1/4	1	546															
36	34	133/2	137/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	547									66						
36	34	267/4	275/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	548									66						
36	34	67	69	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	549									66						
36	34	269/4	277/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	550									66						
36	34	135/2	139/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	551									66						
36	34	271/4	279/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	552									66						
36	34	68	70	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	553									66						
36	34	273/4	281/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	554									66						
36	34	67	69	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	555															
36	34	68	70	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	556															
36	34	133/2	137/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	557									67, 68						
36	34	135/2	139/2	0.75		1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	558									67, 68						
36	34	273/4	281/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	559									67, 68						
36	34	133/2	137/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	560															
36	34	267/4	275/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16		1/16	1	561															
36	34	67	69	0.25		1/8	1/8	Chord	2/4	2	2	1/16		1/16	1	562															
36	34	269/4	277/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16		1/16	1	563															
36	34	135/2	139/2	0.25		1/4	1/4	Chord	2/4	2	2	1/16		1/16	1	564															
36	34	271/4	279/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	565															
36	34	68	70	0.25		3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	566															
36	34	273/4	281/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	567															
37	35	137/2	141/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	568									66						
37	35	69	71	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	569															
37	35	139/2	143/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	570															
37	35	279/4	287/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	571									69						
37	35	70	72	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	572									69						
37	35	281/4	289/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	573									69						
37	35	137/2	141/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	574															
37	35	137/2	141/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	575									67, 68						
37	35	275/4	283/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	576									67, 68						
37	35	69	71	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	577									67						
37	35	277/4	285/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	578									67						
37	35	139/2	143/2	0.75		1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	579															
37	35	281/4	289/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	580									70						
37	35	137/2	141/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	581															
37	35	69	71	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	582															
37	35	137/2	141/2	1.0		0	0	Chord	2/4	2	3	1/4		1/4	1	583															
38	36	141/2	145/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	584									69						
38	36	283/4	291/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	585									69						
38	36	71	73	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	586									69						
38	36	285/4	293/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	587									69						
38	36	143/2	147/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	588									69						
38	36	287/4	295/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	589															
38	36	72	74	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	590									71						
38	36	289/4	297/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	591									71						
38	36	71	73	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	592															
38	36	72	74	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	593															
38	36	141/2	145/2	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>poco a poco accelerando e diminuendo"						70						
38	36	141/2	145/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	594									70						
38	36	283/4	291/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	595									70						
38	36	71	73	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	596									70						
38	36	285/4	293/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	597									70						
38	36	143/2	147/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	598									70						
38	36	287/4	295/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	599															
38	36	72	74	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	600									72						
38	36	289/4	297/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	601									72						
38	36	141/2	145/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	602															
38	36	283/4	291/4	0.5		1/16	1/16	Chord	2/4	2	2	1/8		1/8	1	603															
38	36	285/4	293/4	0.5		3/16	3/16	Chord	2/4	2	2	1/8		1/8	1	604															
38	36	287/4	295/4	0.5		5/16	5/16	Chord	2/4	2	2	1/8		1/8	1	605															
38	36	289/4	297/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	606															
39	37	145/2	149/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	607									71						
39	37	291/4	299/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	608									71						
39	37	73	75	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	609									71						
39	37	293/4	301/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	610									71						
39	37	147/2	151/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	611									71						
39	37	295/4	303/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	612															
39	37	74	76	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	613									73						
39	37	297/4	305/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	614									73						
39	37	145/2	149/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	615															
39	37	73	75	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	616															
39	37	74	76	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	617									74						
39	37	145/2	149/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	618									72						
39	37	291/4	299/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	619									72						
39	37	73	75	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	620									72						
39	37	293/4	301/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	621									72						
39	37	147/2	151/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	622									72						
39	37	295/4	303/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	623															
39	37	74	76	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	624									75						
39	37	297/4	305/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	625									75						
39	37	145/2	149/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	626															
39	37	291/4	299/4	0.5		1/16	1/16	Chord	2/4	2	2	1/8		1/8	1	627															
39	37	293/4	301/4	0.5		3/16	3/16	Chord	2/4	2	2	1/8		1/8	1	628															
39	37	295/4	303/4	0.5		5/16	5/16	Chord	2/4	2	2	1/8		1/8	1	629															
39	37	297/4	305/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	630															
40	38	149/2	153/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	631									73						
40	38	299/4	307/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	632									73						
40	38	75	77	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	633									73						
40	38	301/4	309/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	634									73						
40	38	151/2	155/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	635									73						
40	38	303/4	311/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	636															
40	38	76	78	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	637									76						
40	38	305/4	313/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	638									76						
40	38	149/2	153/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	639															
40	38	75	77	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	640															
40	38	76	78	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	641															
40	38	149/2	153/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	642									75						
40	38	299/4	307/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	643									75						
40	38	75	77	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	644									75						
40	38	301/4	309/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	645									75						
40	38	151/2	155/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	646									75						
40	38	303/4	311/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	647															
40	38	76	78	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	648									77						
40	38	305/4	313/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	649									77						
40	38	149/2	153/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	650															
40	38	299/4	307/4	0.5		1/16	1/16	Chord	2/4	2	2	1/8		1/8	1	651															
40	38	301/4	309/4	0.5		3/16	3/16	Chord	2/4	2	2	1/8		1/8	1	652															
40	38	303/4	311/4	0.5		5/16	5/16	Chord	2/4	2	2	1/8		1/8	1	653															
40	38	305/4	313/4	0.25		7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	654															
41	39	153/2	157/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	655									76						
41	39	307/4	315/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	656									76						
41	39	77	79	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	657									76						
41	39	309/4	317/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	658									76						
41	39	155/2	159/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	659									76						
41	39	311/4	319/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	660															
41	39	313/4	321/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	661															
41	39	153/2	157/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	662															
41	39	77	79	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	663															
41	39	153/2	157/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	664									77						
41	39	307/4	315/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	665									77						
41	39	77	79	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	666									77						
41	39	309/4	317/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	667									77						
41	39	155/2	159/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	668									77						
41	39	311/4	319/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	669															
41	39	78	80	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	670									78						
41	39	153/2	157/2	0.25		0	0	Chord	2/4	2	2	1/16		1/16	1	671															
41	39	307/4	315/4	0.5		1/16	1/16	Chord	2/4	2	2	1/8		1/8	1	672															
41	39	309/4	317/4	0.5		3/16	3/16	Chord	2/4	2	2	1/8		1/8	1	673															
41	39	311/4	319/4	0.25		5/16	5/16	Chord	2/4	2	2	1/16		1/16	1	674															
42	40	157/2	161/2	0.0		0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	675															
42	40	157/2	161/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	676									79						
42	40	315/4	323/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	677									79						
42	40	79	81	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	678									79						
42	40	317/4	325/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	679									79						
42	40	159/2	163/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	680									79						
42	40	319/4	327/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	681									79						
42	40	80	82	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	682									79						
42	40	321/4	329/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	683									79						
42	40	157/2	161/2	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>cantabile e calmando"												
42	40	157/2	161/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	684															
42	40	80	82	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	685									80						
42	40	321/4	329/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	686									80						
42	40	157/2	161/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	687															
43	41	161/2	165/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	688									79						
43	41	323/4	331/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	689									79						
43	41	81	83	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	690									79						
43	41	325/4	333/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	691									79						
43	41	163/2	167/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	692									79						
43	41	327/4	335/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	693									79						
43	41	82	84	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	694									79						
43	41	329/4	337/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	695									79						
43	41	659/8	675/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	696									79						
43	41	161/2	165/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	697									80						
43	41	323/4	331/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	698									80						
43	41	81	83	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	699									80						
43	41	325/4	333/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	700									80						
43	41	163/2	167/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	701									80						
43	41	82	84	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	702									80						
43	41	161/2	165/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	703															
44	42	165/2	169/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	704									79						
44	42	331/4	339/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	705									79						
44	42	663/8	679/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	706									79						
44	42	83	85	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	707									79						
44	42	333/4	341/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	708									79						
44	42	667/8	683/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	709									79						
44	42	167/2	171/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	710									79						
44	42	335/4	343/4	0.0		5/16	5/16	Spanner	2/4	1	1	0													79			4			
44	42	335/4	343/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	711									79			4			
44	42	671/8	687/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	712									79			4			
44	42	84	86	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	713									79			4			
44	42	337/4	345/4	0.0		7/16	7/16	StaffText	2/4	1	1	0							riten.						79			4			
44	42	337/4	345/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	714									79			4			
44	42	675/8	691/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	715									79			4			
44	42	165/2	169/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	716		articStaccatoBelow													
44	42	83	85	0.0		1/8	1/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>ten."												
44	42	83	85	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	717															
44	42	84	86	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	718		articStaccatoBelow							81						
45	43	169/2	173/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	719									79			4			
45	43	339/4	347/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	720									79			4			
45	43	679/8	695/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	721									79			4			
45	43	85	87	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	722									79			4			
45	43	341/4	349/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	723									79			4			
45	43	683/8	699/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	724									79			4			
45	43	171/2	175/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	725									79			4			
45	43	343/4	351/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	726									79			4			
45	43	687/8	703/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	727									79			4			
45	43	86	88	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	728									79			4			
45	43	345/4	353/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	729												4			
45	43	169/2	173/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	730		articTenutoAbove													
45	43	171/2	175/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	731									82						
45	43	86	88	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	732															
46	44	173/2	177/2	0.0		0	0	Spanner	2/4	1	1	0																			
46	44	173/2	177/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	733									83						
46	44	693/8	709/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	734									83						
46	44	347/4	355/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	735									83						
46	44	695/8	711/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	736									83						
46	44	87	89	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	737									83						
46	44	697/8	713/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	738									83						
46	44	349/4	357/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	739									83						
46	44	699/8	715/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	740									83						
46	44	175/2	179/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	741									83						
46	44	701/8	717/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	742									83						
46	44	351/4	359/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	743									83						
46	44	703/8	719/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	744									83						
46	44	88	90	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	745									83						
46	44	705/8	721/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	746									83						
46	44	353/4	361/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	747									83						
46	44	707/8	723/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	748															
46	44	173/2	177/2	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>leggiero e vivo"												
46	44	347/4	355/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	749									84						
46	44	87	89	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	750									84						
46	44	349/4	357/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	751									84						
46	44	175/2	179/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	752		articStaccatoAbove													
46	44	351/4	359/4	0.5		5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	753		articTenutoAbove							85						
46	44	353/4	361/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	754															
47	45	177/2	181/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	755									86						
47	45	709/8	725/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	756									86						
47	45	355/4	363/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	757									86						
47	45	711/8	727/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	758									86						
47	45	89	91	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	759									86						
47	45	713/8	729/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	760									86						
47	45	357/4	365/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	761									86						
47	45	715/8	731/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	762									86						
47	45	179/2	183/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	763									86						
47	45	717/8	733/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	764									86						
47	45	359/4	367/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	765									86						
47	45	719/8	735/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	766									86						
47	45	90	92	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	767									86						
