mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill
6	5	19/2	19/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	77		articStaccatoBelow							10						
6	5	39/4	39/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	78		articStaccatoBelow													
6	5	10	10	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	79		articStaccatoBelow							12						
6	5	41/4	41/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	80		articStaccatoBelow							12						
7	6	21/2	21/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	81									11						
7	6	43/4	43/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	82									11						
7	6	11	11	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	83									11						
7	6	45/4	45/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	84									11						
7	6	23/2	23/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	85									11						
7	6	47/4	47/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	86															
7	6	12	12	0.0		3/8	3/8	Spanner	2/4	1	1	0																	1		
7	6	12	12	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	87									13				1		
7	6	49/4	49/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	88									13				1		
7	6	21/2	21/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	89		articStaccatoBelow							12						
7	6	43/4	43/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	90		articStaccatoBelow							12						
7	6	11	11	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	91		articStaccatoBelow							12						
7	6	45/4	45/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	92		articStaccatoBelow							12						
7	6	23/2	23/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	93		articStaccatoBelow							12						
7	6	47/4	47/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	94		articStaccatoBelow													
7	6	12	12	0.0		3/8	3/8	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>rinforz."												
7	6	12	12	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	95		articStaccatoBelow							14						
7	6	49/4	49/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	96		articStaccatoBelow							14						
8	7	25/2	25/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	97									13				1		
8	7	51/4	51/4	0.0		1/16	1/16	Spanner	2/4	1	1	0													13						
8	7	51/4	51/4	0.0		1/16	1/16	Spanner	2/4	1	1	0													13			1			
8	7	51/4	51/4	0.0		1/16	1/16	Chord	2/4	1	1	0	acciaccatura	1/8	1	98									13			1			
8	7	51/4	51/4	0.5		1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	99									13			1			
8	7	53/4	53/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	100												1			
8	7	27/2	27/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p														
8	7	27/2	27/2	0.0		1/4	1/4	Spanner	2/4	1	1	0																			
8	7	27/2	27/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	101									15						
8	7	55/4	55/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	102									15						
8	7	14	14	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	103									15						
8	7	57/4	57/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	104									15						
8	7	25/2	25/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	105		articStaccatoBelow							14						
8	7	51/4	51/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	106		articStaccatoBelow							14						
8	7	13	13	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	107		articStaccatoBelow							14						
8	7	53/4	53/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	108		articStaccatoBelow							14						
8	7	27/2	27/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	109		articStaccatoBelow							14						
8	7	55/4	55/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	110		articStaccatoBelow													
8	7	14	14	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	111		articStaccatoBelow							16						
8	7	57/4	57/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	112		articStaccatoBelow							16						
9	8	29/2	29/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	113									15						
9	8	59/4	59/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	114									15						
9	8	15	15	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	115									15						
9	8	61/4	61/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	116									15						
9	8	31/2	31/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	117									15						
9	8	63/4	63/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	118									15						
9	8	16	16	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	119															
9	8	16	16	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	120		articAccentBelow							17						
9	8	29/2	29/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	121		articStaccatoBelow							16						
9	8	59/4	59/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	122		articStaccatoBelow							16						
9	8	15	15	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	123		articStaccatoBelow							16						
9	8	61/4	61/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	124		articStaccatoBelow							16						
9	8	31/2	31/2	0.0		1/4	1/4	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>cantando"						16						
9	8	31/2	31/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	125		articStaccatoBelow							16						
9	8	63/4	63/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	126		articStaccatoBelow													
9	8	16	16	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	127		articStaccatoBelow							18						
9	8	65/4	65/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	128		articStaccatoBelow							18						
10	9	33/2	33/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	129															
10	9	33/2	33/2	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	130									17						
10	9	67/4	67/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	131									17						
10	9	17	17	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	132									17						
10	9	35/2	35/2	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	133									17						
10	9	71/4	71/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	134									17						
10	9	18	18	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	135									17						
10	9	33/2	33/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	136		articStaccatoBelow							18						
10	9	67/4	67/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	137		articStaccatoBelow							18						
10	9	17	17	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	138		articStaccatoBelow							18						
10	9	69/4	69/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	139		articStaccatoBelow							18						
10	9	35/2	35/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	140		articStaccatoBelow							18						
10	9	71/4	71/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	141		articStaccatoBelow							18						
10	9	18	18	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	142		articStaccatoBelow							18						
10	9	73/4	73/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	143		articStaccatoBelow							18						
11	10	37/2	37/2	0.0		0	0	Spanner	2/4	1	1	0																	2		
11	10	19	19	0.0		1/8	1/8	Spanner	2/4	1	1	0																			
11	10	39/2	39/2	0.0		1/4	1/4	Spanner	2/4	1	1	0																2			
11	10	20	20	0.0		3/8	3/8	Dynamic	2/4	1	1	0					p														
11	10	20	20	0.0		3/8	3/8	Spanner	2/4	1	1	0																			
11	10	20	20	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	144									19						
11	10	81/4	81/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	145									19						
11	10	37/2	37/2	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	146									17						
11	10	75/4	75/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	147									17						
11	10	19	19	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	148															
11	10	20	20	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	149									20						
11	10	37/2	37/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	150		articStaccatoAbove							18						
11	10	75/4	75/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	151		articStaccatoAbove							18						
11	10	19	19	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	152		articStaccatoAbove							18						
11	10	77/4	77/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	153		articStaccatoAbove							18						
11	10	39/2	39/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	154		articStaccatoAbove							18						
11	10	79/4	79/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	155		articStaccatoAbove													
11	10	20	20	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	156		articStaccatoBelow							21						
11	10	81/4	81/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	157		articStaccatoBelow							21						
12	11	41/2	41/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	158									19						
12	11	83/4	83/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	159									19						
12	11	21	21	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	160									19						
12	11	85/4	85/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	161									19						
12	11	43/2	43/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	162									19						
12	11	87/4	87/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	163									19						
12	11	22	22	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	164									19						
12	11	89/4	89/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	165									19						
12	11	41/2	41/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	166		articTenutoBelow													
12	11	21	21	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	167		articTenutoBelow													
12	11	43/2	43/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	168		articTenutoBelow													
12	11	22	22	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	169		articTenutoBelow													
12	11	41/2	41/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	170		articStaccatoBelow							21						
12	11	83/4	83/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	171		articStaccatoBelow							21						
12	11	21	21	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	172		articStaccatoBelow							21						
12	11	85/4	85/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	173		articStaccatoBelow							21						
12	11	43/2	43/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	174		articStaccatoBelow							21						
12	11	87/4	87/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	175		articStaccatoBelow							21						
12	11	22	22	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	176		articStaccatoBelow							21						
12	11	89/4	89/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	177		articStaccatoBelow							21						
13	12	45/2	45/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	178		articTenutoAbove													
13	12	91/4	91/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	179		articTenutoAbove													
13	12	23	23	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	180		articTenutoAbove													
13	12	93/4	93/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	181		articTenutoAbove													
13	12	47/2	47/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	182		articTenutoAbove							22						
13	12	45/2	45/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	183															
13	12	23	23	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	184															
13	12	24	24	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	185															
13	12	45/2	45/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	186		articStaccatoBelow							21						
13	12	91/4	91/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	187		articStaccatoBelow							21						
13	12	23	23	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	188		articStaccatoBelow							21						
13	12	93/4	93/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	189		articStaccatoBelow							21						
13	12	47/2	47/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	190		articStaccatoBelow							21						
13	12	95/4	95/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	191		articStaccatoBelow													
13	12	24	24	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	192		articStaccatoBelow							23						
13	12	97/4	97/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	193		articStaccatoBelow							23						
14	13	49/2	49/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	194									22						
14	13	99/4	99/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	195									22						
14	13	25	25	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	196									22						
14	13	51/2	51/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	197									22, 24						
14	13	103/4	103/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	198									22, 24						
14	13	26	26	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	199									22, 24						
14	13	49/2	49/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	200															
14	13	25	25	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	201															
14	13	49/2	49/2	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>riten."						23						
14	13	49/2	49/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	202		articStaccatoBelow							23						
14	13	99/4	99/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	203		articStaccatoBelow							23						
14	13	25	25	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	204		articStaccatoBelow							23						
14	13	101/4	101/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	205		articStaccatoBelow							23						
14	13	51/2	51/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	206		articStaccatoBelow							23						
14	13	103/4	103/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	207		articStaccatoBelow							23						
14	13	26	26	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	208		articStaccatoBelow							23						
14	13	105/4	105/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	209		articStaccatoBelow													
15	14		53/2	1.5	1	0	0	Chord	2/4	1	1	3/8		1/4	3/2	210															
15	14		28	0.0	1	3/8	3/8	Spanner	2/4	1	1	0																		1	
15	14		28	0.25	1	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	211		articStaccatoAbove												1	
15	14		113/4	0.25	1	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	212		articStaccatoAbove												1	
15	14		107/4	0.25	1	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	213		articStaccatoBelow							25						
15	14		27	0.25	1	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	214		articStaccatoBelow							25						
15	14		109/4	0.25	1	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	215		articStaccatoBelow													
15	14		55/2	0.5	1	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	216									26						
15	14		28	0.25	1	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	217		articStaccatoBelow							27						
15	14		113/4	0.25	1	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	218		articStaccatoBelow													
16	14	53/2	57/2	0.0	2	0	0	Spanner	2/4	1	1	0																			
16	14	53/2	57/2	1.5	2	0	0	Chord	2/4	1	1	3/8		1/4	3/2	219															
16	14	28	30	0.25	2	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	220		articStaccatoBelow							28						
16	14	113/4	121/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	221		articStaccatoBelow							28						
16	14	107/4	115/4	0.25	2	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	222		articStaccatoBelow							29						
16	14	27	29	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	223		articStaccatoBelow							29						
16	14	109/4	117/4	0.25	2	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	224		articStaccatoBelow													
