mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
55	55	327/2	327/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	760									99					
55	55	164	164	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	761									99					
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	762									99					
56	56	165	165	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>sempre accelerando"						98					
56	56	165	165	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	763									98					
56	56	661/4	661/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	764									98					
56	56	331/2	331/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	765									98					
56	56	663/4	663/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	766									98					
56	56	166	166	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	767									98					
56	56	665/4	665/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	768									98					
56	56	333/2	333/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	769									98					
56	56	667/4	667/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	770									98					
56	56	167	167	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	771									98					
56	56	669/4	669/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	772									98					
56	56	335/2	335/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	773									98					
56	56	671/4	671/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	774									98					
56	56	165	165	0.25	0	0	Chord	6/8	1	2	1/16			1/16	1	775														
56	56	661/4	661/4	1.0	1/16	1/16	Chord	6/8	1	2	1/4			1/4	1	776														
56	56	665/4	665/4	1.0	5/16	5/16	Chord	6/8	1	2	1/4			1/4	1	777														
56	56	669/4	669/4	0.75	9/16	9/16	Chord	6/8	1	2	3/16			1/8	3/2	778														
56	56	165	165	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	779									99					
56	56	331/2	331/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	780									99					
56	56	166	166	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	781									99					
56	56	333/2	333/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	782									99					
56	56	167	167	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	783									99					
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	784														
57	57	168	168	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	785														
57	57	673/4	673/4	1.0	1/16	1/16	Chord	6/8	1	1	1/4			1/4	1	786														
57	57	677/4	677/4	1.0	5/16	5/16	Chord	6/8	1	1	1/4			1/4	1	787														
57	57	681/4	681/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	788														
57	57	168	168	0.25	0	0	Chord	6/8	1	2	1/16			1/16	1	789														
57	57	673/4	673/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16			1/16	1	790									100					
57	57	337/2	337/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16			1/16	1	791									100					
57	57	675/4	675/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	792									100					
57	57	169	169	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	793									100					
57	57	677/4	677/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	794									100					
57	57	339/2	339/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	795									100					
57	57	679/4	679/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16			1/16	1	796									100					
57	57	170	170	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	797									100					
57	57	681/4	681/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	798									100					
57	57	341/2	341/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	799									100					
57	57	683/4	683/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	800									100					
57	57	168	168	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	801									101					
57	57	337/2	337/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	802									101					
57	57	169	169	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	803									101					
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	804									101					
57	57	170	170	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	805									101					
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	806									101					
58	58	171	171	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>sempre accelerando"											
58	58	171	171	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	807														
58	58	685/4	685/4	1.0	1/16	1/16	Chord	6/8	1	1	1/4			1/4	1	808														
58	58	689/4	689/4	1.0	5/16	5/16	Chord	6/8	1	1	1/4			1/4	1	809														
58	58	693/4	693/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	810														
58	58	171	171	0.25	0	0	Chord	6/8	1	2	1/16			1/16	1	811									100					
58	58	685/4	685/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16			1/16	1	812									100					
58	58	343/2	343/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16			1/16	1	813									100					
58	58	687/4	687/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	814									100					
58	58	172	172	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	815									100					
58	58	689/4	689/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	816									100					
58	58	345/2	345/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	817									100					
58	58	691/4	691/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16			1/16	1	818									100					
58	58	173	173	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	819									100					
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	820									100					
58	58	347/2	347/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	821									100					
58	58	695/4	695/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	822									100					
58	58	171	171	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	823									101					
58	58	343/2	343/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	824									101					
58	58	172	172	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	825									101					
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	826									101					
58	58	173	173	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	827									101					
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	828														
59	59	174	174	0.0	0	0	Spanner	6/8	1	1	0																			6
59	59	174	174	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	829														6
59	59	697/4	697/4	1.0	1/16	1/16	Chord	6/8	1	1	1/4			1/4	1	830									102					6
59	59	701/4	701/4	1.0	5/16	5/16	Chord	6/8	1	1	1/4			1/4	1	831									102					6
59	59	705/4	705/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	832									102					6
59	59	174	174	0.25	0	0	Chord	6/8	1	2	1/16			1/16	1	833														6
59	59	697/4	697/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16			1/16	1	834														6
59	59	349/2	349/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16			1/16	1	835														6
59	59	699/4	699/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	836														6
59	59	175	175	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	837														6
59	59	701/4	701/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	838														6
59	59	351/2	351/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	839														6
59	59	703/4	703/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16			1/16	1	840														6
59	59	176	176	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	841														6
59	59	705/4	705/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	842														6
59	59	353/2	353/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	843														6
59	59	707/4	707/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	844														6
59	59	174	174	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	845									103					
59	59	349/2	349/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	846									103					
59	59	175	175	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	847									103					
59	59	351/2	351/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	848									103					
59	59	176	176	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	849									103					
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	850									103					
60	60	177	177	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	851									102					6
60	60	709/4	709/4	1.0	1/16	1/16	Chord	6/8	1	1	1/4			1/4	1	852									102					6
60	60	713/4	713/4	1.0	5/16	5/16	Chord	6/8	1	1	1/4			1/4	1	853									102					6
60	60	717/4	717/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/8	3/2	854									102					6
60	60	177	177	0.25	0	0	Chord	6/8	1	2	1/16			1/16	1	855														6
60	60	709/4	709/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16			1/16	1	856														6
60	60	355/2	355/2	0.25	1/8	1/8	Chord	6/8	1	2	1/16			1/16	1	857														6
60	60	711/4	711/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	858														6
60	60	178	178	0.25	1/4	1/4	Chord	6/8	1	2	1/16			1/16	1	859														6
60	60	713/4	713/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16			1/16	1	860														6
60	60	357/2	357/2	0.25	3/8	3/8	Chord	6/8	1	2	1/16			1/16	1	861														6
60	60	715/4	715/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16			1/16	1	862														6
60	60	179	179	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	863														6
60	60	717/4	717/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	864														6
60	60	359/2	359/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	865														6
60	60	719/4	719/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	866														6
60	60	177	177	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	867									103					
60	60	355/2	355/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	868									103					
60	60	178	178	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	869									103					
60	60	357/2	357/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	870									103					
60	60	179	179	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	871									103					
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	872									103					
61	61	180	180	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	873									102					6
61	61	721/4	721/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	874									102					6
61	61	361/2	361/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	875									102					6
61	61	723/4	723/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	876									102					6
61	61	181	181	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	877									102					6
61	61	725/4	725/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	878									102					6
61	61	363/2	363/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	879									102					6
61	61	727/4	727/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	880									102					6
61	61	182	182	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	881									102					6
61	61	729/4	729/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	882									102					6
61	61	365/2	365/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	883									102					6
61	61	731/4	731/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	884									102					6
61	61	180	180	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>veloce"						103					
61	61	180	180	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	885									103					
61	61	361/2	361/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	886									103					
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	887									103					
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	888									103					
61	61	182	182	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	889									103					
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	890									103					
62	62	183	183	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	891									102					6
62	62	733/4	733/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	892									102					6
62	62	367/2	367/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	893									102					6
62	62	735/4	735/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	894									102					6
62	62	184	184	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	895									102					6
62	62	737/4	737/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	896									102					6
62	62	369/2	369/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	897									102					6
62	62	739/4	739/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	898									102					6
62	62	185	185	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	899									102					6
62	62	741/4	741/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	900									102					6
62	62	371/2	371/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	901									102					6
62	62	743/4	743/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	902									102					6
62	62	183	183	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	903									103					
62	62	367/2	367/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	904									103					
62	62	184	184	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	905									103					
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	906									103					
62	62	185	185	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	907									103					
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	908														
63	63	186	186	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	909									102					6
63	63	745/4	745/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	910									102					6
63	63	373/2	373/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	911									102					6
63	63	747/4	747/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	912									102					6
63	63	187	187	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	913									102					6
63	63	749/4	749/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	914									102					6
63	63	375/2	375/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	915									102					6
63	63	751/4	751/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	916									102					6
63	63	188	188	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	917									102					6
63	63	753/4	753/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	918									102					6
63	63	377/2	377/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	919									102					6
63	63	755/4	755/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	920									102					6
63	63	377/2	377/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																	2	2	
63	63	377/2	377/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	921									104			2	2	
64	64	189	189	0.0	0	0	Spanner	6/8	1	1	0														102					
64	64	189	189	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	922									102					
64	64	757/4	757/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	923									102					
64	64	379/2	379/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	924									102					
64	64	759/4	759/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	925									102					
64	64	190	190	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	926									102					
64	64	761/4	761/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	927									102					
64	64	381/2	381/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	928									102					
64	64	763/4	763/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	929									102					
64	64	191	191	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	930									102					
64	64	765/4	765/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	931									102					
64	64	383/2	383/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	932									102					
64	64	767/4	767/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	933									102					
64	64	189	189	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	934												2	2	
64	64	383/2	383/2	0.0	5/8	5/8	StaffText	6/8	2	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>ritenuto"									2	2	
65	65	192	192	0.0	0	0	StaffText	6/8	1	1	0								ten.											
65	65	192	192	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	935		articTenutoBelow												
65	65	387/2	387/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						p													
65	65	387/2	387/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	936									105					
65	65	194	194	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	937														
65	65	389/2	389/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	938									106					
65	65	192	192	0.0	0	0	Spanner	6/8	2	1	0																			
65	65	385/2	385/2	0.0	1/8	1/8	Spanner	6/8	2	1	0																	3	3	
65	65	385/2	385/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	939									107			3	3	
65	65	193	193	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	940												3	3	
66	66	195	195	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	941														
66	66	391/2	391/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	942									108					
66	66	196	196	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	943														
66	66	393/2	393/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	944									109					
66	66	197	197	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	945														
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	946									110					
66	66	393/2	393/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
67	67	198	198	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	947														
