mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
77	76	1811/6	1835/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1203														
77	76	302	306	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1204		articStaccatoBelow												
77	76	605/2	613/2	0.16666666666666666		5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	1205														
77	76	908/3	920/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1206		articStaccatoBelow												
77	76	303	307	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1207		articStaccatoBelow												
77	76	607/2	615/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1208		articStaccatoBelow												
78	77	304	308	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1209									257					
78	77	305	309	0.0		1/4	1/4	Spanner	4/4	1	1	0													257					23
78	77	305	309	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1210									257					23
78	77	306	310	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1211									257					23
78	77	307	311	0.0		3/4	3/4	Spanner	4/4	1	1	0													257					
78	77	307	311	0.0		3/4	3/4	Spanner	4/4	1	1	0													257				19	
78	77	307	311	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1212									257				19	
78	77	304	308	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1213		articTenutoBelow												
78	77	305	309	0.16666666666666666		1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	1214		articStaccatoBelow												
78	77	1831/6	1855/6	0.16666666666666666		7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	1215														
78	77	916/3	928/3	0.16666666666666666		1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	1216														
78	77	611/2	619/2	0.16666666666666666		3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	1217														
78	77	917/3	929/3	0.16666666666666666		5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1218														
78	77	1835/6	1859/6	0.16666666666666666		11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1219														
78	77	306	310	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1220		articStaccatoBelow												
78	77	613/2	621/2	0.16666666666666666		5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	1221														
78	77	920/3	932/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1222		articStaccatoBelow												
78	77	307	311	0.0		3/4	3/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
78	77	307	311	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1223		articStaccatoBelow												
78	77	615/2	623/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1224		articStaccatoBelow												
79	78	308	312	0.0		0	0	Spanner	4/4	1	1	0													257					
79	78	308	312	0.0		0	0	Spanner	4/4	1	1	0													257					24
79	78	308	312	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1225									257					24
79	78	310	314	0.0		1/2	1/2	Spanner	4/4	1	1	0																		
79	78	310	314	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1226														
79	78	308	312	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1227		articStaccatoBelow												
79	78	617/2	625/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1228		articStaccatoBelow												
79	78	309	313	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1229		articStaccatoBelow												
79	78	619/2	627/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1230		articStaccatoBelow												
79	78	310	314	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1231		articStaccatoBelow												
79	78	621/2	629/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1232		articStaccatoBelow												
79	78	311	315	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1233		articStaccatoBelow												
79	78	623/2	631/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1234		articStaccatoBelow												
80	79	312	316	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1235														
80	79	313	317	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1236		articAccentBelow												
80	79	314	318	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1237		articAccentBelow												
80	79	315	319	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1238		articAccentBelow												
80	79	312	316	0.0		0	0	Dynamic	4/4	2	1	0					f													
80	79	312	316	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1239		articTenutoBelow												
80	79	313	317	0.0		1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>pesante"											
80	79	313	317	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1240		articAccentBelow												
80	79	314	318	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1241		articAccentBelow												
80	79	315	319	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1242		articAccentBelow												
81	80	316	320	4.0		0	0	Chord	4/4	1	1	1		1	1	1243		articAccentAbove												
81	80	316	320	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1244		articTenutoBelow												
81	80	317	321	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	1245		articAccentStaccatoBelow												
81	80	1269/4	1285/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1246		articAccentStaccatoBelow												
81	80	635/2	643/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1247		articAccentStaccatoBelow												
81	80	1271/4	1287/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1248		articAccentStaccatoBelow												
81	80	318	322	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1249		articAccentStaccatoBelow												
81	80	637/2	645/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1250		articAccentStaccatoBelow												
81	80	956/3	968/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1251		articAccentStaccatoBelow												
81	80	319	323	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1252		articAccentStaccatoBelow												
81	80	639/2	647/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1253		articAccentStaccatoBelow												
81	80	316	320	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1254		articAccentBelow												
81	80	317	321	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1255		articTenutoBelow												
81	80	318	322	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1256		articTenutoBelow												
81	80	319	323	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1257		articTenutoBelow												
82	81	320	324	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
82	81	320	324	4.0		0	0	Chord	4/4	1	1	1		1	1	1258														
82	81	320	324	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1259		articTenutoBelow												
82	81	321	325	0.16666666666666666		1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	1260														
82	81	1927/6	1951/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	1261														
82	81	964/3	976/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	1262														
82	81	643/2	651/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	1263														
82	81	965/3	977/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	1264														
82	81	1931/6	1955/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	1265														
82	81	322	326	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1266														
82	81	645/2	653/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1267														
82	81	968/3	980/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1268														
82	81	323	327	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1269		articStaccatoBelow												
82	81	647/2	655/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1270		articStaccatoBelow												
82	81	320	324	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1271		articTenutoBelow												
82	81	321	325	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1272		articTenutoBelow												
82	81	322	326	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1273		articTenutoBelow												
82	81	323	327	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1274		articTenutoBelow												
83	82	324	328	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1275														
83	82	327	331	0.0		3/4	3/4	Dynamic	4/4	1	1	0					p													
83	82	327	331	0.0		3/4	3/4	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantabile"											
83	82	327	331	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1276									258					
83	82	1311/4	1327/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1277									258					
83	82	324	328	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1278		articTenutoBelow												
83	82	325	329	0.16666666666666666		1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	1279														
83	82	1951/6	1975/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	1280														
83	82	976/3	988/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	1281														
83	82	651/2	659/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	1282														
83	82	977/3	989/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	1283														
83	82	1955/6	1979/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	1284														
83	82	326	330	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1285														
83	82	653/2	661/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1286														
83	82	980/3	992/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1287														
83	82	327	331	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1288		articStaccatoBelow												
83	82	655/2	663/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1289		articStaccatoBelow												
83	82	324	328	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1290		articTenutoBelow												
83	82	325	329	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1291		articTenutoAbove												
83	82	326	330	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1292		articTenutoBelow												
83	82	327	331	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1293		articTenutoAbove												
84	83	328	332	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1294														
84	83	329	333	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1295		articTenutoAbove												
84	83	330	334	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1296		articTenutoAbove												
84	83	331	335	0.0		3/4	3/4	Spanner	4/4	1	1	0																		25
84	83	328	332	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1297														25
84	83	331	335	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1298									259					25
84	83	328	332	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1299		articTenutoBelow												
84	83	331	335	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1300									260					
84	83	1327/4	1343/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1301									260					
85	84	332	336	0.0		0	0	Spanner	4/4	1	1	0																		
85	84	332	336	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1302									261					
85	84	333	337	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1303									261					
85	84	334	338	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1304														
85	84	335	339	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1305									262					
85	84	671/2	679/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1306									262					
85	84	332	336	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1307		articTenutoBelow							259					
85	84	333	337	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1308		articTenutoBelow							259					
85	84	334	338	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1309		articTenutoBelow												
85	84	335	339	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1310		articAccentBelow												
85	84	332	336	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1311									260					
85	84	334	338	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1312														
85	84	332	336	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1313									263					
85	84	333	337	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1314									263					
85	84	334	338	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1315														
86	85	336	340	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1316									262					
86	85	673/2	681/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1317									262					
86	85	337	341	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1318									262					
86	85	339	343	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1319									262					
86	85	679/2	687/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1320									262					
86	85	336	340	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1321														
86	85	337	341	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1322		articTenutoBelow												
86	85	338	342	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1323		articTenutoBelow												
86	85	339	343	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1324		articTenutoBelow												
86	85	336	340	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1325									264					
86	85	337	341	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1326									264					
86	85	675/2	683/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1327									264					
86	85	338	342	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1328									264					
86	85	677/2	685/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1329									264					
86	85	339	343	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1330									264					
86	85	336	340	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1331														
86	85	338	342	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1332														
87	86	340	344	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"						262					
87	86	340	344	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1333									262					
87	86	681/2	689/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1334									262					
87	86	341	345	1.5		1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1335									262					
87	86	685/2	693/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1336									262					
87	86	343	347	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1337									262					
87	86	687/2	695/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1338														
87	86	340	344	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1339		articTenutoBelow							265					
87	86	342	346	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1340		articTenutoBelow												
87	86	340	344	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1341									264					
87	86	341	345	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1342									264					
87	86	683/2	691/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1343									264					
87	86	342	346	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1344									264					
87	86	685/2	693/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1345									264					
87	86	343	347	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1346														
87	86	340	344	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1347														
87	86	342	346	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1348														
88	87	344	348	0.0		0	0	Dynamic	4/4	1	1	0					f													
88	87	344	348	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1349		articAccentBelow												
88	87	346	350	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1350		articAccentBelow												
88	87	347	351	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1351		articAccentBelow												
88	87	345	349	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1352		articAccentBelow												
88	87	346	350	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1353		articAccentBelow												
88	87	347	351	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1354		articAccentBelow												
89	88	348	352	4.0		0	0	Chord	4/4	1	1	1		1	1	1355		articAccentAbove												
89	88	348	352	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1356		articTenutoBelow												
89	88	349	353	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	1357		articStaccatoBelow												
89	88	1397/4	1413/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1358		articStaccatoBelow												
89	88	699/2	707/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	1359		articStaccatoBelow												
89	88	1399/4	1415/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1360		articStaccatoBelow												
89	88	350	354	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1361		articStaccatoBelow												
89	88	701/2	709/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1362		articStaccatoBelow												
89	88	1052/3	1064/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1363		articStaccatoBelow												
89	88	351	355	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1364		articStaccatoBelow												
89	88	703/2	711/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1365		articStaccatoBelow												
89	88	348	352	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1366		articAccentBelow												
89	88	349	353	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1367		articTenutoBelow												
89	88	350	354	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1368		articTenutoBelow												
89	88	351	355	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1369		articTenutoBelow												
90	89	352	356	0.0		0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"											
90	89	352	356	4.0		0	0	Chord	4/4	1	1	1		1	1	1370														
90	89	352	356	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1371		articTenutoBelow												
90	89	353	357	0.16666666666666666		1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	1372														
90	89	2119/6	2143/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	1373														
90	89	1060/3	1072/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	1374														
90	89	707/2	715/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	1375														
90	89	1061/3	1073/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	1376														
90	89	2123/6	2147/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	1377														
90	89	354	358	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1378														
90	89	709/2	717/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1379														
90	89	1064/3	1076/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1380														
90	89	355	359	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1381		articStaccatoBelow												
90	89	711/2	719/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1382		articStaccatoBelow												
90	89	352	356	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1383		articTenutoBelow												
90	89	353	357	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1384		articTenutoBelow												
90	89	354	358	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1385		articTenutoBelow												
90	89	355	359	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1386		articTenutoBelow												
91	90	356	360	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1387														
91	90	359	363	0.0		3/4	3/4	Spanner	4/4	1	1	0																	20	
91	90	359	363	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1388									266				20	
91	90	1439/4	1455/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1389									266				20	
91	90	356	360	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1390		articTenutoBelow											20	
91	90	357	361	0.16666666666666666		1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	1391													20	
91	90	2143/6	2167/6	0.16666666666666666		7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	1392													20	
91	90	1072/3	1084/3	0.16666666666666666		1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	1393													20	
91	90	715/2	723/2	0.16666666666666666		3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	1394													20	
91	90	1073/3	1085/3	0.16666666666666666		5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	1395													20	
91	90	2147/6	2171/6	0.16666666666666666		11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	1396													20	
91	90	358	362	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1397													20	
91	90	717/2	725/2	0.16666666666666666		5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	1398													20	
91	90	1076/3	1088/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1399													20	
91	90	359	363	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1400		articStaccatoBelow											20	
91	90	719/2	727/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1401		articStaccatoBelow											20	
91	90	356	360	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1402		articTenutoBelow												
91	90	357	361	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1403		articTenutoBelow												
91	90	358	362	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1404		articTenutoBelow												
91	90	359	363	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1405		articTenutoBelow												
92	91	360	364	0.0		0	0	Spanner	4/4	1	1	0																		
92	91	360	364	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1406		articTenutoBelow												
92	91	361	365	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1407		articTenutoBelow												
92	91	362	366	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1408		articTenutoBelow												
92	91	363	367	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1409									267					
92	91	363	367	0.75		3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	1410									268					
92	91	1455/4	1471/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1411									268					
92	91	360	364	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1412		articTenutoBelow												
92	91	363	367	0.0		3/4	3/4	Spanner	4/4	2	1	0																	21	
92	91	363	367	0.75		3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1413									269				21	
92	91	1455/4	1471/4	0.0		15/16	15/16	Spanner	4/4	2	1	0													269					
92	91	1455/4	1471/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1414									269					
93	92	364	368	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1415									267					
93	92	365	369	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1416									267					
93	92	366	370	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1417														
93	92	367	371	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1418		articAccentAbove							270					
93	92	364	368	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1419														
93	92	365	369	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1420														
93	92	366	370	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1421														
93	92	367	371	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1422														
93	92	364	368	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1423														
93	92	365	369	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1424		articTenutoAbove												
93	92	366	370	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1425		articTenutoAbove												
93	92	367	371	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1426		articAccentAbove							271					
93	92	364	368	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1427														
93	92	365	369	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1428														
93	92	366	370	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1429														
93	92	367	371	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1430														
94	93	368	372	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1431									270					
94	93	369	373	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1432									270					
94	93	370	374	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1433														
94	93	371	375	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1434														
94	93	368	372	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1435														
94	93	369	373	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1436														
94	93	370	374	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1437														
94	93	371	375	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1438									272					
94	93	368	372	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1439									271					
94	93	369	373	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1440									271					
94	93	370	374	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1441														
94	93	371	375	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1442									273					
94	93	368	372	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1443														
95	94	372	376	0.0		0	0	Spanner	4/4	1	1	0																		26
95	94	372	376	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1444														26
