mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
356	355	2263/4	2263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2565																
356	355	566	566	0.0	1/2	1/2	Spanner	4/4	2	1	0																52				
356	355	566	566	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2566									280			52				
356	355	2265/4	2265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2567									280			52				
356	355	1133/2	1133/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2568									280			52				
356	355	2267/4	2267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2569									280			52				
356	355	567	567	0.0	3/4	3/4	Spanner	4/4	2	1	0													280							
356	355	567	567	0.0	3/4	3/4	Spanner	4/4	2	1	0													280		39					
356	355	567	567	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2570									280		39					
356	355	2269/4	2269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2571									280		39					
356	355	1135/2	1135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2572									280		39					
356	355	2271/4	2271/4	0.0	15/16	15/16	Spanner	4/4	2	1	0													280							
356	355	2271/4	2271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2573									280							
357	356	568	568	0.0	0	0	Spanner	4/4	1	1	0																53				
357	356	568	568	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2574									281			53				
357	356	2273/4	2273/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2575									281			53				
357	356	1137/2	1137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2576		articStaccatoBelow										53				
357	356	569	569	0.0	1/4	1/4	Spanner	4/4	1	1	0																				
357	356	1139/2	1139/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2577									282							
357	356	2279/4	2279/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2578									282							
357	356	570	570	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2579									282							
357	356	1141/2	1141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2580		articStaccatoBelow														
357	356	1143/2	1143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2581		articStaccatoBelow														
357	356	1139/2	1139/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2582																
357	356	568	568	0.0	0	0	Dynamic	4/4	2	1	0					p															
357	356	568	568	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2583																
357	356	569	569	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2584																
357	356	2279/4	2279/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2585																
357	356	570	570	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2586																
357	356	571	571	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2587																
358	357	572	572	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	2588		articStaccatoBelow														
358	357	1145/2	1145/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							poco crescendo													
358	357	1145/2	1145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2589		articStaccatoBelow														
358	357	1147/2	1147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2590		articStaccatoBelow														
358	357	574	574	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2591																
358	357	1149/2	1149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2592									283							
358	357	2299/4	2299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2593									283							
358	357	575	575	0.0	3/4	3/4	StaffText	4/4	1	1	0							ten.													
358	357	575	575	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2594																
358	357	574	574	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	2595																
358	357	575	575	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	2596									284							
358	357	2301/4	2301/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	2597									284							
358	357	1151/2	1151/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	2598									284							
358	357	2303/4	2303/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	2599																
358	357	572	572	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2600																
358	357	573	573	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2601																
358	357	2295/4	2295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2602																
358	357	574	574	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2603		articAccentBelow							285							
358	357	575	575	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2604									285							
358	357	2301/4	2301/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2605									285							
358	357	1151/2	1151/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2606									285							
358	357	2303/4	2303/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2607									285							
359	358	576	576	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2608		articStaccatoAbove														
359	358	1729/3	1729/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2609		articStaccatoAbove														
359	358	1730/3	1730/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2610		articStaccatoAbove														
359	358	577	577	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2611		articStaccatoAbove														
359	358	1732/3	1732/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2612		articStaccatoAbove														
359	358	1733/3	1733/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2613		articStaccatoAbove														
359	358	578	578	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2614		articStaccatoAbove														
359	358	1735/3	1735/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	2615									286							
359	358	1157/2	1157/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	2616									286							
359	358	1736/3	1736/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	2617									286							
359	358	3473/6	3473/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	2618									286							
359	358	579	579	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2619																
359	358	1738/3	1738/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	2620																
359	358	1159/2	1159/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	2621									287							
359	358	1739/3	1739/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	2622									287							
359	358	3479/6	3479/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	2623									287							
359	358	576	576	0.0	0	0	Dynamic	4/4	2	1	0					mf															
359	358	576	576	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2624																
359	358	577	577	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2625																
359	358	578	578	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2626																
359	358	579	579	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>diminuendo"													
359	358	579	579	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2627																
359	358	2319/4	2319/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2628																
360	359	580	580	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2629																
360	359	1741/3	1741/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	2630									288							
360	359	1161/2	1161/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	2631									288							
360	359	1742/3	1742/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	2632									288							
360	359	3485/6	3485/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	2633									288							
360	359	581	581	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2634									289							
360	359	1744/3	1744/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2635																
360	359	1745/3	1745/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2636		articStaccatoAbove														
360	359	582	582	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2637									290							
360	359	583	583	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2638																
360	359	581	581	0.6666666666666666	1/4	1/4	Chord	4/4	1	2	1/6		1/4	2/3	2639									291							
360	359	1745/3	1745/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	2640																
360	359	580	580	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2641																
360	359	581	581	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2642																
360	359	582	582	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	2643									292							
360	359	2331/4	2331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2644									292							
360	359	583	583	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2645									292							
360	359	2333/4	2333/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2646									292							
360	359	1167/2	1167/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2647									292							
360	359	2335/4	2335/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2648									292							
361	360	584	584	0.0	0	0	Dynamic	4/4	1	1	0					p															
361	360	584	584	0.0	0	0	Spanner	4/4	1	1	0																54				
361	360	584	584	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2649									293			54				
361	360	2337/4	2337/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2650									293			54				
361	360	1169/2	1169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2651												54				
361	360	585	585	0.0	1/4	1/4	Spanner	4/4	1	1	0																				
361	360	1171/2	1171/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2652									294							
361	360	2343/4	2343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2653									294							
361	360	586	586	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2654																
361	360	1173/2	1173/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	2655		articTenutoBelow							295							
361	360	1175/2	1175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2656																
361	360	1171/2	1171/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2657									296							
361	360	584	584	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2658																
361	360	2339/4	2339/4	0.0	3/16	3/16	Spanner	4/4	2	1	0																55				
361	360	2339/4	2339/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2659									297			55				
361	360	585	585	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2660									297			55				
361	360	2341/4	2341/4	0.0	5/16	5/16	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>legatissimo"						297			55				
361	360	2341/4	2341/4	0.5	5/16	5/16	Chord	4/4	2	1	1/8		1/8	1	2661									297			55				
361	360	2343/4	2343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2662									297			55				
361	360	586	586	0.0	1/2	1/2	Spanner	4/4	2	1	0													297							
361	360	586	586	0.0	1/2	1/2	Spanner	4/4	2	1	0													297		40					
361	360	586	586	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2663									297		40					
361	360	2345/4	2345/4	0.5	9/16	9/16	Chord	4/4	2	1	1/8		1/8	1	2664									297		40					
361	360	2347/4	2347/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2665									297		40					
361	360	587	587	0.0	3/4	3/4	Spanner	4/4	2	1	0													297							
361	360	587	587	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2666									297							
361	360	2349/4	2349/4	0.5	13/16	13/16	Chord	4/4	2	1	1/8		1/8	1	2667									297							
361	360	2351/4	2351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2668																
362	361	588	588	0.0	0	0	StaffText	4/4	1	1	0							crescendo													
362	361	588	588	0.0	0	0	Spanner	4/4	1	1	0																56				
362	361	588	588	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2669									298			56				
362	361	2353/4	2353/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2670									298			56				
362	361	1177/2	1177/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																				
362	361	1177/2	1177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2671																
362	361	1179/2	1179/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2672									299							
362	361	2359/4	2359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2673									299							
362	361	590	590	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2674																
362	361	1181/2	1181/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	2675		articTenutoAbove							300							
362	361	1183/2	1183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2676																
362	361	588	588	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	2677																
362	361	1177/2	1177/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	2678																
362	361	1179/2	1179/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2679																
362	361	2355/4	2355/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2680									301							
362	361	589	589	0.0	1/4	1/4	Spanner	4/4	2	1	0													301			57				
362	361	589	589	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2681									301			57				
362	361	2357/4	2357/4	0.5	5/16	5/16	Chord	4/4	2	1	1/8		1/8	1	2682									301			57				
362	361	2359/4	2359/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2683									301			57				
362	361	590	590	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2684									301			57				
362	361	2361/4	2361/4	0.0	9/16	9/16	Spanner	4/4	2	1	0													301							
362	361	2361/4	2361/4	0.0	9/16	9/16	Spanner	4/4	2	1	0													301		41					
362	361	2361/4	2361/4	0.5	9/16	9/16	Chord	4/4	2	1	1/8		1/8	1	2685									301		41					
362	361	2363/4	2363/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2686									301		41					
362	361	591	591	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2687									301		41					
362	361	2365/4	2365/4	0.5	13/16	13/16	Chord	4/4	2	1	1/8		1/8	1	2688									301		41					
362	361	2367/4	2367/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																				
362	361	2367/4	2367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2689																
363	362	592	592	0.0	0	0	Dynamic	4/4	1	1	0					f															
363	362	592	592	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2690									302							
363	362	2369/4	2369/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2691									302							
363	362	1185/2	1185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2692									302							
363	362	593	593	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2693									302							
363	362	2373/4	2373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2694									302							
363	362	1187/2	1187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2695									302							
363	362	594	594	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2696									302							
363	362	2377/4	2377/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2697									302							
363	362	1189/2	1189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2698									302							
363	362	2379/4	2379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2699									302							
363	362	595	595	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2700									302							
363	362	2381/4	2381/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2701									302							
363	362	1191/2	1191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2702									302							
363	362	2383/4	2383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2703									302							
363	362	592	592	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	2704																
363	362	1185/2	1185/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	2705																
363	362	593	593	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	2706																
363	362	1187/2	1187/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2707																
363	362	594	594	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	2708																
363	362	1189/2	1189/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	2709																
363	362	595	595	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	2710																
363	362	1191/2	1191/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	2711																
363	362	2371/4	2371/4	0.0	3/16	3/16	Spanner	4/4	2	1	0																58				
363	362	2371/4	2371/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2712												58				
363	362	593	593	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2713												58				
363	362	2375/4	2375/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2714												58				
363	362	594	594	0.0	1/2	1/2	Spanner	4/4	2	1	0																				
363	362	594	594	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2715																
363	362	2379/4	2379/4	0.0	11/16	11/16	Spanner	4/4	2	1	0															42					
363	362	2379/4	2379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2716											42					
363	362	595	595	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2717											42					
363	362	2383/4	2383/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																				
363	362	2383/4	2383/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2718																
364	363	596	596	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2719									302							
364	363	2385/4	2385/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2720									302							
364	363	1193/2	1193/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2721									302							
364	363	2387/4	2387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2722									302							
364	363	597	597	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2723									302							
364	363	2389/4	2389/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2724									302							
364	363	1195/2	1195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2725									302							
364	363	2391/4	2391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2726									302							
364	363	598	598	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2727									303							
364	363	599	599	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2728																
364	363	1199/2	1199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2729																
364	363	596	596	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	2730																
364	363	1193/2	1193/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	2731																
364	363	597	597	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	2732																
364	363	1195/2	1195/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2733																
364	363	596	596	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	2734									304							
364	363	2385/4	2385/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2735									304							
364	363	1193/2	1193/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2736									304							
364	363	2387/4	2387/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2737																
364	363	597	597	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dimin."													
364	363	597	597	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2738									305							
364	363	2389/4	2389/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2739									305							
364	363	1195/2	1195/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2740									305							
364	363	2391/4	2391/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2741																
364	363	598	598	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2742									306							
364	363	2393/4	2393/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2743									306							
364	363	1197/2	1197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2744									306							
364	363	2395/4	2395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2745									306							
364	363	599	599	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2746									306							
364	363	2397/4	2397/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2747									306							
364	363	1199/2	1199/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2748									306							
364	363	2399/4	2399/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2749									306							
365	364	600	600	0.0	0	0	Spanner	4/4	1	1	0																59				
365	364	600	600	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2750									307			59				
365	364	2401/4	2401/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2751									307			59				
365	364	1201/2	1201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2752												59				
365	364	601	601	0.0	1/4	1/4	Spanner	4/4	1	1	0																				
365	364	1203/2	1203/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2753									308							
365	364	2407/4	2407/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2754									308							
365	364	602	602	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2755																
365	364	1205/2	1205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2756		articStaccatoAbove														
365	364	1207/2	1207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2757		articStaccatoBelow														
365	364	1203/2	1203/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	2758																
365	364	602	602	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	2759																
365	364	1205/2	1205/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	2760																
365	364	600	600	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2761																
365	364	601	601	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2762																
365	364	2407/4	2407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2763																
365	364	602	602	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2764																
365	364	603	603	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2765																
365	364	2415/4	2415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2766																
366	365	604	604	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	2767		articStaccatoBelow														
366	365	1209/2	1209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2768		articStaccatoBelow														
366	365	1211/2	1211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2769		articStaccatoBelow														
366	365	606	606	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2770		articStaccatoBelow														
366	365	1213/2	1213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2771		articStaccatoBelow														
366	365	1215/2	1215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2772		articStaccatoBelow														
366	365	604	604	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dimin."													
366	365	604	604	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2773		articStaccatoBelow														
366	365	605	605	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2774		articStaccatoBelow														
366	365	2423/4	2423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2775																
366	365	606	606	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2776		articStaccatoBelow														
366	365	607	607	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2777		articStaccatoBelow														
366	365	2431/4	2431/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2778		articStaccatoBelow														
367	366	608	608	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2779																
367	366	609	609	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2780																
367	366	2437/4	2437/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2781																
367	366	1219/2	1219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2782																
367	366	2439/4	2439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2783																
367	366	610	610	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2784									309							
367	366	611	611	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2785									309							
367	366	2445/4	2445/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2786									309							
367	366	1223/2	1223/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2787									309							
367	366	2447/4	2447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2788									309							
367	366	608	608	0.0	0	0	Dynamic	4/4	2	1	0					p															
367	366	608	608	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	2789									310							
367	366	2435/4	2435/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dolce"						310							
367	366	2435/4	2435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2790									310							
