mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
53	53	421/2	421/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32		1/32	1	1430		articStaccatoBelow							222						
53	53	1685/8	1685/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32		1/32	1	1431		articStaccatoBelow							222						
53	53	843/4	843/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32		1/32	1	1432		articStaccatoBelow							222						
53	53	1687/8	1687/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32		1/32	1	1433		articStaccatoBelow							222						
53	53	211	211	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	1434		articStaccatoBelow							222						
53	53	1689/8	1689/8	0.125	25/32	25/32	Chord	4/4	1	2	1/32		1/32	1	1435		articStaccatoBelow							222						
53	53	845/4	845/4	0.125	13/16	13/16	Chord	4/4	1	2	1/32		1/32	1	1436		articStaccatoBelow							222						
53	53	1691/8	1691/8	0.125	27/32	27/32	Chord	4/4	1	2	1/32		1/32	1	1437		articStaccatoBelow							222						
53	53	423/2	423/2	0.125	7/8	7/8	Chord	4/4	1	2	1/32		1/32	1	1438		articStaccatoBelow							222						
53	53	1693/8	1693/8	0.125	29/32	29/32	Chord	4/4	1	2	1/32		1/32	1	1439		articStaccatoBelow							222						
53	53	847/4	847/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32		1/32	1	1440		articStaccatoBelow							222						
53	53	1695/8	1695/8	0.125	31/32	31/32	Chord	4/4	1	2	1/32		1/32	1	1441		articStaccatoBelow													
53	53	208	208	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	1442		articStaccatoAbove							223						
53	53	1665/8	1665/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1443		articStaccatoAbove							223						
53	53	833/4	833/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1444		articStaccatoAbove							223						
53	53	1667/8	1667/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1445		articStaccatoAbove							223						
53	53	417/2	417/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1446		articStaccatoAbove							223						
53	53	1669/8	1669/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1447		articStaccatoAbove							223						
53	53	835/4	835/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1448		articStaccatoAbove							223						
53	53	1671/8	1671/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1449		articStaccatoAbove							223						
53	53	209	209	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1450		articStaccatoAbove							223						
53	53	1673/8	1673/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1451		articStaccatoAbove							223						
53	53	837/4	837/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1452		articStaccatoAbove							223						
53	53	1675/8	1675/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1453		articStaccatoAbove							223						
53	53	419/2	419/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1454		articStaccatoAbove							223						
53	53	1677/8	1677/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1455		articStaccatoAbove							223						
53	53	839/4	839/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1456		articStaccatoAbove							223						
53	53	1679/8	1679/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1457		articStaccatoAbove													
53	53	421/2	421/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0					f														
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1458		articTenutoBelow													
53	53	211	211	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1459									224						
53	53	845/4	845/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1460									224						
53	53	1691/8	1691/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1461									224						
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1462		articTenutoBelow													
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1463		articTenutoBelow													
53	53	208	208	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1464		articTenutoBelow							220						
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	1465		articTenutoBelow							220						
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	1466		articTenutoBelow							220						
53	53	209	209	0.25	1/4	1/4	Chord	4/4	2	2	1/16		1/16	1	1467		articTenutoBelow							220						
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	1468		articTenutoBelow							220						
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1469		articTenutoBelow													
54	54	212	212	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1470		articTenutoAbove													
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1471		articTenutoAbove													
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1472		articTenutoAbove													
54	54	213	213	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1473									225						
54	54	853/4	853/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1474									225						
54	54	1707/8	1707/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1475									225						
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1476									225						
54	54	855/4	855/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1477									225						
54	54	1711/8	1711/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1478									225						
54	54	214	214	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1479									225						
54	54	1713/8	1713/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1480									225						
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1481									225						
54	54	429/2	429/2	0.375	5/8	5/8	Chord	4/4	1	1	3/32		1/16	3/2	1482															
54	54	1719/8	1719/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1483									226						
54	54	215	215	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1484									226						
54	54	861/4	861/4	0.5	13/16	13/16	Chord	4/4	1	1	1/8		1/8	1	1485									226						
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1486															
54	54	212	212	0.125	0	0	Chord	4/4	1	2	1/32		1/32	1	1487		articStaccatoBelow							227						
54	54	1697/8	1697/8	0.125	1/32	1/32	Chord	4/4	1	2	1/32		1/32	1	1488		articStaccatoBelow							227						
54	54	849/4	849/4	0.125	1/16	1/16	Chord	4/4	1	2	1/32		1/32	1	1489		articStaccatoBelow							227						
54	54	1699/8	1699/8	0.125	3/32	3/32	Chord	4/4	1	2	1/32		1/32	1	1490		articStaccatoBelow							227						
54	54	425/2	425/2	0.125	1/8	1/8	Chord	4/4	1	2	1/32		1/32	1	1491		articStaccatoBelow							227						
54	54	1701/8	1701/8	0.125	5/32	5/32	Chord	4/4	1	2	1/32		1/32	1	1492		articStaccatoBelow							227						
54	54	851/4	851/4	0.125	3/16	3/16	Chord	4/4	1	2	1/32		1/32	1	1493		articStaccatoBelow							227						
54	54	1703/8	1703/8	0.125	7/32	7/32	Chord	4/4	1	2	1/32		1/32	1	1494		articStaccatoBelow													
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1495															
54	54	214	214	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1496															
54	54	215	215	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1497		articAccentBelow													
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1498		articAccentBelow													
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1499		articAccentBelow													
54	54	212	212	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1500									228						
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1501									228						
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1502															
54	54	213	213	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1503		articStaccatoAbove							229						
54	54	1705/8	1705/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1504		articStaccatoAbove							229						
54	54	853/4	853/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1505		articStaccatoAbove							229						
54	54	1707/8	1707/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1506		articStaccatoAbove							229						
54	54	427/2	427/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1507		articStaccatoAbove							229						
54	54	1709/8	1709/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1508		articStaccatoAbove							229						
54	54	855/4	855/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1509		articStaccatoAbove							229						
54	54	1711/8	1711/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1510		articStaccatoAbove													
54	54	214	214	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	1511		articStaccatoAbove							230						
54	54	1713/8	1713/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1512		articStaccatoAbove							230						
54	54	857/4	857/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1513		articStaccatoAbove							230						
54	54	1715/8	1715/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1514		articStaccatoAbove							230						
54	54	429/2	429/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1515		articStaccatoAbove							230						
54	54	1717/8	1717/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1516		articStaccatoAbove							230						
54	54	859/4	859/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1517		articStaccatoAbove							230						
54	54	1719/8	1719/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1518		articStaccatoAbove							230						
54	54	215	215	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1519		articStaccatoAbove							230						
54	54	1721/8	1721/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1520		articStaccatoAbove							230						
54	54	861/4	861/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1521		articStaccatoAbove							230						
54	54	1723/8	1723/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1522		articStaccatoAbove							230						
54	54	431/2	431/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1523		articStaccatoAbove							230						
54	54	1725/8	1725/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1524		articStaccatoAbove							230						
54	54	863/4	863/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1525		articStaccatoAbove							230						
54	54	1727/8	1727/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1526		articStaccatoAbove							230						
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1527		articTenutoBelow							231						
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1528		articTenutoBelow							231						
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16		1/16	1	1529		articTenutoBelow							231						
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	1530		articTenutoBelow							231						
54	54	215	215	0.25	3/4	3/4	Chord	4/4	2	2	1/16		1/16	1	1531		articTenutoBelow							231						
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16		1/16	1	1532		articTenutoBelow							231						
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1533		articTenutoBelow													
55	55	216	216	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>con moto"												
55	55	216	216	0.0	0	0	Dynamic	4/4	1	1	0					f														
55	55	216	216	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1534									232						
55	55	1729/8	1729/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1535									232						
55	55	865/4	865/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1536									232						
55	55	1731/8	1731/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1537															
55	55	433/2	433/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1538									233						
55	55	1733/8	1733/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1539									233						
55	55	867/4	867/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1540									233						
55	55	1735/8	1735/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1541															
55	55	435/2	435/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32		1/16	3/2	1542									234						
55	55	1743/8	1743/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1543															
55	55	218	218	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1544									235						
55	55	1745/8	1745/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1545									235						
55	55	873/4	873/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1546									235						
55	55	1747/8	1747/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1547															
55	55	437/2	437/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1548									236						
55	55	1749/8	1749/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1549									236						
55	55	875/4	875/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1550									236						
55	55	1751/8	1751/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1551															
55	55	439/2	439/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	1552									237						
55	55	1759/8	1759/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1553															
55	55	217	217	0.125	1/4	1/4	Chord	4/4	1	2	1/32		1/32	1	1554									238						
55	55	1737/8	1737/8	0.125	9/32	9/32	Chord	4/4	1	2	1/32		1/32	1	1555									238						
55	55	869/4	869/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	1556															
55	55	435/2	435/2	0.125	3/8	3/8	Chord	4/4	1	2	1/32		1/32	1	1557															
55	55	1741/8	1741/8	0.125	13/32	13/32	Chord	4/4	1	2	1/32		1/32	1	1558															
55	55	871/4	871/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	1559															
55	55	1743/8	1743/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	1560															
55	55	219	219	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	1561									239						
55	55	1753/8	1753/8	0.125	25/32	25/32	Chord	4/4	1	2	1/32		1/32	1	1562									239						
55	55	877/4	877/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	1563															
55	55	439/2	439/2	0.125	7/8	7/8	Chord	4/4	1	2	1/32		1/32	1	1564															
55	55	1757/8	1757/8	0.125	29/32	29/32	Chord	4/4	1	2	1/32		1/32	1	1565															
55	55	879/4	879/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32		1/32	1	1566															
55	55	1759/8	1759/8	0.125	31/32	31/32	Chord	4/4	1	2	1/32		1/32	1	1567															
55	55	216	216	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1568		articStaccatoAbove													
55	55	865/4	865/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																		15	
55	55	865/4	865/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1569									240					15	
55	55	1731/8	1731/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1570									240					15	
55	55	433/2	433/2	0.0	1/8	1/8	Spanner	4/4	2	1	0													240						
55	55	433/2	433/2	0.0	1/8	1/8	Spanner	4/4	2	1	0													240						25
55	55	433/2	433/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1571									240						25
55	55	1733/8	1733/8	0.0	5/32	5/32	StaffText	4/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>sempre cresc."						240						25
55	55	1733/8	1733/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1572									240						25
55	55	867/4	867/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1573									240						25
55	55	1735/8	1735/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1574									240						25
55	55	217	217	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1575									240						25
55	55	1737/8	1737/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1576									240						25
55	55	869/4	869/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1577									240						25
55	55	1739/8	1739/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1578									240						25
55	55	435/2	435/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1579									240						25
55	55	1741/8	1741/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1580									240						25
55	55	871/4	871/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1581									240						25
55	55	1743/8	1743/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1582															25
55	55	218	218	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
55	55	873/4	873/4	0.0	9/16	9/16	Spanner	4/4	2	1	0																		16	
55	55	873/4	873/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1583														16	
55	55	437/2	437/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1584														16	
55	55	1749/8	1749/8	0.0	21/32	21/32	Spanner	4/4	2	1	0																			
55	55	1749/8	1749/8	0.0	21/32	21/32	Spanner	4/4	2	1	0																			26
55	55	1759/8	1759/8	0.0	31/32	31/32	Spanner	4/4	2	1	0																			
55	55	865/4	865/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16		1/16	1	1585															
55	55	433/2	433/2	1.0	1/8	1/8	Chord	4/4	2	2	1/4		1/4	1	1586															
55	55	873/4	873/4	0.125	9/16	9/16	Chord	4/4	2	2	1/32		1/32	1	1587															
55	55	1747/8	1747/8	0.125	19/32	19/32	Chord	4/4	2	2	1/32		1/32	1	1588									241						
55	55	437/2	437/2	0.125	5/8	5/8	Chord	4/4	2	2	1/32		1/32	1	1589									241						
55	55	1749/8	1749/8	0.125	21/32	21/32	Chord	4/4	2	2	1/32		1/32	1	1590									241						
55	55	875/4	875/4	0.125	11/16	11/16	Chord	4/4	2	2	1/32		1/32	1	1591									241						
55	55	1751/8	1751/8	0.125	23/32	23/32	Chord	4/4	2	2	1/32		1/32	1	1592									241						
55	55	219	219	0.125	3/4	3/4	Chord	4/4	2	2	1/32		1/32	1	1593									241						
55	55	1753/8	1753/8	0.125	25/32	25/32	Chord	4/4	2	2	1/32		1/32	1	1594									241						
55	55	877/4	877/4	0.125	13/16	13/16	Chord	4/4	2	2	1/32		1/32	1	1595									241						
55	55	1755/8	1755/8	0.125	27/32	27/32	Chord	4/4	2	2	1/32		1/32	1	1596									241						
55	55	439/2	439/2	0.125	7/8	7/8	Chord	4/4	2	2	1/32		1/32	1	1597									241						
55	55	1757/8	1757/8	0.125	29/32	29/32	Chord	4/4	2	2	1/32		1/32	1	1598									241						
55	55	879/4	879/4	0.125	15/16	15/16	Chord	4/4	2	2	1/32		1/32	1	1599									241						
55	55	1759/8	1759/8	0.125	31/32	31/32	Chord	4/4	2	2	1/32		1/32	1	1600															
56	56	220	220	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1601		articStaccatoAbove							242						
56	56	1761/8	1761/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1602		articStaccatoAbove							242						
56	56	881/4	881/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1603		articStaccatoAbove							242						
56	56	1763/8	1763/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1604		articStaccatoAbove							242						
56	56	441/2	441/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1605		articStaccatoAbove							242						
56	56	1765/8	1765/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1606		articStaccatoAbove							242						
56	56	883/4	883/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1607		articStaccatoAbove							242						
56	56	1767/8	1767/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1608		articStaccatoAbove													
56	56	221	221	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1609		articStaccatoAbove							243						
56	56	1769/8	1769/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1610		articStaccatoAbove							243						
56	56	885/4	885/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1611		articStaccatoAbove							243						
56	56	1771/8	1771/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1612		articStaccatoAbove							243						
56	56	443/2	443/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1613		articStaccatoAbove							243						
56	56	1773/8	1773/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1614		articStaccatoAbove							243						
56	56	887/4	887/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1615		articStaccatoAbove							243						
56	56	1775/8	1775/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1616		articStaccatoAbove													
56	56	222	222	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1617		articStaccatoAbove							244						
56	56	1777/8	1777/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1618		articStaccatoAbove							244						
56	56	889/4	889/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1619		articStaccatoAbove							244						
56	56	1779/8	1779/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1620		articStaccatoAbove							244						
56	56	445/2	445/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1621		articStaccatoAbove							244						
56	56	1781/8	1781/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1622		articStaccatoAbove							244						
56	56	891/4	891/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1623		articStaccatoAbove							244						
56	56	1783/8	1783/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1624		articStaccatoAbove													
56	56	223	223	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1625		articStaccatoAbove							245						
56	56	1785/8	1785/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1626		articStaccatoAbove							245						
56	56	893/4	893/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1627		articStaccatoAbove							245						
56	56	1787/8	1787/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1628		articStaccatoAbove							245						
56	56	447/2	447/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1629		articStaccatoAbove							245						
56	56	1789/8	1789/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1630		articStaccatoAbove							245						
56	56	895/4	895/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1631		articStaccatoAbove							245						
56	56	1791/8	1791/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1632		articStaccatoAbove													
56	56	220	220	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	1633		articStaccatoAbove							246						
56	56	1761/8	1761/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1634		articStaccatoAbove							246						
56	56	881/4	881/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1635		articStaccatoAbove							246						
56	56	1763/8	1763/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1636		articStaccatoAbove							246						
56	56	441/2	441/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1637		articStaccatoAbove							246						
56	56	1765/8	1765/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1638		articStaccatoAbove							246						
56	56	883/4	883/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1639		articStaccatoAbove							246						
56	56	1767/8	1767/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1640		articStaccatoAbove													
56	56	221	221	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1641		articStaccatoAbove							247						
56	56	1769/8	1769/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1642		articStaccatoAbove							247						
56	56	885/4	885/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1643		articStaccatoAbove							247						
56	56	1771/8	1771/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1644		articStaccatoAbove							247						
56	56	443/2	443/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1645		articStaccatoAbove							247						
56	56	1773/8	1773/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1646		articStaccatoAbove							247						
56	56	887/4	887/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1647		articStaccatoAbove							247						
56	56	1775/8	1775/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1648		articStaccatoAbove													
56	56	889/4	889/4	0.0	9/16	9/16	Spanner	4/4	2	1	0																		17	
56	56	889/4	889/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1649									248					17	
56	56	1779/8	1779/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1650									248					17	
56	56	445/2	445/2	0.0	5/8	5/8	Spanner	4/4	2	1	0													248						
56	56	445/2	445/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1651									248						
56	56	1781/8	1781/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1652									248						
56	56	891/4	891/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1653									248						
56	56	1783/8	1783/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1654									248						
56	56	223	223	0.0	3/4	3/4	Spanner	4/4	2	1	0													248						27
56	56	223	223	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1655									248						27
56	56	1785/8	1785/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1656									248						27
56	56	893/4	893/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1657									248						27
