mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
15	15	479/8	479/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	453														
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1		1	1	454														
16	16	60	60	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	455														
16	16	60	60	0.0	0	0	Dynamic	4/4	2	1	0					p													
16	16	60	60	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	456									35					
16	16	361/6	361/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	457									35					
16	16	181/3	181/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	458									35					
16	16	121/2	121/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	459									35					
16	16	182/3	182/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	460									35					
16	16	365/6	365/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	461									35					
16	16	61	61	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	462									35					
16	16	367/6	367/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	463									35					
16	16	184/3	184/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	464									35					
16	16	123/2	123/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	465									35					
16	16	185/3	185/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	466									35					
16	16	371/6	371/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	467									35					
16	16	62	62	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	468									35					
16	16	373/6	373/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	469									35					
16	16	187/3	187/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	470									35					
16	16	125/2	125/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	471									35					
16	16	188/3	188/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	472									35					
16	16	377/6	377/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	473									35					
16	16	63	63	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	474									35					
16	16	379/6	379/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	475									35					
16	16	190/3	190/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	476									35					
16	16	127/2	127/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	477									35					
16	16	191/3	191/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	478									35					
16	16	383/6	383/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	479									35					
17	17	64	64	0.0	0	0	Dynamic	4/4	1	1	0					p													
17	17	64	64	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	480		articTenutoBelow							36					
17	17	131/2	131/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													36					6
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	481									36					6
17	17	66	66	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	482									36					6
17	17	66	66	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	483									36					6
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	484									36					6
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	485									36					6
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	486									36					6
17	17	135/2	135/2	0.0	7/8	7/8	Spanner	4/4	1	1	0													36					
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	487									36					
17	17	64	64	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	488									37					
17	17	385/6	385/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	489									37					
17	17	193/3	193/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	490									37					
17	17	129/2	129/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	491									37					
17	17	194/3	194/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	492									37					
17	17	389/6	389/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	493									37					
17	17	65	65	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	494									37					
17	17	391/6	391/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	495									37					
17	17	196/3	196/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	496									37					
17	17	131/2	131/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	497									37					
17	17	197/3	197/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	498									37					
17	17	395/6	395/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	499									37					
17	17	66	66	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	500									37					
17	17	397/6	397/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	501									37					
17	17	199/3	199/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	502									37					
17	17	133/2	133/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	503									37					
17	17	200/3	200/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	504									37					
17	17	401/6	401/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	505									37					
17	17	67	67	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	506									37					
17	17	403/6	403/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	507									37					
17	17	202/3	202/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	508									37					
17	17	135/2	135/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	509									37					
17	17	203/3	203/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	510									37					
17	17	407/6	407/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	511														
17	17	64	64	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	512		articTenutoBelow												
18	18	68	68	0.0	0	0	Spanner	4/4	1	1	0													36				7	
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	513									36				7	
18	18	137/2	137/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	514														
18	18	277/4	277/4	0.0	5/16	5/16	Spanner	4/4	1	1	0																		7
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	515									38					7
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	516									38					7
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	517									38					7
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	518									38					7
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	519									38					7
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	520									38					7
18	18	143/2	143/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	521														
18	18	68	68	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	522									39					
18	18	409/6	409/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	523									39					
18	18	205/3	205/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	524									39					
18	18	137/2	137/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	525									39					
18	18	206/3	206/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	526									39					
18	18	413/6	413/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	527									39					
18	18	69	69	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	528									39					
18	18	415/6	415/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	529									39					
18	18	208/3	208/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	530									39					
18	18	139/2	139/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	531									39					
18	18	209/3	209/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	532									39					
18	18	419/6	419/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	533														
18	18	70	70	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	534									40					
18	18	421/6	421/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	535									40					
18	18	211/3	211/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	536									40					
18	18	141/2	141/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	537									40					
18	18	212/3	212/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	538									40					
18	18	425/6	425/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	539									40					
18	18	71	71	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	540									40					
18	18	427/6	427/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	541									40					
18	18	214/3	214/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	542									40					
18	18	143/2	143/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	543									40					
18	18	215/3	215/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	544									40					
18	18	431/6	431/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	545														
19	19	72	72	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>cantando"											
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	546									41					
19	19	145/2	145/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	547									41					
19	19	147/2	147/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													41					8
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	548									41					8
19	19	74	74	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	549									41					8
19	19	74	74	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	550									41					8
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	551									41					8
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	552									41					8
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	553									41					8
19	19	303/4	303/4	0.0	15/16	15/16	Spanner	4/4	1	1	0													41					
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	554									41					
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	555		articTenutoAbove							42					
19	19	73	73	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	556									42					
19	19	439/6	439/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	557									42					
19	19	220/3	220/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	558									42					
19	19	147/2	147/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	559									42					
19	19	221/3	221/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	560									42					
19	19	443/6	443/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	561									42					
19	19	74	74	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	562									42					
19	19	445/6	445/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	563									42					
19	19	223/3	223/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	564									42					
19	19	149/2	149/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	565									42					
19	19	224/3	224/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	566									42					
19	19	449/6	449/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	567									42					
19	19	75	75	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	568									42					
19	19	451/6	451/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	569									42					
19	19	226/3	226/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	570									42					
19	19	151/2	151/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	571									42					
19	19	227/3	227/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	572									42					
19	19	455/6	455/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	573									42					
19	19	72	72	0.16666666666666666	0	0	Chord	4/4	2	2	1/24		1/16	2/3	574														
19	19	433/6	433/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	2	1/24		1/16	2/3	575														
19	19	217/3	217/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	2	1/24		1/16	2/3	576														
19	19	145/2	145/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	2	1/24		1/16	2/3	577														
19	19	218/3	218/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	2	1/24		1/16	2/3	578														
19	19	437/6	437/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	2	1/24		1/16	2/3	579														
20	20	76	76	0.0	0	0	Spanner	4/4	1	1	0													41					
20	20	76	76	0.0	0	0	Spanner	4/4	1	1	0													41					
20	20	76	76	0.0	0	0	Spanner	4/4	1	1	0													41				8	
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	580									41				8	
20	20	153/2	153/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>crescendo"											
20	20	153/2	153/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																		
20	20	153/2	153/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	581														
20	20	155/2	155/2	0.0	3/8	3/8	Spanner	4/4	1	1	0																	9	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	582									43				9	
20	20	78	78	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	583														
20	20	79	79	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f													
20	20	79	79	0.0	3/4	3/4	Spanner	4/4	1	1	0																	10	
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	584									44				10	
20	20	159/2	159/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	585														
20	20	76	76	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	586									42					
20	20	457/6	457/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	587									42					
20	20	229/3	229/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	588									42					
20	20	153/2	153/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	589									42					
20	20	230/3	230/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	590									42					
20	20	461/6	461/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	591									42					
20	20	77	77	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	592									42					
20	20	463/6	463/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	593									42					
20	20	232/3	232/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	594									42					
20	20	155/2	155/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	595									42					
20	20	233/3	233/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	596									42					
20	20	467/6	467/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	597									42					
20	20	78	78	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	598									42					
20	20	469/6	469/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	599									42					
20	20	235/3	235/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	600									42					
20	20	157/2	157/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	601									42					
20	20	236/3	236/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	602									42					
20	20	473/6	473/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	603									42					
20	20	79	79	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	604									42					
20	20	475/6	475/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	605									42					
20	20	238/3	238/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	606									42					
20	20	159/2	159/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	607									42					
20	20	239/3	239/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	608									42					
20	20	479/6	479/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	609														
21	21	161/2	161/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					mp													
21	21	161/2	161/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	610									45					
21	21	163/2	163/2	0.0	3/8	3/8	Spanner	4/4	1	1	0													45					9
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	611									45					9
21	21	82	82	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	612									45					9
21	21	82	82	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	613									45					9
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	614									45					9
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	615									45					9
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	616														9
21	21	167/2	167/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	617									46					
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0					p													
21	21	80	80	0.0	0	0	StaffText	4/4	2	1	0							subito											
21	21	80	80	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	618														
21	21	481/6	481/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	619														
21	21	241/3	241/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	620														
21	21	161/2	161/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	621														
21	21	242/3	242/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	622														
21	21	485/6	485/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	623														
21	21	81	81	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	624														
21	21	487/6	487/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	625														
21	21	244/3	244/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	626														
21	21	163/2	163/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	627														
21	21	245/3	245/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	628														
21	21	491/6	491/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	629														
21	21	82	82	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	630														
21	21	493/6	493/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	631														
21	21	247/3	247/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	632														
21	21	165/2	165/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	633														
21	21	248/3	248/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	634														
21	21	497/6	497/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	635														
21	21	83	83	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	636														
21	21	499/6	499/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	637														
21	21	250/3	250/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	638														
21	21	167/2	167/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	639														
21	21	251/3	251/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	640														
21	21	503/6	503/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	641														
21	21	80	80	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	642		articTenutoBelow												
22	22	84	84	0.0	0	0	Spanner	4/4	1	1	0													46					10
22	22	84	84	0.0	0	0	Spanner	4/4	1	1	0													46				11	10
22	22	84	84	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	643									46				11	10
22	22	337/4	337/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																		10
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	644														10
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	645									47					10
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	1	1	0													47				12	10
22	22	85	85	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	646									47				12	10
22	22	341/4	341/4	0.0	5/16	5/16	Spanner	4/4	1	1	0																		10
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	647														10
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	648									48					10
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	1	1	0													48				13	10
22	22	86	86	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	649									48				13	10
22	22	345/4	345/4	0.0	9/16	9/16	Spanner	4/4	1	1	0																		10
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	650														10
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	651									49					10
22	22	87	87	0.0	3/4	3/4	Spanner	4/4	1	1	0													49				14	10
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	652									49				14	10
22	22	349/4	349/4	0.0	13/16	13/16	Spanner	4/4	1	1	0																		10
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	653														10
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	654									50					10
22	22	84	84	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	655									51					
22	22	505/6	505/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	656									51					
22	22	253/3	253/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	657									51					
22	22	169/2	169/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	658									51					
22	22	254/3	254/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	659									51					
22	22	509/6	509/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	660									51					
22	22	85	85	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	661									51					
22	22	511/6	511/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	662									51					
22	22	256/3	256/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	663									51					
22	22	171/2	171/2	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	664									51					
22	22	257/3	257/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	665									51					
22	22	515/6	515/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	666														
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	2	1	0																		11
22	22	86	86	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	667									52					11
22	22	517/6	517/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	668									52					11
22	22	259/3	259/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	669									52					11
22	22	173/2	173/2	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	670									52					11
22	22	260/3	260/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	671									52					11
22	22	521/6	521/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	672									52					11
22	22	87	87	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	673									52					11
22	22	523/6	523/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	674									52					11
22	22	262/3	262/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	675									52					11
22	22	175/2	175/2	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	676									52					11
