mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1182		articStaccatoBelow													
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1183		articStaccatoBelow													
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1184		articStaccatoBelow													
94	94	186	186	0.0	0	0	Dynamic	2/4	2	1	0					sf														
94	94	186	186	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1185															
94	94	186	186	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1186		articStaccatoBelow													
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1187		articStaccatoBelow													
94	94	187	187	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1188		articStaccatoBelow													
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1189		articStaccatoBelow													
95	95	188	188	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1190									88						
95	95	1129/6	1129/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1191									88						
95	95	565/3	565/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1192									88						
95	95	377/2	377/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1193									88						
95	95	566/3	566/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1194									88						
95	95	1133/6	1133/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1195									88						
95	95	189	189	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1196									88						
95	95	1135/6	1135/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1197									88						
95	95	568/3	568/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1198									88						
95	95	379/2	379/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1199															
95	95	569/3	569/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1200									89						
95	95	1139/6	1139/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1201									89						
95	95	569/3	569/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	2	1/12		1/8	2/3	1202															
95	95	188	188	0.0	0	0	Chord	2/4	2	1	0	acciaccatura	1/8	1	1203															
95	95	188	188	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1204		articAccentStaccatoBelow													
95	95	377/2	377/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1205		articStaccatoBelow													
95	95	189	189	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1206		articAccentStaccatoBelow													
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1207		articStaccatoBelow													
96	96	190	190	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>sempre accelerando"						89						
96	96	190	190	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1208									89						
96	96	1141/6	1141/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1209									89						
96	96	571/3	571/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1210									89						
96	96	381/2	381/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1211									89						
96	96	572/3	572/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1212									89						
96	96	1145/6	1145/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1213									89						
96	96	191	191	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1214									89						
96	96	1147/6	1147/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1215									89						
96	96	574/3	574/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1216									89						
96	96	383/2	383/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1217									89						
96	96	575/3	575/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1218									89						
96	96	1151/6	1151/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1219									89						
96	96	190	190	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1220															
96	96	190	190	0.0	0	0	Dynamic	2/4	2	1	0					f														
96	96	571/3	571/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1221		articStaccatoBelow													
96	96	572/3	572/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1222		articStaccatoBelow													
96	96	191	191	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1223		articStaccatoAbove													
96	96	574/3	574/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1224		articStaccatoAbove													
96	96	575/3	575/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1225		articStaccatoAbove													
96	96	190	190	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1226															
97	97	192	192	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1227									89						
97	97	1153/6	1153/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1228									89						
97	97	577/3	577/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1229									89						
97	97	385/2	385/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1230									89						
97	97	578/3	578/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1231									89						
97	97	1157/6	1157/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1232									89						
97	97	193	193	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1233									89						
97	97	1159/6	1159/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1234									89						
97	97	580/3	580/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1235									89						
97	97	387/2	387/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1236															
97	97	581/3	581/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1237									90						
97	97	1163/6	1163/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1238									90						
97	97	192	192	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1239		articStaccatoAbove													
97	97	577/3	577/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1240		articStaccatoAbove													
97	97	578/3	578/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1241		articStaccatoAbove													
97	97	193	193	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1242		articStaccatoAbove													
97	97	580/3	580/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1243		articStaccatoAbove													
97	97	581/3	581/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1244		articStaccatoAbove													
97	97	192	192	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1245															
97	97	193	193	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1246		articAccentBelow													
98	98	194	194	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1247									90						
98	98	1165/6	1165/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1248									90						
98	98	583/3	583/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1249									90						
98	98	389/2	389/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1250									90						
98	98	584/3	584/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1251									90						
98	98	1169/6	1169/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1252									90						
98	98	195	195	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1253									90						
98	98	1171/6	1171/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1254									90						
98	98	586/3	586/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1255									90						
98	98	391/2	391/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1256									90						
98	98	587/3	587/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1257									90						
98	98	1175/6	1175/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1258									90						
98	98	194	194	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1259		articStaccatoAbove													
98	98	583/3	583/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1260		articStaccatoAbove													
98	98	584/3	584/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1261		articStaccatoAbove													
98	98	195	195	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1262		articStaccatoAbove													
98	98	586/3	586/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1263		articStaccatoAbove													
98	98	587/3	587/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1264		articStaccatoAbove													
98	98	194	194	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1265		articAccentBelow													
99	99	196	196	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1266									90						
99	99	1177/6	1177/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1267									90						
99	99	589/3	589/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1268									90						
99	99	393/2	393/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1269									90						
99	99	590/3	590/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1270									90						
99	99	1181/6	1181/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1271									90						
99	99	197	197	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1272									90						
99	99	1183/6	1183/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1273									90						
99	99	592/3	592/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1274									90						
99	99	395/2	395/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1275															
99	99	593/3	593/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1276									91						
99	99	1187/6	1187/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1277									91						
99	99	196	196	0.3333333333333333	0	0	Chord	2/4	2	1	1/12		1/8	2/3	1278		articStaccatoAbove													
99	99	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	1279		articStaccatoAbove													
99	99	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	1280		articStaccatoAbove													
99	99	197	197	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	1281		articStaccatoAbove													
99	99	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	1282		articStaccatoAbove													
99	99	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	1283		articStaccatoAbove													
99	99	196	196	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1284															
99	99	197	197	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1285		articAccentBelow													
100	100	198	198	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1286									91						
100	100	1189/6	1189/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1287									91						
100	100	595/3	595/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1288									91						
100	100	397/2	397/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1289									91						
100	100	596/3	596/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1290									91						
100	100	1193/6	1193/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1291									91						
100	100	199	199	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1292									91						
100	100	1195/6	1195/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1293									91						
100	100	598/3	598/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1294									91						
100	100	399/2	399/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1295									91						
100	100	599/3	599/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1296									91						
100	100	1199/6	1199/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1297									91						
100	100	198	198	0.0	0	0	Spanner	2/4	2	1	0														28					
100	100	198	198	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1298									92	28					
100	100	399/2	399/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																			
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1299		articAccentStaccatoAbove													
100	100	198	198	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1300									93						
100	100	1189/6	1189/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1301									93						
100	100	595/3	595/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1302									93						
100	100	397/2	397/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1303									93						
100	100	596/3	596/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1304									93						
100	100	1193/6	1193/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1305									93						
100	100	199	199	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1306									93						
100	100	1195/6	1195/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1307									93						
100	100	598/3	598/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1308									93						
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1309															
101	101	200	200	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1310									91						
101	101	1201/6	1201/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1311									91						
101	101	601/3	601/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1312									91						
101	101	401/2	401/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1313									91						
101	101	602/3	602/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1314									91						
101	101	1205/6	1205/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1315									91						
101	101	201	201	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1316									91						
101	101	1207/6	1207/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1317									91						
101	101	604/3	604/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1318									91						
101	101	403/2	403/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1319															
101	101	605/3	605/3	0.0	5/12	5/12	Spanner	2/4	1	1	0																1			
101	101	605/3	605/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1320									94			1			
101	101	1211/6	1211/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1321									94			1			
101	101	200	200	0.0	0	0	Spanner	2/4	2	1	0														29					
101	101	200	200	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1322									95	29					
101	101	403/2	403/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																			
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1323		articAccentStaccatoAbove													
101	101	200	200	0.16666666666666666	0	0	Chord	2/4	2	2	1/24		1/16	2/3	1324									96						
101	101	1201/6	1201/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	2	1/24		1/16	2/3	1325									96						
101	101	601/3	601/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	2	1/24		1/16	2/3	1326									96						
101	101	401/2	401/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	2	1/24		1/16	2/3	1327									96						
101	101	602/3	602/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	2	1/24		1/16	2/3	1328									96						
101	101	1205/6	1205/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	2	1/24		1/16	2/3	1329									96						
101	101	201	201	0.16666666666666666	1/4	1/4	Chord	2/4	2	2	1/24		1/16	2/3	1330									96						
101	101	1207/6	1207/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	2	1/24		1/16	2/3	1331									96						
101	101	604/3	604/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	2	1/24		1/16	2/3	1332									96						
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1333															
102	102	202	202	0.0	0	0	Dynamic	2/4	1	1	0					ff								94			1			
102	102	202	202	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1334									94			1			
102	102	1213/6	1213/6	0.0	1/24	1/24	StaffText	2/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>veloce"						94			1			
102	102	1213/6	1213/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1335									94			1			
102	102	607/3	607/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1336									94			1			
102	102	405/2	405/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1337									94			1			
102	102	608/3	608/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1338									94			1			
102	102	1217/6	1217/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1339									94			1			
102	102	203	203	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1340									94			1			
102	102	1219/6	1219/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1341									94			1			
102	102	610/3	610/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1342									94			1			
102	102	407/2	407/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1343									94			1			
102	102	611/3	611/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1344									94			1			
102	102	1223/6	1223/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1345									94			1			
102	102	202	202	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>tenuto"												
102	102	202	202	0.0	0	0	Spanner	2/4	2	1	0																			6
102	102	202	202	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1346		articAccentBelow													6
103	103	204	204	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1347									94			1			
103	103	1225/6	1225/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1348									94			1			
103	103	613/3	613/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1349									94			1			
103	103	409/2	409/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1350									94			1			
103	103	614/3	614/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1351									94			1			
103	103	1229/6	1229/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1352									94			1			
103	103	205	205	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1353									94			1			
103	103	1231/6	1231/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1354									94			1			
103	103	616/3	616/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1355									94			1			
103	103	411/2	411/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1356									94			1			
103	103	617/3	617/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1357									94			1			
103	103	1235/6	1235/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1358									94			1			
103	103	204	204	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1359															6
104	104	206	206	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1360									94			1			
104	104	1237/6	1237/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1361									94			1			
104	104	619/3	619/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1362									94			1			
104	104	413/2	413/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1363									94			1			
104	104	620/3	620/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1364									94			1			
104	104	1241/6	1241/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1365									94			1			
104	104	207	207	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1366									94			1			
104	104	1243/6	1243/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1367									94			1			
104	104	622/3	622/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1368									94			1			
104	104	415/2	415/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1369									94			1			
104	104	623/3	623/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1370									94			1			
104	104	1247/6	1247/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1371									94			1			
104	104	206	206	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1372															6
105	105	208	208	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1373									94			1			
105	105	1249/6	1249/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1374												1			
105	105	626/3	626/3	0.0	1/6	1/6	Spanner	2/4	1	1	0																			
105	105	208	208	0.0	0	0	Spanner	2/4	2	1	0																			6
105	105	208	208	0.0	0	0	Spanner	2/4	2	1	0																			6
105	105	208	208	0.0	0	0	Spanner	2/4	2	1	0															17				6
105	105	208	208	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1375											17				6
105	105	208	208	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1376											17				
106	106	210	210	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>sostenuto"												
106	106	210	210	0.0	0	0	Dynamic	2/4	2	1	0					p														
106	106	210	210	0.0	0	0	Spanner	2/4	2	1	0																			
106	106	210	210	0.0	0	0	Spanner	2/4	2	1	0																			
106	106	210	210	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1377															
106	106	210	210	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1378															
107	107	212	212	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>con pedale"												
107	107	212	212	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1379		articStaccatoAbove							97						
107	107	849/4	849/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1380		articStaccatoAbove							97						
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1381		articStaccatoAbove													
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1382		articStaccatoAbove							98						
107	107	213	213	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1383		articStaccatoAbove													
107	107	853/4	853/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1384		articStaccatoAbove							99						
107	107	427/2	427/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1385		articStaccatoAbove													
107	107	855/4	855/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1386		articStaccatoAbove							100						
107	107	212	212	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1387															
108	108	214	214	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1388		articStaccatoAbove													
108	108	857/4	857/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1389		articStaccatoAbove							101						
108	108	429/2	429/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1390		articStaccatoAbove													
108	108	859/4	859/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1391		articStaccatoAbove							102						
108	108	215	215	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1392		articStaccatoAbove													
108	108	861/4	861/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																	10	10	
108	108	861/4	861/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1393		articStaccatoAbove							103				10	10	
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1394		articStaccatoAbove											10	10	
