mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
65	65	256	256	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	996														
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	997									241					
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	998									241					
65	65	257	257	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	999														
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1000									242					
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1001									242					
65	65	258	258	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f													
65	65	258	258	0.0	1/2	1/2	StaffText	4/4	2	1	0							tenuto											
65	65	258	258	0.0	1/2	1/2	Spanner	4/4	2	1	0																4	4	
65	65	258	258	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1002									243			4	4	
65	65	1035/4	1035/4	0.03571428571428571	11/16	11/16	Chord	4/4	2	1	1/112		1/64	4/7	1003									243			4	4	
65	65	3623/14	3623/14	0.03571428571428571	39/56	39/56	Chord	4/4	2	1	1/112		1/64	4/7	1004									243			4	4	
65	65	7247/28	7247/28	0.03571428571428571	79/112	79/112	Chord	4/4	2	1	1/112		1/64	4/7	1005									243			4	4	
65	65	1812/7	1812/7	0.0	5/7	5/7	Spanner	4/4	2	1	0													243			4	4	2
65	65	1812/7	1812/7	0.03571428571428571	5/7	5/7	Chord	4/4	2	1	1/112		1/64	4/7	1006									243			4	4	2
65	65	7249/28	7249/28	0.03571428571428571	81/112	81/112	Chord	4/4	2	1	1/112		1/64	4/7	1007									243			4	4	2
65	65	3625/14	3625/14	0.03571428571428571	41/56	41/56	Chord	4/4	2	1	1/112		1/64	4/7	1008									243			4	4	2
65	65	7251/28	7251/28	0.03571428571428571	83/112	83/112	Chord	4/4	2	1	1/112		1/64	4/7	1009									243			4	4	2
65	65	259	259	0.0	3/4	3/4	StaffText	4/4	2	1	0							m.s.									4	4	2
65	65	259	259	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1010												4	4	2
65	65	519/2	519/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																		
65	65	519/2	519/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																		
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1011														
66	66	260	260	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>Pieghevole, danzando"											
66	66	260	260	0.0	0	0	Spanner	4/4	1	1	0																		
66	66	260	260	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1012									244					
66	66	1043/4	1043/4	0.0	3/16	3/16	Dynamic	4/4	1	1	0					p								244					
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1013									244					
66	66	261	261	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1014									244					
66	66	261	261	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1015									244					
66	66	261	261	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1016									244					
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1017														
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1018									245					
66	66	263	263	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1019									245					
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1020									245					
66	66	260	260	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dolce"											
66	66	260	260	0.0	0	0	Spanner	4/4	2	1	0															20			
66	66	260	260	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1021											20			
66	66	1043/4	1043/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1022									246		20			
66	66	2087/8	2087/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1023									246		20			
66	66	261	261	0.0	1/4	1/4	Spanner	4/4	2	1	0																		
66	66	261	261	0.0	1/4	1/4	Spanner	4/4	2	1	0															21			
66	66	261	261	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1024											21			
66	66	1047/4	1047/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1025									247		21			
66	66	2095/8	2095/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1026									247		21			
66	66	262	262	0.0	1/2	1/2	Spanner	4/4	2	1	0																		
66	66	262	262	0.0	1/2	1/2	Spanner	4/4	2	1	0															22			
66	66	262	262	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1027											22			
66	66	1051/4	1051/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1028									248		22			
66	66	2103/8	2103/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1029									248		22			
66	66	263	263	0.0	3/4	3/4	Spanner	4/4	2	1	0																		
66	66	263	263	0.0	3/4	3/4	Spanner	4/4	2	1	0															23			
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1030											23			
66	66	1055/4	1055/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1031									249		23			
66	66	2111/8	2111/8	0.0	31/32	31/32	Spanner	4/4	2	1	0													249					
66	66	2111/8	2111/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1032									249					
67	67	264	264	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1033									245					
67	67	1059/4	1059/4	0.5	3/16	3/16	Chord	4/4	1	1	1/8		1/8	1	1034									245					
67	67	1061/4	1061/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	1035									245					
67	67	266	266	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1036									245					
67	67	1065/4	1065/4	0.0	9/16	9/16	Chord	4/4	1	1	0	grace16	1/16	1	1037									245					
67	67	1065/4	1065/4	0.0	9/16	9/16	Chord	4/4	1	1	0	grace16	1/16	1	1038									245					
67	67	1065/4	1065/4	0.75	9/16	9/16	Chord	4/4	1	1	3/16		1/8	3/2	1039									245					
67	67	267	267	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1040														
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1041									250					
67	67	264	264	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1042														
67	67	1059/4	1059/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1043									251					
67	67	2119/8	2119/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1044									251					
67	67	265	265	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1045														
67	67	1063/4	1063/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1046									252					
67	67	2127/8	2127/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1047									252					
67	67	266	266	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1048														
67	67	1067/4	1067/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1049									253					
67	67	2135/8	2135/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1050									253					
67	67	267	267	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1051														
67	67	1071/4	1071/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1052									254					
67	67	2143/8	2143/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1053									254					
68	68	268	268	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1054									250					
68	68	1075/4	1075/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1055									250					
68	68	2151/8	2151/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1056									250					
68	68	269	269	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1057									250					
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1058									250					
68	68	270	270	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1059									250					
68	68	271	271	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1060														
68	68	1087/4	1087/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1061									255					
68	68	268	268	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1062														
68	68	1075/4	1075/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1063									256					
68	68	2151/8	2151/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1064									256					
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1065														
68	68	1079/4	1079/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1066									257					
68	68	2159/8	2159/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1067									257					
68	68	270	270	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1068														
68	68	1083/4	1083/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1069									258					
68	68	2167/8	2167/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1070									258					
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1071														
68	68	1087/4	1087/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1072									259					
68	68	2175/8	2175/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1073									259					
69	69	272	272	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1074														
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1075									260					
69	69	273	273	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1076														
69	69	1095/4	1095/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1077									261					
69	69	2191/8	2191/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1078									261					
69	69	274	274	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1079														
69	69	1099/4	1099/4	0.08333333333333333	11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	1080									262					
69	69	1649/6	1649/6	0.08333333333333333	17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	1081									262					
69	69	3299/12	3299/12	0.08333333333333333	35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	1082									262					
69	69	275	275	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1083														
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1084									263					
69	69	272	272	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1085														
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	1086														
69	69	273	273	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	1087														
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1088									264					
69	69	274	274	0.75	1/2	1/2	Chord	4/4	1	2	3/16		1/8	3/2	1089														
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1090									265					
69	69	275	275	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	1091														
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1092									266					
69	69	272	272	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>poco a poco più mosso ecrescendo"											
69	69	272	272	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1093														
69	69	1091/4	1091/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1094									267					
69	69	2183/8	2183/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1095									267					
69	69	273	273	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1096														
69	69	1095/4	1095/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1097									268					
69	69	2191/8	2191/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1098									268					
69	69	274	274	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1099														
69	69	1099/4	1099/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1100									269					
69	69	2199/8	2199/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1101									269					
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1102														
69	69	1103/4	1103/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1103									270					
69	69	2207/8	2207/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1104									270					
70	70	276	276	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1105														
70	70	1107/4	1107/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1106									271					
70	70	2215/8	2215/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1107									271					
70	70	277	277	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1108														
70	70	1111/4	1111/4	0.08333333333333333	7/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	1109									272					
70	70	1667/6	1667/6	0.08333333333333333	11/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	1110									272					
70	70	3335/12	3335/12	0.08333333333333333	23/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	1111									272					
70	70	278	278	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1112														
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1113									273					
70	70	279	279	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1114														
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1115									274					
70	70	276	276	0.75	0	0	Chord	4/4	1	2	3/16		1/8	3/2	1116														
70	70	1107/4	1107/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	1117														
70	70	277	277	0.75	1/4	1/4	Chord	4/4	1	2	3/16		1/8	3/2	1118														
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	1119									275					
70	70	278	278	0.75	1/2	1/2	Chord	4/4	1	2	3/16		1/8	3/2	1120														
70	70	1115/4	1115/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	1121														
70	70	279	279	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	1122														
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1123														
70	70	276	276	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1124														
70	70	1107/4	1107/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1125									276					
70	70	2215/8	2215/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1126									276					
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1127														
70	70	1111/4	1111/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1128									277					
70	70	2223/8	2223/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1129									277					
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1130														
70	70	1115/4	1115/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1131									278					
70	70	2231/8	2231/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1132									278					
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1133														
70	70	1119/4	1119/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1134									279					
70	70	2239/8	2239/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1135									279					
71	71	280	280	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>Con moto"											
71	71	280	280	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1136														
71	71	842/3	842/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1137														
71	71	281	281	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1138														
71	71	845/3	845/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	1139									280					
71	71	1691/6	1691/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1140									280					
71	71	282	282	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1141														
71	71	848/3	848/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	1142									281					
71	71	1697/6	1697/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	1143									281					
71	71	283	283	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1144														
71	71	851/3	851/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1145									282					
71	71	1703/6	1703/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1146									282					
71	71	845/3	845/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1147														
71	71	848/3	848/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	1148														
71	71	851/3	851/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1149														
71	71	280	280	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1150														
71	71	842/3	842/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	1151									283					
71	71	1685/6	1685/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	1152									283					
71	71	281	281	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1153														
71	71	845/3	845/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1154									284					
71	71	1691/6	1691/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1155									284					
71	71	282	282	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1156														
71	71	848/3	848/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	1157									285					
71	71	1697/6	1697/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	1158									285					
71	71	283	283	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1159														
71	71	851/3	851/3	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1160									286					
71	71	1703/6	1703/6	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1161									286					
72	72	284	284	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1162														
72	72	854/3	854/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	1163									287					
72	72	1709/6	1709/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	1164									287					
72	72	285	285	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1165														
72	72	857/3	857/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	1166									288					
72	72	1715/6	1715/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1167									288					
72	72	286	286	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1168														
72	72	860/3	860/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	1169									289					
72	72	1721/6	1721/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	1170									289					
72	72	287	287	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1171														
72	72	863/3	863/3	0.0	11/12	11/12	Dynamic	4/4	1	1	0					f													
72	72	863/3	863/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1172									290					
72	72	284	284	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	1173														
72	72	854/3	854/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	1174														
72	72	285	285	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1175														
72	72	284	284	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1176														
72	72	854/3	854/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	1177									291					
72	72	1709/6	1709/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	1178									291					
72	72	285	285	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1179														
72	72	857/3	857/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1180									292					
72	72	1715/6	1715/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1181									292					
72	72	286	286	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1182														
72	72	860/3	860/3	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	1183									293					
72	72	1721/6	1721/6	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	1184									293					
72	72	287	287	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1185														
72	72	863/3	863/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1186									294					
73	73	288	288	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1187														
73	73	869/3	869/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1188									295					
73	73	290	290	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1189														
73	73	875/3	875/3	0.1111111111111111	11/12	11/12	Chord	4/4	1	1	1/36		1/16	4/9	1190									296					
73	73	2626/9	2626/9	0.1111111111111111	17/18	17/18	Chord	4/4	1	1	1/36		1/16	4/9	1191									296					
73	73	2627/9	2627/9	0.1111111111111111	35/36	35/36	Chord	4/4	1	1	1/36		1/16	4/9	1192									296					
73	73	875/3	875/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	1193														
73	73	288	288	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1194														
73	73	866/3	866/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1195									297					
73	73	289	289	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1196														
73	73	869/3	869/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1197									298					
73	73	290	290	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1198														
73	73	872/3	872/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1199									299					
73	73	291	291	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1200														
73	73	875/3	875/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1201									300					
74	74	292	292	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1202														
74	74	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1203														
74	74	293	293	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1204														
74	74	887/3	887/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1205														
74	74	292	292	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1206														
74	74	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1207									301					
74	74	293	293	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1208														
74	74	881/3	881/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	1209									302					
74	74	1763/6	1763/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	1210									302					
74	74	294	294	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1211														
74	74	884/3	884/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1212									303					
74	74	295	295	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1213														
74	74	887/3	887/3	0.0	11/12	11/12	Dynamic	4/4	2	1	0					f													
74	74	887/3	887/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1214														
75	75	296	296	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1215														
75	75	890/3	890/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1216														
75	75	297	297	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1217														
75	75	893/3	893/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	1218									304					
75	75	1787/6	1787/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	1219									304					
75	75	298	298	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1220														
75	75	896/3	896/3	0.1111111111111111	2/3	2/3	Chord	4/4	1	1	1/36		1/16	4/9	1221									305					
75	75	2689/9	2689/9	0.1111111111111111	25/36	25/36	Chord	4/4	1	1	1/36		1/16	4/9	1222									305					
75	75	2690/9	2690/9	0.1111111111111111	13/18	13/18	Chord	4/4	1	1	1/36		1/16	4/9	1223									305					
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1224														
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1225									306					
75	75	296	296	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>agitato"											
75	75	296	296	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1226														
75	75	297	297	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1227														
75	75	896/3	896/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1228									307					
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1229														
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1230									308					
76	76	300	300	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1231														
