mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill
46	45	353/2	353/2	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	937												1			
46	45	353/2	353/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	938												1			
46	45	1063/6	1063/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	939												1			
46	45	355/2	355/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	940												1			
46	45	1067/6	1067/6	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6		1/4	2/3	941												1			
46	45	357/2	357/2	0.0	1/2	1/2	Spanner	4/4	1	1	0																			
46	45	357/2	357/2	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	942															
46	45	1075/6	1075/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	943															
46	45	359/2	359/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	944															
46	45	1079/6	1079/6	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	945															
46	45	353/2	353/2	0.0	0	0	Dynamic	4/4	2	1	0					p														
46	45	353/2	353/2	0.0	0	0	Spanner	4/4	2	1	0																	1	1	
46	45	353/2	353/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	946													1	1	
46	45	1061/6	1061/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	947													1	1	
46	45	1063/6	1063/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	948													1	1	
46	45	355/2	355/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	949													1	1	
46	45	1067/6	1067/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	950													1	1	
46	45	1069/6	1069/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	951													1	1	
46	45	357/2	357/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	952													1	1	
46	45	1073/6	1073/6	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6		1/4	2/3	953													1	1	
46	45	359/2	359/2	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	954													1	1	
46	45	1081/6	1081/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	955													1	1	
47	46	361/2	361/2	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	956															
47	46	1087/6	1087/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	957															
47	46	363/2	363/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	958															
47	46	1091/6	1091/6	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6		1/4	2/3	959															
47	46	365/2	365/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0					pp														
47	46	365/2	365/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	960									136						
47	46	361/2	361/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	961													1	1	
47	46	1085/6	1085/6	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6		1/4	2/3	962													1	1	
47	46	363/2	363/2	0.6666666666666666	1/4	1/4	Chord	4/4	2	1	1/6		1/4	2/3	963													1	1	
47	46	1093/6	1093/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	964													1	1	
47	46	365/2	365/2	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	965									137				1	1	
48	47	369/2	369/2	0.0	0	0	Spanner	4/4	2	1	0																			
48	47	369/2	369/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	966															
