mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
74	74	147	147	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	976		articTenutoBelow														
74	74	146	146	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	977										151	0					
74	74	293/2	293/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	978										151	0					
74	74	147	147	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	979											0					
74	74	295/2	295/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	980		articStaccatoBelow									0					
74	74	591/4	591/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	981		articStaccatoBelow									0					
75	75	297/2	297/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	982		articStaccatoAbove														
75	75	595/4	595/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	983		articStaccatoAbove														
75	75	149	149	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	984										152						
75	75	299/2	299/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	985		articStaccatoAbove														
75	75	599/4	599/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	986																
75	75	297/2	297/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	987																
75	75	149	149	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	988																
75	75	299/2	299/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	989																
75	75	148	148	0.0	0	0	Dynamic	4/8	2	1	0					pp										0					
75	75	148	148	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	990										153	0					
75	75	297/2	297/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	991		articStaccatoBelow									0					
75	75	595/4	595/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	992										154	0					
75	75	149	149	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	993										154	0					
75	75	597/4	597/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	994											0					
75	75	299/2	299/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	995		articStaccatoBelow									0					
75	75	599/4	599/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	996		articStaccatoBelow									0					
76	76	150	150	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	997										155						
76	76	601/4	601/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	998																
76	76	301/2	301/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	999																
76	76	603/4	603/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	1000		articStaccatoAbove														
76	76	151	151	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	1001										156						
76	76	303/2	303/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	1002		articStaccatoAbove														
76	76	607/4	607/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	1003																
76	76	301/2	301/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	1004										157						
76	76	151	151	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	1005										157						
76	76	303/2	303/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	1006																
76	76	150	150	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	1007										158	0					
76	76	301/2	301/2	0.25	1/8	1/8	Chord	4/8	2	1	1/16		1/16	1	1008		articStaccatoBelow									0					
76	76	603/4	603/4	0.25	3/16	3/16	Chord	4/8	2	1	1/16		1/16	1	1009										159	0					
76	76	151	151	0.25	1/4	1/4	Chord	4/8	2	1	1/16		1/16	1	1010										159	0					
76	76	605/4	605/4	0.25	5/16	5/16	Chord	4/8	2	1	1/16		1/16	1	1011											0					
76	76	303/2	303/2	0.25	3/8	3/8	Chord	4/8	2	1	1/16		1/16	1	1012		articStaccatoBelow									0					
76	76	607/4	607/4	0.25	7/16	7/16	Chord	4/8	2	1	1/16		1/16	1	1013		articStaccatoBelow									0					
77	77	152	152	0.25	0	0	Chord	4/8	1	1	1/16		1/16	1	1014										160						
77	77	609/4	609/4	0.25	1/16	1/16	Chord	4/8	1	1	1/16		1/16	1	1015		articStaccatoBelow														
77	77	305/2	305/2	0.25	1/8	1/8	Chord	4/8	1	1	1/16		1/16	1	1016																
77	77	611/4	611/4	0.25	3/16	3/16	Chord	4/8	1	1	1/16		1/16	1	1017		articStaccatoAbove														
77	77	153	153	0.0	1/4	1/4	SystemText	4/8	1	1	0								morendo												
77	77	153	153	0.25	1/4	1/4	Chord	4/8	1	1	1/16		1/16	1	1018																
77	77	613/4	613/4	0.25	5/16	5/16	Chord	4/8	1	1	1/16		1/16	1	1019		articStaccatoAbove														
77	77	307/2	307/2	0.25	3/8	3/8	Chord	4/8	1	1	1/16		1/16	1	1020																
77	77	615/4	615/4	0.25	7/16	7/16	Chord	4/8	1	1	1/16		1/16	1	1021		articStaccatoAbove														
77	77	305/2	305/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	1022										161						
77	77	153	153	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	1023										161						
77	77	307/2	307/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	1024																
77	77	152	152	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	1025		articStaccatoBelow									0					
77	77	305/2	305/2	0.5	1/8	1/8	Chord	4/8	2	1	1/8		1/8	1	1026		articStaccatoBelow									0					
77	77	153	153	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	1027		articStaccatoBelow									0					
77	77	307/2	307/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	1028		articStaccatoBelow									0					
78	78	309/2	309/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	1029		articStaccatoAbove														
78	78	155	155	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	1030		articStaccatoAbove														
78	78	311/2	311/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	1031		articStaccatoAbove														
78	78	309/2	309/2	0.5	1/8	1/8	Chord	4/8	1	2	1/8		1/8	1	1032										162						
78	78	155	155	0.5	1/4	1/4	Chord	4/8	1	2	1/8		1/8	1	1033										162						
78	78	311/2	311/2	0.5	3/8	3/8	Chord	4/8	1	2	1/8		1/8	1	1034																
78	78	155	155	1.0	1/4	1/4	Chord	4/8	1	3	1/4		1/4	1	1035																
78	78	154	154	0.3333333333333333	0	0	Chord	4/8	2	1	1/12		1/8	2/3	1036		articTenutoBelow									0					
78	78	463/3	463/3	0.3333333333333333	1/12	1/12	Chord	4/8	2	1	1/12		1/8	2/3	1037		articStaccatoBelow									0					
78	78	464/3	464/3	0.3333333333333333	1/6	1/6	Chord	4/8	2	1	1/12		1/8	2/3	1038		articTenutoStaccatoBelow									0					
78	78	155	155	0.3333333333333333	1/4	1/4	Chord	4/8	2	1	1/12		1/8	2/3	1039		articStaccatoBelow									0					
78	78	466/3	466/3	0.3333333333333333	1/3	1/3	Chord	4/8	2	1	1/12		1/8	2/3	1040		articTenutoStaccatoBelow									0					
78	78	467/3	467/3	0.3333333333333333	5/12	5/12	Chord	4/8	2	1	1/12		1/8	2/3	1041		articStaccatoBelow									0					
79	79	156	156	0.0	0	0	SystemText	4/8	1	1	0								<i>a tempo sostenuto</i>												
79	79	156	156	0.0	0	0	Dynamic	4/8	1	1	0					ppp															
79	79	156	156	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	1042																
79	79	156	156	0.5	0	0	Chord	4/8	1	2	1/8		1/8	1	1043																
79	79	156	156	0.5	0	0	Chord	4/8	1	3	1/8		1/8	1	1044																
79	79	156	156	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	1045											0					
80	80	158	158	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	1046										163						
80	80	317/2	317/2	0.5	1/8	1/8	Chord	4/8	1	1	1/8		1/8	1	1047																
80	80	319/2	319/2	0.5	3/8	3/8	Chord	4/8	1	1	1/8		1/8	1	1048																
80	80	158	158	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	1049											0					
80	80	319/2	319/2	0.5	3/8	3/8	Chord	4/8	2	1	1/8		1/8	1	1050											0					
81	81	160	160	0.5	0	0	Chord	4/8	1	1	1/8		1/8	1	1051																
81	81	161	161	0.5	1/4	1/4	Chord	4/8	1	1	1/8		1/8	1	1052																
81	81	160	160	0.0	0	0	Spanner	4/8	2	1	0																				
81	81	160	160	0.5	0	0	Chord	4/8	2	1	1/8		1/8	1	1053																
81	81	161	161	0.5	1/4	1/4	Chord	4/8	2	1	1/8		1/8	1	1054																
