mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
25	24	145/2	145/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	239		articStaccatoAbove							51							
25	24	73	73	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	240		articStaccatoAbove														
26	25	147/2	147/2	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>scherzando"													
26	25	147/2	147/2	0.0	0	0	Spanner	6/8	1	1	0																			2	
26	25	147/2	147/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	241															2	
26	25	147/2	147/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	242		articStaccatoBelow													2	
26	25	74	74	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	243		articStaccatoBelow													2	
26	25	299/4	299/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	244									52						2	
26	25	75	75	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	245		articStaccatoBelow													2	
26	25	151/2	151/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	246		articStaccatoBelow													2	
26	25	147/2	147/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	247		articStaccatoBelow							53							
26	25	74	74	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	248		articStaccatoBelow							53							
26	25	149/2	149/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	249		articStaccatoBelow							53							
26	25	75	75	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	250		articStaccatoBelow														
26	25	151/2	151/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	251		articStaccatoBelow							54							
26	25	76	76	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	252		articStaccatoBelow							54							
27	26	153/2	153/2	0.0	0	0	Spanner	6/8	1	1	0																				
27	26	153/2	153/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	253																
27	26	153/2	153/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	254																
27	26	153/2	153/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	255																
27	26	153/2	153/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	256																
27	26	309/4	309/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	257		articTenutoBelow														
27	26	155/2	155/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	258																
27	26	78	78	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	3/2	259									55							
27	26	78	78	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	260									55							
27	26	315/4	315/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	261																
27	26	153/2	153/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	262		articStaccatoBelow							54							
27	26	77	77	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	263		articStaccatoBelow														
27	26	155/2	155/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	264		articStaccatoBelow							56							
27	26	78	78	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	265		articStaccatoBelow							56							
27	26	157/2	157/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	266		articStaccatoBelow							56							
27	26	79	79	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	267		articStaccatoBelow														
28	27	159/2	159/2	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dolce"													
28	27	159/2	159/2	0.0	0	0	Spanner	6/8	1	1	0																				6
28	27	159/2	159/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	268																6
28	27	159/2	159/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	269																6
28	27	159/2	159/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	270																6
28	27	159/2	159/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	271									57							6
28	27	81	81	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	272									57							6
28	27	487/6	487/6	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	273									57							6
28	27	244/3	244/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	274									57							6
28	27	163/2	163/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	275																6
28	27	329/4	329/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	276									58							6
28	27	159/2	159/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	277									59							6
28	27	81	81	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	278																6
28	27	159/2	159/2	0.0	0	0	Dynamic	6/8	2	1	0					sf															
28	27	159/2	159/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	279		articStaccatoBelow							60							
28	27	80	80	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	280		articStaccatoBelow							60							
28	27	161/2	161/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	281		articStaccatoBelow							60							
28	27	81	81	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	282		articStaccatoBelow							60							
28	27	163/2	163/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	283		articStaccatoBelow							60							
28	27	82	82	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	284		articStaccatoBelow														
29	28	165/2	165/2	0.0	0	0	Spanner	6/8	1	1	0													58							
29	28	165/2	165/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	285									58							
29	28	333/4	333/4	1.5	3/16	3/16	Chord	6/8	1	1	3/8		1/4	3/2	286									58							
29	28	339/4	339/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	287																
29	28	165/2	165/2	2.25	0	0	Chord	6/8	1	2	9/16		1/4	9/4	288									61							
29	28	339/4	339/4	0.75	9/16	9/16	Chord	6/8	1	2	3/16		1/8	3/2	289																
29	28	165/2	165/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	290		articStaccatoBelow							62							
29	28	83	83	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	291		articStaccatoBelow							62							
29	28	167/2	167/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	292		articStaccatoBelow														
29	28	84	84	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	293		articStaccatoBelow							63							
29	28	169/2	169/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	294		articStaccatoBelow							63							
29	28	85	85	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	295		articStaccatoBelow														
30	29	171/2	171/2	0.0	0	0	Spanner	6/8	1	1	0																			3	
30	29	171/2	171/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	296															3	
30	29	171/2	171/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	297		articStaccatoBelow													3	
30	29	86	86	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	298		articStaccatoBelow													3	
30	29	347/4	347/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	299									64						3	
30	29	87	87	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	300		articStaccatoBelow													3	
30	29	175/2	175/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	301		articStaccatoBelow													3	
30	29	88	88	0.0	5/8	5/8	Spanner	6/8	1	1	0																				
30	29	171/2	171/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	302		articStaccatoBelow							65							
30	29	86	86	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	303		articStaccatoBelow							65							
30	29	173/2	173/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	304		articStaccatoBelow							65							
30	29	87	87	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	305		articStaccatoBelow														
30	29	175/2	175/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	306		articStaccatoBelow							66							
30	29	88	88	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	307		articStaccatoBelow							66							
31	30	177/2	177/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	308																
31	30	177/2	177/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	309																
31	30	357/4	357/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	310									67							
31	30	179/2	179/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	311																
31	30	90	90	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	3/2	312									68							
31	30	90	90	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	313									68							
31	30	363/4	363/4	0.75	9/16	9/16	Chord	6/8	1	1	3/16		1/8	3/2	314																
31	30	177/2	177/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	315		articStaccatoBelow							66							
31	30	89	89	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	316		articStaccatoBelow														
31	30	179/2	179/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	317		articStaccatoBelow							69							
31	30	90	90	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	318		articStaccatoBelow							69							
31	30	181/2	181/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	319		articStaccatoBelow							69							
31	30	91	91	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	320		articStaccatoBelow														
32	31	183/2	183/2	0.0	0	0	Spanner	6/8	1	1	0																				7
32	31	183/2	183/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	321																7
32	31	183/2	183/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	322																7
32	31	93	93	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	323																7
32	31	559/6	559/6	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	324																7
32	31	280/3	280/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	325																7
32	31	187/2	187/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	326																7
32	31	377/4	377/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																				
32	31	377/4	377/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	327									70							
32	31	183/2	183/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	328									71							
32	31	93	93	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	329																
32	31	187/2	187/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	330																
32	31	377/4	377/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	331									72							
32	31	183/2	183/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>dolce"													
32	31	183/2	183/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	332		articStaccatoBelow							73							
32	31	92	92	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	333		articStaccatoBelow							73							
32	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	334		articStaccatoBelow														
32	31	93	93	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	335		articStaccatoBelow							74							
32	31	187/2	187/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	336		articStaccatoBelow							74							
32	31	94	94	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	337		articStaccatoBelow														
33	32	189/2	189/2	0.0	0	0	Spanner	6/8	1	1	0																				8
33	32	189/2	189/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	338																8
33	32	96	96	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	339																8
33	32	577/6	577/6	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	340																8
33	32	289/3	289/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	341																8
33	32	193/2	193/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	342																8
33	32	389/4	389/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																				
33	32	389/4	389/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	343																
33	32	189/2	189/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	344									75							
33	32	96	96	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	345																
33	32	193/2	193/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	346																
33	32	389/4	389/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	347									76							
33	32	189/2	189/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	348		articStaccatoBelow							77							
33	32	95	95	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	349		articStaccatoBelow							77							
33	32	191/2	191/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	350		articStaccatoBelow														
33	32	96	96	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	351		articStaccatoBelow							78							
33	32	193/2	193/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	352		articStaccatoBelow							78							
33	32	97	97	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	353		articStaccatoBelow														
34	33	195/2	195/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	354		articStaccatoBelow														
34	33	98	98	0.0	1/8	1/8	Spanner	6/8	1	1	0																			4	
34	33	98	98	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	355		articStaccatoBelow													4	
34	33	197/2	197/2	0.0	1/4	1/4	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>vivo"												4	
34	33	395/4	395/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	356															4	
34	33	99	99	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	357		articStaccatoBelow													4	
34	33	199/2	199/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	358		articStaccatoBelow													4	
34	33	100	100	0.0	5/8	5/8	Spanner	6/8	1	1	0																				
34	33	195/2	195/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	359		articStaccatoBelow							79							
34	33	98	98	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	360		articStaccatoBelow							79							
34	33	197/2	197/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	361		articStaccatoBelow							79							
34	33	99	99	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	362		articStaccatoAbove														
34	33	199/2	199/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	363		articStaccatoAbove							80							
34	33	100	100	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	364		articStaccatoAbove							80							
35	34	201/2	201/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	365																
35	34	201/2	201/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	366																
35	34	201/2	201/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	367																
35	34	102	102	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	2/3	368																
35	34	102	102	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	369																
35	34	307/3	307/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	370									81							
35	34	205/2	205/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	371									81							
35	34	308/3	308/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	372									81							
35	34	617/6	617/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	373									81							
35	34	103	103	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	374									81							
35	34	619/6	619/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	375									81							
35	34	310/3	310/3	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	376									81							
35	34	201/2	201/2	0.75	0	0	Chord	6/8	1	2	3/16		1/8	3/2	377									82							
35	34	405/4	405/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	378									82							
35	34	203/2	203/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	379		articAccentBelow														
35	34	102	102	0.16666666666666666	3/8	3/8	Chord	6/8	1	2	1/24		1/16	2/3	380																
35	34	307/3	307/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	2	1/24		1/16	2/3	381									83							
35	34	205/2	205/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	2	1/24		1/16	2/3	382									83							
35	34	308/3	308/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	2	1/24		1/16	2/3	383									83							
35	34	617/6	617/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	2	1/24		1/16	2/3	384									83							
35	34	103	103	0.16666666666666666	5/8	5/8	Chord	6/8	1	2	1/24		1/16	2/3	385									83							
35	34	619/6	619/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	2	1/24		1/16	2/3	386																
35	34	201/2	201/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	387		articStaccatoBelow							80							
35	34	101	101	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	388		articStaccatoBelow														
35	34	102	102	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>leggiero"													
36	35	207/2	207/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	389		articStaccatoBelow														
36	35	104	104	0.0	1/8	1/8	Spanner	6/8	1	1	0																			5	
36	35	104	104	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	390		articStaccatoBelow													5	
36	35	419/4	419/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	391									84						5	
36	35	105	105	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	392		articStaccatoBelow													5	
36	35	211/2	211/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																				
36	35	211/2	211/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	393		articAccentStaccatoBelow														
36	35	207/2	207/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	394		articStaccatoBelow							85							
36	35	104	104	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	395		articStaccatoBelow							85							
36	35	209/2	209/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	396		articStaccatoBelow							85							
36	35	105	105	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	397		articStaccatoAbove														
36	35	211/2	211/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																	1	1		
36	35	211/2	211/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	398		articStaccatoAbove							86				1	1		
36	35	106	106	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	399		articStaccatoAbove							86				1	1		
37	36	213/2	213/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	400																
37	36	213/2	213/2	0.0	0	0	Chord	6/8	1	1	0	grace16	1/16	1	401																
37	36	213/2	213/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	402																
37	36	108	108	0.0	3/8	3/8	Spanner	6/8	1	1	0																0				
37	36	108	108	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	2/3	403												0				
37	36	108	108	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	404												0				
37	36	325/3	325/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	405									87			0				
37	36	217/2	217/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	406									87			0				
37	36	326/3	326/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	407									87			0				
37	36	653/6	653/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	408									87			0				
37	36	109	109	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	409									87			0				
37	36	655/6	655/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	410									87			0				
37	36	328/3	328/3	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	411									87			0				
37	36	213/2	213/2	0.75	0	0	Chord	6/8	1	2	3/16		1/8	3/2	412									88			0				
37	36	429/4	429/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	413									88			0				
37	36	215/2	215/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	414		articAccentAbove										0				
37	36	108	108	0.16666666666666666	3/8	3/8	Chord	6/8	1	2	1/24		1/16	2/3	415												0				
37	36	325/3	325/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	2	1/24		1/16	2/3	416									89			0				
37	36	217/2	217/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	2	1/24		1/16	2/3	417									89			0				
37	36	326/3	326/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	2	1/24		1/16	2/3	418									89			0				
37	36	653/6	653/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	2	1/24		1/16	2/3	419									89			0				
37	36	109	109	0.16666666666666666	5/8	5/8	Chord	6/8	1	2	1/24		1/16	2/3	420									89			0				
37	36	655/6	655/6	0.16666666666666666	2/3	2/3	Chord	6/8	1	2	1/24		1/16	2/3	421												0				
37	36	213/2	213/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	422		articStaccatoBelow							86				1	1		
37	36	107	107	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	423		articStaccatoBelow											1	1		
37	36	108	108	0.0	3/8	3/8	Spanner	6/8	2	1	0																				
38	37	219/2	219/2	0.0	0	0	StaffText	6/8	1	1	0							crescendo						87							
38	37	219/2	219/2	0.0	0	0	Spanner	6/8	1	1	0													87							
38	37	219/2	219/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	424		articStaccatoAbove							87							
38	37	110	110	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	425		articStaccatoAbove														
38	37	443/4	443/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	426									90							
38	37	111	111	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	427																
38	37	223/2	223/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	428		articStaccatoAbove														
38	37	112	112	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	429		articStaccatoAbove														
38	37	219/2	219/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	430		articStaccatoAbove							91							
38	37	110	110	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	431		articStaccatoAbove							91							
38	37	221/2	221/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	432		articStaccatoAbove							91							
38	37	111	111	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	433		articStaccatoAbove														
38	37	223/2	223/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	434		articStaccatoAbove							92							
38	37	112	112	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	435		articStaccatoAbove							92							
39	38	451/4	451/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	436									93							
39	38	113	113	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	437																
39	38	227/2	227/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	438		articStaccatoAbove														
39	38	114	114	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	439		articStaccatoAbove														
39	38	459/4	459/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	440									94							
39	38	115	115	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	441																
39	38	225/2	225/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	442		articStaccatoAbove							92							
39	38	113	113	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	443		articStaccatoAbove														
39	38	227/2	227/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	444		articStaccatoAbove							95							
39	38	114	114	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	445		articStaccatoAbove							95							
39	38	229/2	229/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	446		articStaccatoAbove							95							
39	38	115	115	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	447		articStaccatoAbove														
40	39	231/2	231/2	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>legato, cantabile"													
40	39	231/2	231/2	0.0	0	0	StaffText	6/8	1	1	0							"<b><font size=""11.1614""/><font face=""Plantin MT Std""/>Agitato (Con moto)</b>"													
40	39	231/2	231/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	448																
40	39	231/2	231/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	449																
40	39	116	116	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	450																
40	39	233/2	233/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	451																
40	39	117	117	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	452																
40	39	235/2	235/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	453																
40	39	118	118	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	454																
40	39	116	116	1.5	1/8	1/8	Chord	6/8	1	2	3/8		1/4	3/2	455									96							
40	39	235/2	235/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	456																
40	39	231/2	231/2	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>pieno"													
40	39	231/2	231/2	0.0	0	0	Dynamic	6/8	2	1	0					f															
40	39	231/2	231/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	457									97							
40	39	116	116	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	458									97							
40	39	233/2	233/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	459									97							
40	39	117	117	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	460									97							
40	39	235/2	235/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	461									97							
40	39	118	118	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	462									97							
41	40	237/2	237/2	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sempre legato"													
41	40	237/2	237/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	463																
41	40	119	119	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	464																
