	composer	piece	title	annotator	meter	tempo	measure	beat	chord	altchord	cadence	pedal	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	global_key	local_key
8504	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	27	3	V43(4)/v	ii%7(#4)/v			V		43	4	v		False	g	i
8505	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	28	1	V6				V		6				False	g	i
8506	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	29	1	V6				V		6				False	g	i
8507	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	30	1	i				i						False	g	i
8508	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	31	1	#ivo7/v				#iv	o	7		v		False	g	i
8509	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	32	1	V43				V		43				False	g	i
8510	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	33	1	i6				i		6				False	g	i
8511	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	33	2	#vi%43				#vi	%	43				False	g	i
8512	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	33	3	V(#9)				V			#9			False	g	i
8513	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	34	1	V9/VII				V		9		VII		False	g	i
8514	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	34	2	V2(#9)	VI''V7			V		2	#9			False	g	i
8515	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	34	3	#vi%65				#vi	%	65				False	g	i
8516	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	35	1	V2(#9)	VI''V7			V		2	#9			False	g	i
8517	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	35	2	#vi%43				#vi	%	43				False	g	i
8518	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	35	3	v64(9)				v		64	9			False	g	i
8519	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	36	1	V64(9)/VII	IV64(9)			V		64	9	VII		False	g	i
8520	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	36	2	V7(#9)				V		7	#9			False	g	i
8521	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	36	3	V7				V		7				False	g	i
8522	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	37	1	i\\		IAC		i						True	g	i
8523	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	38	1	i				i						False	g	i
8524	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	38	2	i64				i		64				False	g	i
8525	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	38	3	i				i						False	g	i
8526	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	39	1	i7				i		7				False	g	i
8527	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	39	3	III6				III		6				False	g	i
8528	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	40	1	ii%65/v	#vi%65			ii	%	65		v		False	g	i
8529	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	41	1	.v.i				i						False	g	v
8530	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	42	1	iv				iv						False	g	v
8531	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	43	1	i6				i		6				False	g	v
8532	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	44	1	ii%43				ii	%	43				False	g	v
8533	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	45	1	i6				i		6				False	g	v
8534	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	46	1	iv7(6)				iv		7	6			False	g	v
8535	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	47	1	III6(6)				III		6	6			False	g	v
8536	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	47	2	III6				III		6				False	g	v
8537	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	48	1	#vi%7				#vi	%	7				False	g	v
8538	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	49	1	III64				III		64				False	g	v
8539	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	50	1	i7	iv7/v			i		7				False	g	v
8540	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	51	1	#ivo7/v				#iv	o	7		v		False	g	v
8541	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	52	1	V43				V		43				False	g	v
8542	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	53	1	i6				i		6				False	g	v
8543	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	54	1	V9/VII				V		9		VII		False	g	v
8544	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	54	3	V7/VII				V		7		VII		False	g	v
8545	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	55	1	V9/III				V		9		III		False	g	v
8546	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	55	2	V7/III				V		7		III		False	g	v
8547	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	56	1	V7/VI				V		7		VI		False	g	v
8548	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	57	1	VIM7				VI	M	7				False	g	v
8549	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	57	3	iv6				iv		6				False	g	v
8550	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	58	1	i64(#6)	#vi%2			i		64	#6			False	g	v
8551	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	58	3	V2				V		2				False	g	v
8552	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	59	1	i6				i		6				False	g	v
8553	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	59	3	ii[i			ii	i						False	g	v
8554	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	60	1	i(9)\\		IAC		i			9			True	g	v
8555	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	61	1	iv65				iv		65				False	g	v
8556	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	61	2.2	i64(4)				i		64	4			False	g	v
8557	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	62	1	V2				V		2				False	g	v
8558	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	62	2.2	i6(4)				i		6	4			False	g	v
8559	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	62	3	i6				i		6				False	g	v
8560	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	63	1	V7/v				V		7		v		False	g	v
8561	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	63	2.2	V2(6)/v				V		2	6	v		False	g	v
8562	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	64	1	III+/v	VII+			III	+			v		False	g	v
8563	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	64	2.2	v				v						False	g	v
8564	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	65	1	V(4)/v				V			4	v		False	g	v
8565	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	65	2	V/v				V				v		False	g	v
8566	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	66	1	v				v						False	g	v
8567	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	67	1	iv/v				iv				v		False	g	v
8568	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	68	1	V6(4)				V		6	4			False	g	v
8569	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	68	2	V\\		HC		V						True	g	v
8570	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	69	1	V9/VII	IV''i			V		9		VII		False	g	v
8571	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	69	3	V7				V		7				False	g	v
8572	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	70	1	V7				V		7				False	g	v
8573	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	70	2	VI				VI						False	g	v
8574	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	71	1	V7/v				V		7		v		False	g	v
8575	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	71	2	V7(6)/v				V		7	6	v		False	g	v
8576	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	71	3	III				III						False	g	v
8577	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	72	1	IIIM7				III	M	7				False	g	v
8578	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	72	2	V7/VII				V		7		VII		False	g	v
8579	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	73	1	Ger6				Ger		6				False	g	v
8580	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	73	2.2	i64				i		64				False	g	v
8581	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	74	1	#vi%2				#vi	%	2				False	g	v
8582	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	74	2	V7				V		7				False	g	v
8583	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	75	1	VIM7\\		DC		VI	M	7				True	g	v
8584	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	76	1	V9/III	VII''i			V		9		III		False	g	v
8585	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	77	1	i				i						False	g	v
8586	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	78	1	i				i						False	g	v
8587	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	78	3	i7				i		7				False	g	v
8588	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	79	1	i				i						False	g	v
8589	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	80	1	i7				i		7				False	g	v
8590	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	80	2	iv64				iv		64				False	g	v
8591	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	80	3	i[VII			i	VII						False	g	v
8592	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	81	1	i64	i			i		64				False	g	v
8593	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	82	1	i				i						False	g	v
8594	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	83	1	i7				i		7				False	g	v
8595	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	83	2	iv64				iv		64				False	g	v
8596	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	83	3	i[VII			i	VII						False	g	v
8597	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	84	1	i				i						False	g	v
8598	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	84	3	iv7				iv		7				False	g	v
8599	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	85	1	VII				VII						False	g	v
8600	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	85	2	IIIM7				III	M	7				False	g	v
8601	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	85	3	VII				VII						False	g	v
8602	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	86	1	ii%7				ii	%	7				False	g	v
8603	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	86	2	ii%65				ii	%	65				False	g	v
8604	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	86	3	III+6	V(6)			III	+	6				False	g	v
8605	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	87	1	i\\		IAC		i						True	g	v
8606	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	88	1	i64				i		64				False	g	v
8607	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	89	1	V64(4)				V		64	4			False	g	v
8608	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	90	1	i				i						False	g	v
8609	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	91	1	i7				i		7				False	g	v
8610	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	92	1	i				i						False	g	v
8611	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	93	1	i(9)				i			9			False	g	v
8612	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	93	2	i				i						False	g	v
8613	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	93	3	i[VII			i	VII						False	g	v
8614	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	94	1	III64	III			III		64				False	g	v
8615	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	95	1	i				i						False	g	v
8616	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	96	1	iv7				iv		7				False	g	v
8617	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	97	1	V7/III				V		7		III		False	g	v
8618	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	98	1	IIIM7				III	M	7				False	g	v
8619	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	99	1	VI				VI						False	g	v
8620	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	100	1	ii%7(4)				ii	%	7	4			False	g	v
8621	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	100	2	ii%7				ii	%	7				False	g	v
8622	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	101	1	i64				i		64				False	g	v
8623	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	101	3	iv7				iv		7				False	g	v
8624	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	102	1	ii%43				ii	%	43				False	g	v
8625	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	102	2	v	V			v						False	g	v
8626	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	102	3	i2				i		2				False	g	v
8627	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	103	1	#vi%2	V''IV			#vi	%	2				False	g	v
8628	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	103	2	V(4)				V			4			False	g	v
8629	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	103	3	III+6	V(6)			III	+	6				False	g	v
8630	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	104	1	.iv.bII\\		DC		bII						True	g	iv
8631	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	105	1	bII64				bII		64				False	g	iv
8632	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	106	1	V64(4)/bII				V		64	4	bII		False	g	iv
8633	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	107	1	bII\\		IAC		bII						True	g	iv
8634	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	108	1	@none				@none						False	g	iv
8635	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	108	2	ii%7(4)				ii	%	7	4			False	g	iv
8636	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	108	3	ii%7				ii	%	7				False	g	iv
8637	Nikolai Medtner	op.48_no.8	" Skazka in G minor, op. 48 No. 2 ""Tale of the Elves"" (1926)"	Wendelin Bitzan	3/4	Con moto flessibile	109	1	VI64(6)				VI		64	6			False	g	iv
