	composer	piece	title	annotator	meter	tempo	measure	beat	chord	altchord	cadence	pedal	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	global_key	local_key
2909	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	129	2	V7/III				V		7		III		False	b	i
2910	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	129	3	bII64/III	bIV64			bII		64		III		False	b	i
2911	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	130	1	III				III						False	b	i
2912	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	130	3	#iii7(4)	V6(6#9)/iv			#iii		7	4			False	b	i
2913	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	131	1	bII6(4)				bII		6	4			False	b	i
2914	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	131	2.2	bII6				bII		6				False	b	i
2915	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	131	3	V7(4)	i64(4)			V		7	4			False	b	i
2916	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	132	1	iv65				iv		65				False	b	i
2917	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	132	2	V7/III				V		7		III		False	b	i
2918	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	132	3	bII64/III	bIV64			bII		64		III		False	b	i
2919	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	133	1	III				III						False	b	i
2920	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	133	3	#iii7(4)	V6(6#9)/iv			#iii		7	4			False	b	i
2921	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	134	1	bII6(4)				bII		6	4			False	b	i
2922	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	134	2.2	bII6				bII		6				False	b	i
2923	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	134	3	V7(4)	i64(4)			V		7	4			False	b	i
2924	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	135	1	iv65				iv		65				False	b	i
2925	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	135	2	V7/III				V		7		III		False	b	i
2926	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	135	3	bII64	bII64			bII		64				False	b	i
2927	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	136	1	i				i						False	b	i
2928	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	136	2	i6				i		6				False	b	i
2929	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	136	3	iio	#viio6			ii	o					False	b	i
2930	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	137	1.1	V				V						False	b	i
2931	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	137	1.2	VI				VI						False	b	i
2932	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	137	3	VII	v6			VII						False	b	i
2933	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	138	1	VIM65				VI	M	65				False	b	i
2934	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	138	2	ii%7				ii	%	7				False	b	i
2935	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	138	3	III				III						False	b	i
2936	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	139	1	iv2				iv		2				False	b	i
2937	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	139	2.1	#viio6(9)				#vii	o	6	9			False	b	i
2938	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	139	2.2	#viio6				#vii	o	6				False	b	i
2939	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	139	3	III+6				III	+	6				False	b	i
2940	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	140	1	i[V7			i	V		7				False	b	i
2941	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	141	1	i[V7			i	V		7				False	b	i
2942	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	142	1	i\\		IAC		i						True	b	i
2943	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	143	1	i	i			i						False	b	i
2944	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	143	3.2	iv	ii%65			iv						False	b	i
2945	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	144	1	III6	i43			III		6				False	b	i
2946	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	144	2	iv	iio6			iv						False	b	i
2947	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	144	3	i6	III			i		6				False	b	i
2948	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	144	4	iv	bII6			iv						False	b	i
2949	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	145	1	bII	bII			bII						False	b	i
2950	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	146	1	bII	bII			bII						False	b	i
2951	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	146	3	v%7(6)	V65(9)/VI			v	%	7	6			False	b	i
2952	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	146	4	@none				@none						False	b	i
2953	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	147	1	I				I						False	b	i
2954	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	147	2	Fr6/iv				Fr		6		iv		False	b	i
2955	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	147	3	I				I						False	b	i
2956	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	147	4	v%7(6)				v	%	7	6			False	b	i
2957	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	148	1	I				I						False	b	i
2958	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	148	2	Fr6/iv				Fr		6		iv		False	b	i
2959	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	148	3	I				I						False	b	i
2960	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	148	4	v%7(6)				v	%	7	6			False	b	i
2961	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	149	1	#vi%65	I(#6)			#vi	%	65				False	b	i
2962	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	149	2	v%7(6)				v	%	7	6			False	b	i
2963	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	149	3	vi%65	I(#6)			vi	%	65				False	b	i
2964	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	149	4	v%7(6#9)	V7''#vi%7			v	%	7	6#9			False	b	i
2965	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	150	1	#vi6				#vi		6				False	b	i
2966	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	150	2	v%7(b6#9)				v	%	7	b6#9			False	b	i
2967	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	150	3	#vi%65	I(#6)			#vi	%	65				False	b	i
2968	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	150	4	v%7(b6#9)	V7''#vi%7			v	%	7	b6#9			False	b	i
2969	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	151	1	#vi6				#vi		6				False	b	i
2970	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	151	2	v%7(b6#9)				v	%	7	b6#9			False	b	i
2971	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	151	3	#vi%65	I(#6)			#vi	%	65				False	b	i
2972	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	151	4	v%7(b6#9)	V7''#vi%7			v	%	7	b6#9			False	b	i
2973	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	152	1	V7/iv				V		7		iv		False	b	i
2974	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	152	2	v%7(b6)				v	%	7	b6			False	b	i
2975	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	152	3	V7/iv				V		7		iv		False	b	i
2976	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	152	4	v%7				v	%	7				False	b	i
2977	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	153	1	V7/iv				V		7		iv		False	b	i
2978	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	153	2.1	iv%7(4)				iv	%	7	4			False	b	i
2979	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	153	2.2	iv%7				iv	%	7				False	b	i
2980	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	153	3	V7/III				V		7		III		False	b	i
2981	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	153	4	Fr6/v	Fr6/bII			Fr		6		v		False	b	i
2982	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	154	1.1	iv6(9)				iv		6	9			False	b	i
2983	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	154	1.2	iv6				iv		6				False	b	i
2984	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	154	2	V7/III				V		7		III		False	b	i
2985	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	154	3.1	i				i						False	b	i
2986	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	154	3.2	#vio6				#vi	o	6				False	b	i
2987	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	154	4	VII6				VII		6				False	b	i
2988	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	155	1	ii65/VII				ii		65		VII		False	b	i
2989	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	155	2.1	ii6				ii		6				False	b	i
2990	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	155	2.2	V7/VII				V		7		VII		False	b	i
2991	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	155	3	v				v						False	b	i
2992	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	155	4	V7/v	v7/v			V		7		v		False	b	i
2993	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	156	1	V\\	V\\	HC		V						True	b	i
2994	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	156	4	v%7(6)				v	%	7	6			False	b	i
2995	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	157	1	#vi%65	I(#6)			#vi	%	65				False	b	i
2996	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	157	2	v%7(6)				v	%	7	6			False	b	i
2997	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	157	3	vi%65	I(#6)			vi	%	65				False	b	i
2998	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	157	4	v%7(6#9)	V7''#vi%7			v	%	7	6#9			False	b	i
2999	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	158	1	#vi6				#vi		6				False	b	i
3000	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	158	2	v%7(b6#9)				v	%	7	b6#9			False	b	i
3001	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	158	3	#vi%65	I(#6)			#vi	%	65				False	b	i
3002	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	158	4	v%7(b6#9)	V7''#vi%7			v	%	7	b6#9			False	b	i
3003	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	159	1	#vi6				#vi		6				False	b	i
3004	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	159	2	v%7(b6#9)				v	%	7	b6#9			False	b	i
3005	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	159	3	#vi%65	I(#6)			#vi	%	65				False	b	i
3006	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	159	4	v%7(b6#9)	V7''#vi%7			v	%	7	b6#9			False	b	i
3007	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	160	1	V7/iv				V		7		iv		False	b	i
3008	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	160	2	v%7(b6)				v	%	7	b6			False	b	i
3009	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	160	3	V7/iv				V		7		iv		False	b	i
3010	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	160	4	v%7				v	%	7				False	b	i
3011	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	161	1	V7/iv				V		7		iv		False	b	i
3012	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	161	2	v%7				v	%	7				False	b	i
3013	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	161	3	#vi%65	I(#6)			#vi	%	65				False	b	i
3014	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	161	4	iv%7				iv	%	7				False	b	i
3015	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	162	1	V7/III				V		7		III		False	b	i
3016	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	162	2	Fr6/v	Fr6/bII			Fr		6		v		False	b	i
3017	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	162	3	iv6(9)				iv		6	9			False	b	i
3018	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	162	4.1	V7(6)/III				V		7	6	III		False	b	i
3019	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	162	4.2	V7/III				V		7		III		False	b	i
3020	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	163	1.1	.III.vi(4)				vi			4			False	b	III
3021	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	163	1.2	#ivo6				#iv	o	6				False	b	III
3022	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	163	2	V6				V		6				False	b	III
3023	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	163	3	ii65(4)/V				ii		65	4	V		False	b	III
3024	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	163	4	V/V				V				V		False	b	III
3025	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	164	1	V\\		PAC		V						True	b	III
3026	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	164	3	V[bII6/V			V	bII		6		V		False	b	III
3027	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	165	1	V[V65/ii			V	V		65		ii		False	b	III
3028	Nikolai Medtner	op.34_no.1	" Skazka in B minor, op. 34 No. 1 ""Magic Violin"" (1916-1917)"	Wendelin Bitzan	3/4	Tempo cangiando, abbandonamente	165	3	V[V9/bIII			V	V		9		bIII		False	b	III
