mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	6/8	2	1	g#.i{	-0.684144	6.15066		/		g#	i		i		i						{	m	1	1	8, 5, 9		8	8	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
2	1	0	0	6/8	2	1	i6	0.304064	6.62157		/		g#	i		i6		i		6					m	1	1	5, 9, 8		8	5	0	6	0.0	0.0	1.875	0.0
3	2	0	0	6/8	2	1	i6(+6)						g#	i		i6(+6)		i		6	+6				m	1	1	5, 9, 8	4	8	5	0	6	0.0	0.0	2.25	0.0
3	2	3/8	3/8	6/8	2	1	i6(+#6)						g#	i		i6(+#6)		i		6	+#6				m	1	1	5, 9, 8	11	8	5	0	5	0.0	0.0	1.125	0.0
4	3	0	0	6/8	2	1	i6(7)						g#	i		i6(7)		i		6	7				m	1	1	5, 9, 6		8	5	2	5	0.2857142857142857	0.5	1.375	0.26666666666666666
4	3	3/8	3/8	6/8	2	1	V43						g#	i		V43		V		43					Mm7	1	1	10, 7, 9, 13		9	10	1	6	0.14285714285714285	0.125	1.75	0.06666666666666667
5	4	0	0	6/8	2	1	i						g#	i		i		i							m	1	1	8, 5, 9		8	8	0	6	0.0	0.0	1.875	0.0
5	4	3/8	3/8	6/8	2	1	V7						g#	i		V7		V		7					Mm7	1	1	9, 13, 10, 7		9	9	2	4	0.3333333333333333	0.125	0.75	0.14285714285714285
6	5	0	0	6/8	2	1	i6						g#	i		i6		i		6					m	1	1	5, 9, 8		8	5	1	7	0.125	0.125	1.75	0.06666666666666667
7	6	0	0	6/8	2	1	ii%7(11)						g#	i		ii%7(11)		ii	%	7	11				%7	1	1	10, 7, 4, 8	9	10	10	0	7	0.0	0.0	1.875	0.0
7	6	3/8	3/8	6/8	2	1	ii%65/v	-2.12845	6.61787		/		g#	i		ii%65/v		ii	%	65		v			%7	1	1	8, 5, 9, 11		11	8	0	6	0.0	0.0	1.875	0.0
8	7	0	0	6/8	2	1	i6/v						g#	i		i6/v		i		6		v			m	1	1	6, 10, 9		9	6	0	5	0.0	0.0	2.625	0.0
8	7	3/8	3/8	6/8	2	1	i/v						g#	i		i/v		i				v			m	1	1	9, 6, 10		9	9	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
9	8	0	0	6/8	2	1	i(94)/v}						g#	i		i(94)/v		i			94	v		}	m	1	1	9, 8, 10	11	9	9	1	5	0.16666666666666666	0.0	1.25	0.0
9	8	1/4	1/4	6/8	2	1	i/v						g#	i		i/v		i				v			m	1	1	9, 6, 10		9	9	0	2	0.0	0.0	0.25	0.0
9	8	3/8	3/8	6/8	2	1	I/III{						g#	i		I/III		I				III		{	M	1	1	5, 9, 6		5	5	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
10	9	0	0	6/8	2	1	I6/III						g#	i		I6/III		I		6		III			M	1	1	9, 6, 5		5	9	0	2	0.0	0.0	0.375	0.0
10	9	3/8	3/8	6/8	2	1	I6(4)/III						g#	i		I6(4)/III		I		6	4	III			M	1	1	4, 6, 5		5	4	0	5	0.0	0.0	1.375	0.0
10	9	5/8	5/8	6/8	2	1	I6/III						g#	i		I6/III		I		6		III			M	1	1	9, 6, 5		5	9	0	1	0.0	0.0	0.125	0.0
11	10	0	0	6/8	2	1	vii%2(9)/V/III	-0.596769	-6		/		g#	i		vii%2(9)/V/III		vii	%	2	9	V/III			%7	1	1	9, 11, 8, 5	6	11	9	1	6	0.14285714285714285	0.125	1.75	0.06666666666666667
11	10	3/8	3/8	6/8	2	1	V43/III	-1.59634	6.23135		/		g#	i		V43/III		V		43		III			Mm7	1	1	7, 4, 6, 10		6	7	0	6	0.0	0.0	1.875	0.0
12	11	0	0	6/8	2	1	iv.#vii%7						g#	iv		#vii%7		#vii	%	7					%7	1	1	12, 9, 6, 10		12	12	1	6	0.14285714285714285	0.125	2.875	0.041666666666666664
12	11	3/8	3/8	6/8	2	1	#vii%2						g#	iv		#vii%2		#vii	%	2					%7	1	1	10, 12, 9, 6		12	10	1	3	0.25	0.125	0.625	0.16666666666666666
13	12	0	0	6/8	2	1	#vii%65						g#	iv		#vii%65		#vii	%	65					%7	1	1	9, 6, 10, 12		12	9	0	5	0.0	0.0	1.25	0.0
13	12	1/4	1/4	6/8	2	1	V65						g#	iv		V65		V		65					Mm7	1	1	12, 9, 6, 8		8	12	0	2	0.0	0.0	0.25	0.0
13	12	5/8	5/8	6/8	2	1	IV2(9)	-0.596769	-8.83465		/		g#	iv		IV2(9)		IV		2	9				Mm7	1	1	4, 6, 10, 7	8	6	4	0	5	0.0	0.0	0.625	0.0
14	13	0	0	6/8	2	1	V43						g#	iv		V43		V		43					Mm7	1	1	9, 6, 8, 12		8	9	0	6	0.0	0.0	2.625	0.0
14	13	3/8	3/8	6/8	2	1	i|IAC}						g#	iv		i		i					IAC	}	m	1	1	7, 4, 8		7	7	0	5	0.0	0.0	1.875	0.0
15	14	3/8	3/8	6/8	2	1	ii7{						g#	iv		ii7		ii		7				{	mm7	1	1	9, 6, 10, 7		9	9	0	8	0.0	0.0	3.0	0.0
16	15	0	0	6/8	2	1	i6						g#	iv		i6		i		6					m	1	1	4, 8, 7		7	4	0	7	0.0	0.0	2.625	0.0
16	15	3/8	3/8	6/8	2	1	IV7(9)						g#	iv		IV7(9)		IV		7	9				Mm7	1	1	6, 10, 7, 4	8	6	6	1	8	0.1111111111111111	0.125	1.75	0.06666666666666667
16	15	5/8	5/8	6/8	2	1	IV7						g#	iv		IV7		IV		7					Mm7	1	1	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.375	0.0
17	16	0	0	6/8	2	1	V7						g#	iv		V7		V		7					Mm7	1	1	8, 12, 9, 6		8	8	3	5	0.375	0.25	1.5	0.14285714285714285
17	16	3/8	3/8	6/8	2	1	i|PAC}						g#	iv		i		i					PAC	}	m	1	1	7, 4, 8		7	7	2	4	0.3333333333333333	0.25	1.0	0.2
18	17	0	0	6/8	2	1	i						g#	iv		i		i							m	1	1	7, 4, 8		7	7	8	16	0.3333333333333333	0.75	1.875	0.2857142857142857
19	18	0	0	6/8	2	1	i.iv2						g#	i		iv2		iv		2					mm7	1	1	5, 7, 4, 8		7	5	8	16	0.3333333333333333	0.75	1.875	0.2857142857142857
20	19	0	0	6/8	2	1	ii%7						g#	i		ii%7		ii	%	7					%7	1	1	10, 7, 4, 8		10	10	16	38	0.2962962962962963	1.1875	3.3125	0.2638888888888889
22	21	0	0	6/8	2	1	V						g#	i		V		V							M	1	1	9, 13, 10		9	9	1	12	0.07692307692307693	0.0625	1.375	0.043478260869565216
22	21	1/2	1/2	6/8	2	1	V7/iv						g#	i		V7/iv		V		7		iv			Mm7	1	1	8, 12, 9, 6		8	8	0	5	0.0	0.0	0.625	0.0
23	22	0	0	6/8	2	1	V7(9)/iv						g#	i		V7(9)/iv		V		7	9	iv			Mm7	1	1	8, 12, 9, 6	3	8	8	1	9	0.1	0.125	0.625	0.16666666666666666
23	22	1/4	1/4	6/8	2	1	iv(94)	-0.149192	-8.08869		/		g#	i		iv(94)		iv			94				m	1	1	7, 6, 8	9	7	7	0	4	0.0	0.0	0.5	0.0
23	22	3/8	3/8	6/8	2	1	iv	0.149192	-7.49192		/		g#	i		iv		iv							m	1	1	7, 4, 8		7	7	2	5	0.2857142857142857	0.1875	1.1875	0.13636363636363635
23	22	5/8	5/8	6/8	2	1	iv(+6)						g#	i		iv(+6)		iv			+6				m	1	1	7, 4, 8	10	7	7	0	1	0.0	0.0	0.125	0.0
24	23	0	0	6/8	2	1	VII7						g#	i		VII7		VII		7					Mm7	1	1	6, 10, 7, 4		6	6	0	9	0.0	0.0	1.875	0.0
24	23	3/8	3/8	6/8	2	1	IIIM7						g#	i		IIIM7		III	M	7					MM7	1	1	5, 9, 6, 10		5	5	1	8	0.1111111111111111	0.041666666666666664	0.8958333333333334	0.04444444444444444
25	24	0	0	6/8	2	1	VIM7(11)						g#	i		VIM7(11)		VI	M	7	11				MM7	1	1	4, 8, 5, 9	10	4	4	0	7	0.0	0.0	2.0625	0.0
25	24	3/8	3/8	6/8	2	1	ii%7	-0.532112	4.77204		/		g#	i		ii%7		ii	%	7					%7	1	1	10, 7, 4, 8		10	10	1	4	0.2	0.1875	0.625	0.23076923076923078
25	24	5/8	5/8	6/8	2	1	ii%7(6)	-9.86221	4.89509		/		g#	i		ii%7(6)		ii	%	7	6				%7	1	1	10, 7, 6, 8		10	10	0	1	0.0	0.0	0.125	0.0
26	25	0	0	6/8	2	1	ii/iv						g#	i		ii/iv		ii				iv			m	1	1	9, 6, 10		9	9	1	9	0.1	0.0625	0.875	0.06666666666666667
26	25	3/8	3/8	6/8	2	1	ii7/iv						g#	i		ii7/iv		ii		7		iv			mm7	1	1	9, 6, 10, 7		9	9	0	4	0.0	0.0	0.5	0.0
26	25	1/2	1/2	6/8	2	1	V7(9)/iv						g#	i		V7(9)/iv		V		7	9	iv			Mm7	1	1	8, 12, 9, 6	3	8	8	1	4	0.2	0.125	0.5	0.2
