mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	d.i{					d	i		i		i						{	m	1	1	2, -1, 3		2.0	2.0	1	15	0.0625	0.0625	1.8125	0.03333333333333333
1	1	3/8	3/8	4/4	2	1	i(4)					d	i		i(4)		i			4				m	1	1	2, 1, 3		2.0	2.0	0	1	0.0	0.0	0.125	0.0
1	1	1/2	1/2	4/4	2	1	V6					d	i		V6		V		6					M	1	1	7, 4, 3		3.0	7.0	0	7	0.0	0.0	1.125	0.0
1	1	3/4	3/4	4/4	2	1	i					d	i		i		i							m	1	1	2, -1, 3		2.0	2.0	0	7	0.0	0.0	0.875	0.0
2	2	0	0	4/4	2	1	iv7					d	i		iv7		iv		7					mm7	1	1	1, -2, 2, -1		1.0	1.0	1	6	0.14285714285714285	0.0	1.375	0.0
2	2	1/4	1/4	4/4	2	1	VII					d	i		VII		VII							M	1	1	0, 4, 1		0.0	0.0	1	4	0.2	0.0625	0.8125	0.07142857142857142
2	2	1/2	1/2	4/4	2	1	IIIM7					d	i		IIIM7		III	M	7					MM7	1	1	-1, 3, 0, 4		-1.0	-1.0	2	8	0.2	0.1875	1.0625	0.15
2	2	3/4	3/4	4/4	2	1	VIM7	0	5.43248	/		d	i		VIM7		VI	M	7					MM7	1	1	-2, 2, -1, 3		-2.0	-2.0	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
3	3	0	0	4/4	2	1	ii%7					d	i		ii%7		ii	%	7					%7	1	1	4, 1, -2, 2		4.0	4.0	0	21	0.0	0.0	2.0625	0.0
3	3	1/2	1/2	4/4	2	1	V(64)					d	i		V(64)		V			64				M	1	1	3, 2, -1		3.0	3.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
3	3	5/8	5/8	4/4	2	1	ii%7					d	i		ii%7		ii	%	7					%7	1	1	4, 1, -2, 2		4.0	4.0	0	6	0.0	0.0	0.75	0.0
3	3	3/4	3/4	4/4	2	1	i6					d	i		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	1	5	0.16666666666666666	0.0625	0.5625	0.1
4	4	0	0	4/4	2	1	ii6					d	i		ii6		ii		6					m	1	1	1, 5, 4		4.0	1.0	0	4	0.0	0.0	0.75	0.0
4	4	1/4	1/4	4/4	2	1	V7(4)					d	i		V7(4)		V		7	4				Mm7	1	1	3, 2, 4, 1		3.0	3.0	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
4	4	3/8	3/8	4/4	2	1	V7					d	i		V7		V		7					Mm7	1	1	3, 7, 4, 1		3.0	3.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
