mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/8	2	1	c.VIM7{						c	i		VIM7		VI	M	7				{	MM7	1	1	-4, 0, -3, 1		-4	-4	0	6	0.0	0.0	0.75	0.0
2	2	0	0	4/8	2	1	V65(b5+b3)/V					Fr65(+b3)	c	i		V65(b5+b3)/V		V		65	b5+b3	V			Mm7	1	1	6, -4, 0, 2	-1	2	6	0	10	0.0	0.0	1.25	0.0
2	2	3/8	3/8	4/8	2	1	V7(b9)/V	-2.92495	10.8406		/		c	i		V7(b9)/V		V		7	b9	V			Mm7	1	1	2, 6, 3, 0	-3	2	2	0	7	0.0	0.0	0.875	0.0
3	3	0	0	4/8	2	1	V7						c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	7	0.0	0.0	0.875	0.0
3	3	1/4	1/4	4/8	2	1	i|PAC}						c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0	6	26	0.1875	0.125	2.625	0.045454545454545456
5	5	3/8	3/8	4/8	2	1	V7						c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.375	0.0
6	6	0	0	4/8	2	1	i						c	i		i		i							m	1	1	0, -3, 1		0	0	7	15	0.3181818181818182	0.25	1.5	0.14285714285714285
6	6	3/8	3/8	4/8	2	1	V						c	i		V		V							M	1	1	1, 5, 2		1	1	2	3	0.4	0.125	0.25	0.3333333333333333
7	7	0	0	4/8	2	1	iv64						c	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0	5	20	0.2	0.25	1.875	0.11764705882352941
7	7	3/8	3/8	4/8	2	1	iv43					iv2	c	i		iv43		iv		43					mm7	1	1	0, -3, -1, -4		-1	0	0	13	0.0	0.0	1.625	0.0
8	8	1/8	1/8	4/8	2	1	V7						c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	2	18	0.1	0.125	2.125	0.05555555555555555
9	9	0	0	4/8	2	1	i[V7						c	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	3	16	0.15789473684210525	0.25	1.75	0.125
9	9	3/8	3/8	4/8	2	1	#viio7	-1	-6		/	V7(b9)	c	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5	2	6	0.25	0.125	0.5	0.2
10	10	0	0	4/8	2	1	V7(b9)						c	i	i	V7(b9)		V		7	b9				Mm7	1	1	1, 5, 2, -1	-11	1	1	7	10	0.4117647058823529	0.875	1.0	0.4666666666666667
