mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
5	5	3/4	3/4	4/4	2	1	III6						e	i		III6		III		6					M	1	1	5, 2, 1		1.0	5.0	2	2	0.5	0.10416666666666667	0.08333333333333333	0.5555555555555556
5	5	7/8	7/8	4/4	2	1	V6						e	i		V6		V		6					M	1	1	9, 6, 5		5.0	9.0	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
6	6	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	8	6	0.5714285714285714	0.3333333333333333	0.9166666666666666	0.26666666666666666
6	6	1/2	1/2	4/4	2	1	i6						e	i		i6		i		6					m	1	1	1, 5, 4		4.0	1.0	3	3	0.5	0.125	0.125	0.5
6	6	3/4	3/4	4/4	2	1	III6						e	i		III6		III		6					M	1	1	5, 2, 1		1.0	5.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
6	6	7/8	7/8	4/4	2	1	iv					ii/III	e	i		iv		iv							m	1	1	3, 0, 4		3.0	3.0	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
7	7	0	0	4/4	2	1	V7/III						e	i		V7/III		V		7		III			Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	10	0.09090909090909091	0.041666666666666664	1.0833333333333333	0.037037037037037035
7	7	3/8	3/8	4/4	2	1	V(96)/III						e	i		V(96)/III		V			96	III			M	1	1	2, 6, 5	4	2.0	2.0	0	5	0.0	0.0	0.375	0.0
7	7	1/2	1/2	4/4	2	1	V65/III						e	i		V65/III		V		65		III			Mm7	1	1	6, 3, 0, 2		2.0	6.0	3	5	0.375	0.125	0.625	0.16666666666666666
7	7	3/4	3/4	4/4	2	1	I6/III						e	i		I6/III		I		6		III			M	1	1	5, 2, 1		1.0	5.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
7	7	7/8	7/8	4/4	2	1	ii/III						e	i		ii/III		ii				III			m	1	1	3, 0, 4		3.0	3.0	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
8	8	0	0	4/4	2	1	V/III						e	i		V/III		V				III			M	1	1	2, 6, 3		2.0	2.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
8	8	1/8	1/8	4/4	2	1	V43(96)/III						e	i		V43(96)/III		V		43	96	III			Mm7	1	1	5, 0, 2, 6	4	2.0	5.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
8	8	1/4	1/4	4/4	2	1	ii6/III						e	i		ii6/III		ii		6		III			m	1	1	0, 4, 3		3.0	0.0	1	4	0.2	0.041666666666666664	0.4583333333333333	0.08333333333333333
8	8	3/8	3/8	4/4	2	1	V(9)/III						e	i		V(9)/III		V			9	III			M	1	1	2, 6, 3	4	2.0	2.0	0	4	0.0	0.0	0.25	0.0
8	8	1/2	1/2	4/4	2	1	I/III	0.537515	5.00504		/	vi/III	e	i		I/III		I				III			M	1	1	1, 5, 2		1.0	1.0	4	4	0.5	0.16666666666666666	0.5833333333333334	0.2222222222222222
8	8	3/4	3/4	4/4	2	1	I6/III	-0.322509	4.68253		/		e	i		I6/III		I		6		III			M	1	1	5, 2, 1		1.0	5.0	1	4	0.2	0.041666666666666664	0.4583333333333333	0.08333333333333333
8	8	7/8	7/8	4/4	2	1	vi65/III	-8.81524	4.48937	-0.181982	/	ii65/V/III	e	i		vi65/III		vi		65		III			mm7	1	1	1, 5, 2, 4		4.0	1.0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
9	9	0	0	4/4	2	1	V7/III						e	i		V7/III		V		7		III			Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	5	0.0	0.0	0.375	0.0
9	9	1/8	1/8	4/4	2	1	V43(96)/III						e	i		V43(96)/III		V		43	96	III			Mm7	1	1	5, 0, 2, 6	4	2.0	5.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
9	9	1/4	1/4	4/4	2	1	ii65/III						e	i		ii65/III		ii		65		III			mm7	1	1	0, 4, 1, 3		3.0	0.0	3	5	0.375	0.125	0.625	0.16666666666666666
9	9	1/2	1/2	4/4	2	1	ii2/III						e	i		ii2/III		ii		2		III			mm7	1	1	1, 3, 0, 4		3.0	1.0	0	6	0.0	0.0	0.75	0.0
9	9	5/8	5/8	4/4	2	1	viio6(11)/III						e	i		viio6(11)/III		vii	o	6	11	III			o	1	1	3, 0, 6	5	6.0	3.0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
9	9	3/4	3/4	4/4	2	1	I6/III						e	i		I6/III		I		6		III			M	1	1	5, 2, 1		1.0	5.0	3	6	0.3333333333333333	0.125	0.625	0.16666666666666666
10	10	0	0	4/4	2	1	V/III						e	i		V/III		V				III			M	1	1	2, 6, 3		2.0	2.0	4	5	0.4444444444444444	0.16666666666666666	0.8333333333333334	0.16666666666666666
10	10	1/4	1/4	4/4	2	1	Fr7(#2)					viio65(#5)	e	i		Fr7(#2)	Fr	V		7	b5#2	V			Fr	1	1	6, 15, 0, 4		6.0	6.0	6	4	0.6	1.625	0.625	0.7222222222222222
10	10	1/2	1/2	4/4	2	1	Fr6(#2)					viio2(#5)	e	i		Fr6(#2)	Fr	V		43	b5#2	V			Fr	1	1	0, 4, 6, 15		6.0	0.0	4	3	0.5714285714285714	0.25	0.125	0.6666666666666666
10	10	15/16	15/16	4/4	2	1	V7(4)	-1.14919	-6.19515		/		e	i		V7(4)		V		7	4				Mm7	1	1	5, 4, 6, 3		5.0	5.0	0	6	0.0	0.0	0.375	0.0
11	11	0	0	4/4	2	1	i|PAC}						e	i		i		i					PAC	}	m	1	1	4, 1, 5		4.0	4.0	6	15	0.2857142857142857	0.25	2.0	0.1111111111111111
11	11	3/4	3/4	4/4	2	1	ii%7{						e	i		ii%7		ii	%	7				{	%7	1	1	6, 3, 0, 4		6.0	6.0	0	6	0.0	0.0	0.75	0.0
11	11	7/8	7/8	4/4	2	1	iv7	-2.36506	3.71501		/	ii%65(9)	e	i		iv7		iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
12	12	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	2	11	0.15384615384615385	0.08333333333333333	1.4166666666666667	0.05555555555555555
12	12	3/8	3/8	4/4	2	1	ii%7						e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
12	12	1/2	1/2	4/4	2	1	i64						e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	3	6	0.3333333333333333	0.125	0.875	0.125
12	12	3/4	3/4	4/4	2	1	VII						e	i		VII		VII							M	1	1	2, 6, 3		2.0	2.0	3	4	0.42857142857142855	0.08333333333333333	0.2916666666666667	0.2222222222222222
12	12	7/8	7/8	4/4	2	1	viio7/V						e	i		viio7/V		vii	o	7		V			o7	1	1	10, 7, 4, 1		10.0	10.0	0	3	0.0	0.0	0.2916666666666667	0.0
12	12	11/12	11/12	4/4	2	1	iv7						e	i		iv7		iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	0	2	0.0	0.0	0.08333333333333333	0.0
13	13	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	4	13	0.23529411764705882	0.20833333333333334	1.2916666666666667	0.1388888888888889
13	13	3/8	3/8	4/4	2	1	bII						e	i		bII		bII							M	1	1	-1, 3, 0		-1.0	-1.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
13	13	1/2	1/2	4/4	2	1	V6/iv						e	i		V6/iv		V		6		iv			M	1	1	8, 5, 4		4.0	8.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
13	13	5/8	5/8	4/4	2	1	ii2/iv						e	i		ii2/iv		ii		2		iv			mm7	1	1	3, 5, 2, 6		5.0	3.0	3	7	0.3	0.14583333333333334	0.7291666666666666	0.16666666666666669
13	13	7/8	7/8	4/4	2	1	vii%65/iv						e	i		vii%65/iv		vii	%	65		iv			%7	1	1	-2, -5, -1, 1		1.0	-2.0	5	0	1.0	0.375	0.0	1.0
14	14	0	0	4/4	2	1	iv[iv(9+#642)						e	i	iv	iv(9+#642)		iv			9+#642				m	1	1	5, 2, 4	5, 13	3.0	5.0	5	3	0.625	1.2083333333333333	0.2916666666666667	0.8055555555555555
14	14	1/8	1/8	4/4	2	1	iv(+#6)						e	i	iv	iv(+#6)		iv			+#6				m	1	1	3, 0, 4	13	3.0	3.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
14	14	1/4	1/4	4/4	2	1	#vii%7/iv						e	i	iv	#vii%7/iv		#vii	%	7		iv			%7	1	1	8, 5, 2, 6		8.0	8.0	4	13	0.23529411764705882	0.16666666666666666	1.7083333333333333	0.08888888888888888
14	14	5/8	5/8	4/4	2	1	iv(+#6)						e	i	iv	iv(+#6)		iv			+#6				m	1	1	3, 0, 4	13	3.0	3.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
14	14	3/4	3/4	4/4	2	1	#vii%7/iv						e	i	iv	#vii%7/iv		#vii	%	7		iv			%7	1	1	8, 5, 2, 6		8.0	8.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
14	14	7/8	7/8	4/4	2	1	iv(+#6)]						e	i	iv	iv(+#6)		iv			+#6				m	1	1	3, 0, 4	13	3.0	3.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
15	15	0	0	4/4	2	1	V(64)						e	i		V(64)		V			64				M	1	1	5, 4, 1		5.0	5.0	7	11	0.3888888888888889	0.3333333333333333	1.5	0.18181818181818182
15	15	1/2	1/2	4/4	2	1	iio64						e	i		iio64		ii	o	64					o	1	1	0, 6, 3		6.0	0.0	7	7	0.5	0.375	0.375	0.5
15	15	3/4	3/4	4/4	2	1	V7						e	i		V7		V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	6	6	0.5	0.25	0.5	0.3333333333333333
16	16	0	0	4/4	2	1	i|PAC}						e	i		i		i					PAC	}	m	1	1	4, 1, 5		4.0	4.0	10	16	0.38461538461538464	0.4166666666666667	1.8333333333333333	0.1851851851851852
17	17	0	0	4/4	2	1	VI.ii%7{						e	VI		ii%7		ii	%	7				{	%7	1	0	2, -1, -4, 0		2.0	2.0	14	29	0.32558139534883723	0.7291666666666666	2.7083333333333335	0.2121212121212121
18	18	1/4	1/4	4/4	2	1	I6						e	VI		I6		I		6					M	1	0	4, 1, 0		0.0	4.0	1	4	0.2	0.041666666666666664	0.20833333333333334	0.16666666666666666
18	18	3/8	3/8	4/4	2	1	V7(9)						e	VI		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1.0	1.0	0	7	0.0	0.0	0.375	0.0
18	18	1/2	1/2	4/4	2	1	I(^9^7)						e	VI		I(^9^7)		I			^9^7				M	1	0	0, 4, 1	2, 5	0.0	0.0	0	6	0.0	0.0	0.5	0.0
18	18	5/8	5/8	4/4	2	1	I						e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.08333333333333333	0.4166666666666667	0.16666666666666666
18	18	3/4	3/4	4/4	2	1	V7(4)						e	VI		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1.0	1.0	2	4	0.3333333333333333	0.08333333333333333	0.4166666666666667	0.16666666666666666
18	18	7/8	7/8	4/4	2	1	I						e	VI		I		I							M	1	0	0, 4, 1		0.0	0.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
19	19	0	0	4/4	2	1	ii%7(94)						e	VI		ii%7(94)		ii	%	7	94				%7	1	0	2, 1, -4, 0	4	2.0	2.0	0	7	0.0	0.0	0.75	0.0
19	19	1/8	1/8	4/4	2	1	ii%7						e	VI		ii%7		ii	%	7					%7	1	0	2, -1, -4, 0		2.0	2.0	14	17	0.45161290322580644	1.1458333333333333	1.0416666666666667	0.5238095238095237
20	20	0	0	4/4	2	1	V2/iv						e	VI		V2/iv		V		2		iv			Mm7	1	0	-2, 0, 4, 1		0.0	-2.0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
20	20	1/8	1/8	4/4	2	1	i6/iv						e	VI		i6/iv		i		6		iv			m	1	0	-4, 0, -1		-1.0	-4.0	3	4	0.42857142857142855	0.125	0.375	0.25
20	20	3/8	3/8	4/4	2	1	viio6/iv						e	VI		viio6/iv		vii	o	6		iv			o	1	0	-6, -9, -3		-3.0	-6.0	6	0	1.0	0.5	0.0	1.0
20	20	1/2	1/2	4/4	2	1	i/iv						e	VI		i/iv		i				iv			m	1	0	-1, -4, 0		-1.0	-1.0	3	6	0.3333333333333333	0.125	0.875	0.125
20	20	3/4	3/4	4/4	2	1	iio/iv					VII/iv	e	VI		iio/iv		ii	o			iv			o	1	0	1, -2, -5		1.0	1.0	2	4	0.3333333333333333	0.08333333333333333	0.4166666666666667	0.16666666666666666
20	20	7/8	7/8	4/4	2	1	Ger6/iv						e	VI		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	0	-5, -1, -4, 5		5.0	-5.0	2	4	0.3333333333333333	0.25	0.25	0.5
21	21	0	0	4/4	2	1	bIII/VI.ii%7						e	bIII/VI		ii%7		ii	%	7					%7	1	0	-1, -4, -7, -3		-1.0	-1.0	16	29	0.35555555555555557	0.7916666666666666	2.2708333333333335	0.2585034013605442
22	22	1/4	1/4	4/4	2	1	I6						e	bIII/VI		I6		I		6					M	1	0	1, -2, -3		-3.0	1.0	3	4	0.42857142857142855	0.16666666666666666	0.20833333333333334	0.4444444444444444
22	22	3/8	3/8	4/4	2	1	viio6/IV						e	bIII/VI		viio6/IV		vii	o	6		IV			o	1	0	-2, -5, 1		1.0	-2.0	1	5	0.16666666666666666	0.041666666666666664	0.2708333333333333	0.13333333333333333
22	22	1/2	1/2	4/4	2	1	V7/IV					I(b7)	e	bIII/VI		V7/IV		V		7		IV			Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	4	7	0.36363636363636365	0.22916666666666666	0.3541666666666667	0.3928571428571428
22	22	11/16	11/16	4/4	2	1	I6						e	bIII/VI		I6		I		6					M	1	0	1, -2, -3		-3.0	1.0	1	3	0.25	0.041666666666666664	0.1875	0.18181818181818182
22	22	3/4	3/4	4/4	2	1	V7(9)						e	bIII/VI		V7(9)		V		7	9				Mm7	1	0	-2, 2, -1, -4	0	-2.0	-2.0	3	6	0.3333333333333333	0.1875	0.3125	0.375
22	22	7/8	7/8	4/4	2	1	I						e	bIII/VI		I		I							M	1	0	-3, 1, -2		-3.0	-3.0	1	5	0.16666666666666666	0.041666666666666664	0.2708333333333333	0.13333333333333333
23	23	0	0	4/4	2	1	ii%7(94)						e	bIII/VI		ii%7(94)		ii	%	7	94				%7	1	0	-1, -2, -7, -3	1	-1.0	-1.0	0	7	0.0	0.0	0.75	0.0
23	23	1/8	1/8	4/4	2	1	ii%7						e	bIII/VI		ii%7		ii	%	7					%7	1	0	-1, -4, -7, -3		-1.0	-1.0	10	19	0.3448275862068966	0.5208333333333334	1.6666666666666667	0.2380952380952381
24	24	0	0	4/4	2	1	V2/iv						e	bIII/VI		V2/iv		V		2		iv			Mm7	1	0	-5, -3, 1, -2		-3.0	-5.0	3	1	0.75	0.125	0.125	0.5
24	24	1/8	1/8	4/4	2	1	i6/iv						e	bIII/VI		i6/iv		i		6		iv			m	1	0	-7, -3, -4		-4.0	-7.0	7	0	1.0	0.5	0.0	1.0
24	24	3/8	3/8	4/4	2	1	viio6/iv						e	bIII/VI		viio6/iv		vii	o	6		iv			o	1	0	-9, -12, -6		-6.0	-9.0	6	0	1.0	0.5	0.0	1.0
24	24	1/2	1/2	4/4	2	1	i/iv						e	bIII/VI		i/iv		i				iv			m	1	0	-4, -7, -3		-4.0	-4.0	9	0	1.0	1.0	0.0	1.0
24	24	3/4	3/4	4/4	2	1	iio/iv					VII/iv	e	bIII/VI		iio/iv		ii	o			iv			o	1	0	-2, -5, -8		-2.0	-2.0	6	0	1.0	0.5	0.0	1.0
24	24	7/8	7/8	4/4	2	1	Ger6/iv	-7.6016	4.65575		/	IV7/III	e	bIII/VI		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	0	-8, -4, -7, 2		2.0	-8.0	4	2	0.6666666666666666	0.25	0.25	0.5
25	25	0	0	4/4	2	1	V.I64	0.532112	7.01517		/		e	V		I64		I		64					M	1	0	6, 5, 9		5.0	6.0	2	12	0.14285714285714285	0.08333333333333333	1.5416666666666667	0.05128205128205128
25	25	3/8	3/8	4/4	2	1	V						e	V		V		V							M	1	0	6, 10, 7		6.0	6.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
25	25	1/2	1/2	4/4	2	1	I(#6)						e	V		I(#6)		I			#6				M	1	0	5, 9, 6	15	5.0	5.0	2	4	0.3333333333333333	0.16666666666666666	0.3333333333333333	0.3333333333333333
25	25	5/8	5/8	4/4	2	1	V6						e	V		V6		V		6					M	1	0	10, 7, 6		6.0	10.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
25	25	3/4	3/4	4/4	2	1	I6(#6)						e	V		I6(#6)		I		6	#6				M	1	0	9, 6, 5	15	5.0	9.0	2	4	0.3333333333333333	0.16666666666666666	0.3333333333333333	0.3333333333333333
25	25	7/8	7/8	4/4	2	1	V43						e	V		V43		V		43					Mm7	1	0	7, 4, 6, 10		6.0	7.0	1	5	0.16666666666666666	0.041666666666666664	0.2708333333333333	0.13333333333333333
26	26	0	0	4/4	2	1	V						e	V		V		V							M	1	0	6, 10, 7		6.0	6.0	2	4	0.3333333333333333	0.08333333333333333	0.4166666666666667	0.16666666666666666
26	26	1/8	1/8	4/4	2	1	IVM7						e	V		IVM7		IV	M	7					MM7	1	0	4, 8, 5, 9		4.0	4.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
26	26	1/4	1/4	4/4	2	1	I64						e	V		I64		I		64					M	1	0	6, 5, 9		5.0	6.0	7	10	0.4117647058823529	0.375	1.125	0.25
26	26	3/4	3/4	4/4	2	1	V7						e	V		V7		V		7					Mm7	1	0	6, 10, 7, 4		6.0	6.0	2	6	0.25	0.10416666666666667	0.3333333333333333	0.2380952380952381
27	27	0	0	4/4	2	1	bII(7)						e	V		bII(7)		bII			7				M	1	0	0, 4, 1	5	0.0	0.0	4	9	0.3076923076923077	0.16666666666666666	0.8333333333333334	0.16666666666666666
27	27	3/8	3/8	4/4	2	1	bII						e	V		bII		bII							M	1	0	0, 4, 1		0.0	0.0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
27	27	1/2	1/2	4/4	2	1	i.III(4)						e	i		III(4)		III			4				M	1	1	1, 0, 2		1.0	1.0	4	2	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.6666666666666666
27	27	5/8	5/8	4/4	2	1	VII						e	i		VII		VII							M	1	1	2, 6, 3		2.0	2.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
27	27	3/4	3/4	4/4	2	1	VI						e	i		VI		VI							M	1	1	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.08333333333333333	0.4166666666666667	0.16666666666666666
27	27	7/8	7/8	4/4	2	1	ii%7						e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	1	5	0.16666666666666666	0.041666666666666664	0.2708333333333333	0.13333333333333333
28	28	0	0	4/4	2	1	V7(4)}						e	i		V7(4)		V		7	4			}	Mm7	1	1	5, 4, 6, 3		5.0	5.0	0	7	0.0	0.0	0.625	0.0
28	28	1/8	1/8	4/4	2	1	V						e	i		V		V							M	1	1	5, 9, 6		5.0	5.0	10	12	0.45454545454545453	0.4166666666666667	2.5833333333333335	0.1388888888888889
28	28	3/4	3/4	4/4	2	1	ii%43{						e	i		ii%43		ii	%	43				{	%7	1	1	0, 4, 6, 3		6.0	0.0	2	5	0.2857142857142857	0.08333333333333333	0.5416666666666666	0.13333333333333333
28	28	7/8	7/8	4/4	2	1	ii%7(9)						e	i		ii%7(9)		ii	%	7	9				%7	1	1	6, 3, 0, 4	1	6.0	6.0	0	4	0.0	0.0	0.25	0.0
29	29	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	2	10	0.16666666666666666	0.08333333333333333	1.1666666666666667	0.06666666666666667
29	29	3/8	3/8	4/4	2	1	ii%7						e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
29	29	1/2	1/2	4/4	2	1	i64						e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	2	7	0.2222222222222222	0.08333333333333333	0.9166666666666666	0.08333333333333333
29	29	3/4	3/4	4/4	2	1	ii%7						e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	0	6	0.0	0.0	0.75	0.0
29	29	7/8	7/8	4/4	2	1	iv7					ii%65(9)	e	i		iv7		iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
30	30	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	2	11	0.15384615384615385	0.08333333333333333	1.7916666666666667	0.04444444444444444
30	30	3/8	3/8	4/4	2	1	ii%7						e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
30	30	1/2	1/2	4/4	2	1	i64						e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	5	8	0.38461538461538464	0.20833333333333334	1.0416666666666667	0.16666666666666669
30	30	7/8	7/8	4/4	2	1	viio7/V						e	i		viio7/V		vii	o	7		V			o7	1	1	10, 7, 4, 1		10.0	10.0	0	2	0.0	0.0	0.16666666666666666	0.0
30	30	11/12	11/12	4/4	2	1	iv7						e	i		iv7		iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	0	2	0.0	0.0	0.08333333333333333	0.0
31	31	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	4	15	0.21052631578947367	0.20833333333333334	1.6041666666666667	0.11494252873563218
31	31	3/8	3/8	4/4	2	1	ii%7						e	i		ii%7		ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
31	31	1/2	1/2	4/4	2	1	i64						e	i		i64		i		64					m	1	1	5, 4, 1		4.0	5.0	3	7	0.3	0.125	0.75	0.14285714285714285
31	31	3/4	3/4	4/4	2	1	III6						e	i		III6		III		6					M	1	1	5, 2, 1		1.0	5.0	2	2	0.5	0.10416666666666667	0.08333333333333333	0.5555555555555556
31	31	7/8	7/8	4/4	2	1	V6						e	i		V6		V		6					M	1	1	9, 6, 5		5.0	9.0	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
32	32	0	0	4/4	2	1	i						e	i		i		i							m	1	1	4, 1, 5		4.0	4.0	8	6	0.5714285714285714	0.3333333333333333	0.9166666666666666	0.26666666666666666
32	32	1/2	1/2	4/4	2	1	i6						e	i		i6		i		6					m	1	1	1, 5, 4		4.0	1.0	3	3	0.5	0.125	0.125	0.5
32	32	3/4	3/4	4/4	2	1	III6						e	i		III6		III		6					M	1	1	5, 2, 1		1.0	5.0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
32	32	7/8	7/8	4/4	2	1	iv					ii/III	e	i		iv		iv							m	1	1	3, 0, 4		3.0	3.0	2	3	0.4	0.08333333333333333	0.2916666666666667	0.2222222222222222
33	33	0	0	4/4	2	1	V7/III						e	i		V7/III		V		7		III			Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	10	0.09090909090909091	0.041666666666666664	1.0833333333333333	0.037037037037037035
33	33	3/8	3/8	4/4	2	1	V(96)/III						e	i		V(96)/III		V			96	III			M	1	1	2, 6, 5	4	2.0	2.0	0	5	0.0	0.0	0.375	0.0
