mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
109	107	0	0	2/4	2	1	v6							G	iii		v6		v		6					m	0	1	3, 7, 6		6	3	0	2	0.0	0.0	0.25	0.0
109	107	1/8	1/8	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
109	107	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
110	108	0	0	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	2	9	0.18181818181818182	0.0625	1.3125	0.045454545454545456
110	108	3/8	3/8	2/4	2	1	ii%7							G	iii		ii%7		ii	%	7					%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.5	0.0
111	109	0	0	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
111	109	1/8	1/8	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	4	0.0	0.0	0.5	0.0
111	109	1/4	1/4	2/4	2	1	VI							G	iii		VI		VI							M	0	1	1, 5, 2		1	1	0	5	0.0	0.0	0.625	0.0
111	109	3/8	3/8	2/4	2	1	v6							G	iii		v6		v		6					m	0	1	3, 7, 6		6	3	0	5	0.0	0.0	0.4375	0.0
112	110	0	0	2/4	2	1	i7							G	iii		i7		i		7					mm7	0	1	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.625	0.0
112	110	1/8	1/8	2/4	2	1	V/#VII	-0.163288	-6.16329		/			G	iii		V/#VII		V				#VII			M	0	1	11, 15, 12		11	11	7	0	1.0	0.75	0.0	1.0
112	110	3/8	3/8	2/4	2	1	I6/#VII							G	iii		I6/#VII		I		6		#VII			M	0	1	14, 11, 10		10	14	3	0	1.0	0.375	0.0	1.0
113	111	0	0	2/4	2	1	I/#VII							G	iii		I/#VII		I				#VII			M	0	1	10, 14, 11		10	10	11	0	1.0	1.375	0.0	1.0
113	111	3/8	3/8	2/4	2	1	ii%7/#VII	-1	-6		/			G	iii		ii%7/#VII		ii	%	7		#VII			%7	0	1	12, 9, 6, 10		12	12	4	0	1.0	0.5	0.0	1.0
114	112	0	0	2/4	2	1	I6/#VII							G	iii		I6/#VII		I		6		#VII			M	0	1	14, 11, 10		10	14	4	0	1.0	0.5	0.0	1.0
114	112	1/8	1/8	2/4	2	1	I(9)/#VII							G	iii		I(9)/#VII		I			9	#VII			M	0	1	10, 14, 11	12	10	10	5	0	1.0	0.625	0.0	1.0
114	112	1/4	1/4	2/4	2	1	vi7/#VII						iv7/III	G	iii		vi7/#VII		vi		7		#VII			mm7	0	1	13, 10, 14, 11		13	13	5	0	1.0	0.625	0.0	1.0
114	112	3/8	3/8	2/4	2	1	V/III							G	iii		V/III		V				III			M	0	1	3, 7, 4		3	3	0	5	0.0	0.0	0.4375	0.0
115	113	0	0	2/4	2	1	bVIM7/III							G	iii		bVIM7/III		bVI	M	7		III			MM7	0	1	-2, 2, -1, 3		-2	-2	0	5	0.0	0.0	0.625	0.0
115	113	1/8	1/8	2/4	2	1	V64/III							G	iii		V64/III		V		64		III			M	0	1	4, 3, 7		3	4	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
115	113	3/8	3/8	2/4	2	1	V6/III							G	iii		V6/III		V		6		III			M	0	1	7, 4, 3		3	7	0	3	0.0	0.0	0.375	0.0
116	114	0	0	2/4	2	1	V/III							G	iii		V/III		V				III			M	0	1	3, 7, 4		3	3	2	9	0.18181818181818182	0.0625	1.3125	0.045454545454545456
116	114	3/8	3/8	2/4	2	1	ii7/V/III							G	iii		ii7/V/III		ii		7		V/III			mm7	0	1	5, 2, 6, 3		5	5	0	4	0.0	0.0	0.5	0.0
117	115	0	0	2/4	2	1	V6/III							G	iii		V6/III		V		6		III			M	0	1	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
117	115	1/8	1/8	2/4	2	1	V7/III							G	iii		V7/III		V		7		III			Mm7	0	1	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.5	0.0
117	115	1/4	1/4	2/4	2	1	iii43/III	-1.61254	6.43753		/			G	iii		iii43/III		iii		43		III			mm7	0	1	7, 4, 6, 3		6	7	0	4	0.0	0.0	0.75	0.0
118	116	0	0	2/4	2	1	vi(11)/III							G	iii		vi(11)/III		vi			11	III			m	0	1	5, 2, 6	4	5	5	0	4	0.0	0.0	0.5	0.0
118	116	1/8	1/8	2/4	2	1	vi7/III							G	iii		vi7/III		vi		7		III			mm7	0	1	5, 2, 6, 3		5	5	0	4	0.0	0.0	0.5	0.0
118	116	1/4	1/4	2/4	2	1	IVM43/III							G	iii		IVM43/III		IV	M	43		III			MM7	0	1	2, 6, 1, 5		1	2	0	4	0.0	0.0	0.75	0.0
119	117	0	0	2/4	2	1	viio(11)/III							G	iii		viio(11)/III		vii	o		11	III			o	0	1	7, 4, 1	6	7	7	0	4	0.0	0.0	0.5	0.0
119	117	1/8	1/8	2/4	2	1	vii%7/III						ii%7	G	iii		vii%7/III		vii	%	7		III			%7	0	1	7, 4, 1, 5		7	7	0	4	0.0	0.0	0.5	0.0
119	117	1/4	1/4	2/4	2	1	#viio43							G	iii		#viio43		#vii	o	43					o7	0	1	4, 1, 10, 7		10	4	3	5	0.375	0.3125	0.5	0.38461538461538464
120	118	0	0	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	9	7	0.5625	0.9375	1.875	0.3333333333333333
120	118	7/16	7/16	2/4	2	1	iv/VII							G	iii		iv/VII		iv				VII			m	0	1	2, -1, 3		2	2	0	3	0.0	0.0	0.1875	0.0
121	119	0	0	2/4	2	1	V43(11b9)/VII							G	iii		V43(11b9)/VII		V		43	11b9	VII			Mm7	0	1	5, 2, 4, 8	3, -1	4	5	0	7	0.0	0.0	0.6875	0.0
121	119	1/8	1/8	2/4	2	1	V2/VII							G	iii		V2/VII		V		2		VII			Mm7	0	1	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.5	0.0
121	119	1/4	1/4	2/4	2	1	I6/VII							G	iii		I6/VII		I		6		VII			M	0	1	7, 4, 3		3	7	0	4	0.0	0.0	0.6875	0.0
121	119	3/8	3/8	2/4	2	1	IV/VII							G	iii		IV/VII		IV				VII			M	0	1	2, 6, 3		2	2	0	2	0.0	0.0	0.1875	0.0
122	120	0	0	2/4	2	1	ii7/VII						vi7/III	G	iii		ii7/VII		ii		7		VII			mm7	0	1	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.625	0.0
122	120	1/8	1/8	2/4	2	1	viio/III							G	iii		viio/III		vii	o			III			o	0	1	7, 4, 1		7	7	0	5	0.0	0.0	0.625	0.0
122	120	1/4	1/4	2/4	2	1	V(6)/III							G	iii		V(6)/III		V			6	III			M	0	1	3, 7, 6		3	3	0	4	0.0	0.0	0.5	0.0
122	120	3/8	3/8	2/4	2	1	IV/VI							G	iii		IV/VI		IV				VI			M	0	1	0, 4, 1		0	0	0	4	0.0	0.0	0.375	0.0
123	121	0	0	2/4	2	1	iii/VI						viio6(4)/VI	G	iii		iii/VI		iii				VI			m	0	1	5, 2, 6		5	5	2	4	0.3333333333333333	0.125	0.5	0.2
123	121	1/8	1/8	2/4	2	1	V2/VI							G	iii		V2/VI		V		2		VI			Mm7	0	1	0, 2, 6, 3		2	0	0	4	0.0	0.0	0.5	0.0
123	121	1/4	1/4	2/4	2	1	I6(^2)/VI							G	iii		I6(^2)/VI		I		6	^2	VI			M	0	1	3, 2, 1		1	3	0	4	0.0	0.0	0.6875	0.0
123	121	3/8	3/8	2/4	2	1	I6/VI							G	iii		I6/VI		I		6		VI			M	0	1	5, 2, 1		1	5	0	2	0.0	0.0	0.1875	0.0
124	122	0	0	2/4	2	1	I(64)/VI							G	iii		I(64)/VI		I			64	VI			M	0	1	1, 0, 4		1	1	4	6	0.4	0.25	0.9375	0.21052631578947367
124	122	1/4	1/4	2/4	2	1	I6(6)/VI							G	iii		I6(6)/VI		I		6	6	VI			M	0	1	5, 4, 1		1	5	0	5	0.0	0.0	0.6875	0.0
124	122	3/8	3/8	2/4	2	1	I/VI							G	iii		I/VI		I				VI			M	0	1	1, 5, 2		1	1	0	2	0.0	0.0	0.1875	0.0
125	123	0	0	2/4	2	1	ii/VI							G	iii		ii/VI		ii				VI			m	0	1	3, 0, 4		3	3	2	4	0.3333333333333333	0.125	0.5	0.2
125	123	1/8	1/8	2/4	2	1	I6/VI							G	iii		I6/VI		I		6		VI			M	0	1	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
125	123	1/4	1/4	2/4	2	1	iv							G	iii		iv		iv							m	0	1	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
125	123	3/8	3/8	2/4	2	1	V							G	iii		V		V							M	0	1	6, 10, 7		6	6	0	4	0.0	0.0	0.375	0.0
126	124	0	0	2/4	2	1	i6(9)							G	iii		i6(9)		i		6	9				m	0	1	2, 6, 5	7	5	2	1	5	0.16666666666666666	0.0625	1.0625	0.05555555555555555
126	124	1/8	1/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	2	0.0	0.0	0.25	0.0
126	124	1/4	1/4	2/4	2	1	i6(6)							G	iii		i6(6)		i		6	6				m	0	1	2, 1, 5		5	2	0	1	0.0	0.0	0.125	0.0
126	124	5/16	5/16	2/4	2	1	iv}							G	iii		iv		iv						}	m	0	1	4, 1, 5		4	4	0	5	0.0	0.0	0.5	0.0
127	125	1/8	1/8	2/4	2	1	v{							G	iii		v		v						{	m	0	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
127	125	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
128	126	0	0	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	7	0.0	0.0	0.875	0.0
128	126	1/4	1/4	2/4	2	1	i7							G	iii		i7		i		7					mm7	0	1	5, 2, 6, 3		5	5	0	4	0.0	0.0	0.6875	0.0
128	126	3/8	3/8	2/4	2	1	VI6							G	iii		VI6		VI		6					M	0	1	5, 2, 1		1	5	0	2	0.0	0.0	0.1875	0.0
129	127	0	0	2/4	2	1	iv64							G	iii		iv64		iv		64					m	0	1	5, 4, 1		4	5	0	3	0.0	0.0	0.3125	0.0
129	127	1/16	1/16	2/4	2	1	bII							G	iii		bII		bII							M	0	1	0, 4, 1		0	0	0	5	0.0	0.0	0.5625	0.0
129	127	3/8	3/8	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	2	7	0.2222222222222222	0.0625	0.6875	0.08333333333333333
130	128	1/8	1/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
130	128	1/4	1/4	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	7	0.0	0.0	0.75	0.0
131	129	0	0	2/4	2	1	iv6(2)							G	iii		iv6(2)		iv		6	2				m	0	1	1, 5, 6		4	1	1	5	0.16666666666666666	0.0625	1.0625	0.05555555555555555
131	129	1/8	1/8	2/4	2	1	iv6							G	iii		iv6		iv		6					m	0	1	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
131	129	1/4	1/4	2/4	2	1	viio64/III							G	iii		viio64/III		vii	o	64		III			o	0	1	1, 7, 4		7	1	0	1	0.0	0.0	0.125	0.0
131	129	5/16	5/16	2/4	2	1	V/III							G	iii		V/III		V				III			M	0	1	3, 7, 4		3	3	0	5	0.0	0.0	0.5	0.0
132	130	0	0	2/4	2	1	III6(2)							G	iii		III6(2)		III		6	2				M	0	1	6, 3, 4		2	6	0	6	0.0	0.0	1.125	0.0
132	130	1/8	1/8	2/4	2	1	III6							G	iii		III6		III		6					M	0	1	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
132	130	1/4	1/4	2/4	2	1	i64							G	iii		i64		i		64					m	0	1	6, 5, 2		5	6	0	2	0.0	0.0	0.25	0.0
132	130	3/8	3/8	2/4	2	1	VI							G	iii		VI		VI							M	0	1	1, 5, 2		1	1	0	4	0.0	0.0	0.375	0.0
133	131	1/8	1/8	2/4	2	1	v							G	iii		v		v							m	0	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
133	131	3/8	3/8	2/4	2	1	i6							G	iii		i6		i		6					m	0	1	2, 6, 5		5	2	0	3	0.0	0.0	0.3125	0.0
134	132	0	0	2/4	2	1	i							G	iii		i		i							m	0	1	5, 2, 6		5	5	0	5	0.0	0.0	0.5	0.0
134	132	1/4	1/4	2/4	2	1	i(#0)							G	iii		i(#0)		i			#0				m	0	1	5, 2, 6		5	5	2	2	0.5	0.1875	0.1875	0.5
135	133	0	0	2/4	2	1	i2							G	iii		i2		i		2					mm7	0	1	3, 5, 2, 6		5	3	0	4	0.0	0.0	0.375	0.0
135	133	1/4	1/4	2/4	2	1	IV6							G	iii		IV6		IV		6					M	0	1	8, 5, 4		4	8	0	4	0.0	0.0	0.375	0.0
136	134	0	0	2/4	2	1	V2/III							G	iii		V2/III		V		2		III			Mm7	0	1	1, 3, 7, 4		3	1	0	4	0.0	0.0	0.375	0.0
136	134	1/4	1/4	2/4	2	1	III6(#4)							G	iii		III6(#4)		III		6	#4				M	0	1	6, 8, 2		2	6	0	4	0.0	0.0	0.375	0.0
137	135	0	0	2/4	2	1	It6							G	iii		It6	It	vii	o	6	b3	V			It	0	1	1, 5, 11		11	1	0	4	0.0	0.0	0.375	0.0
137	135	1/4	1/4	2/4	2	1	iv							G	iii		iv		iv							m	0	1	4, 1, 5		4	4	0	2	0.0	0.0	0.1875	0.0
137	135	3/8	3/8	2/4	2	1	V							G	iii		V		V							M	0	1	6, 10, 7		6	6	0	2	0.0	0.0	0.1875	0.0
138	136	0	0	2/4	2	1	i|PAC}							G	iii		i		i					PAC	}	m	0	1	5, 2, 6		5	5	6	13	0.3157894736842105	0.1875	3.3125	0.05357142857142857
141	139	3/8	3/8	2/4	2	1	vi.V							G	vi		V		V							M	0	1	5, 9, 6		5	5	0	3	0.0	0.0	0.25	0.0
