mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	f.i{						f	i		i		i						{	m	1	1	-1, -4, 0		-1.0	-1.0	2	6	0.25	0.25	1.125	0.18181818181818182
2	2	0	0	3/4	2	1	i						f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
2	2	1/4	1/4	3/4	2	1	iv7						f	i		iv7		iv		7					mm7	1	1	-2, -5, -1, -4		-2.0	-2.0	1	6	0.14285714285714285	0.125	0.875	0.125
3	3	0	0	3/4	2	1	V7(6)						f	i		V7(6)		V		7	6				Mm7	1	1	0, 4, -4, -2		0.0	0.0	0	3	0.0	0.0	0.375	0.0
3	3	1/4	1/4	3/4	2	1	V7						f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	1	4	0.2	0.125	0.875	0.125
4	4	0	0	3/4	2	1	i|PAC}						f	i		i		i					PAC	}	m	1	1	-1, -4, 0		-1.0	-1.0	1	7	0.125	0.125	1.25	0.09090909090909091
5	5	0	0	3/4	2	1	vi7/III					i7	f	i		vi7/III		vi		7		III			mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	1	9	0.1	0.125	1.25	0.09090909090909091
6	6	0	0	3/4	2	1	ii%43(9)/III						f	i		ii%43(9)/III		ii	%	43	9	III			%7	1	1	-8, -4, -2, -5	0	-2.0	-8.0	0	3	0.0	0.0	0.375	0.0
6	6	1/4	1/4	3/4	2	1	ii%43/III						f	i		ii%43/III		ii	%	43		III			%7	1	1	-8, -4, -2, -5		-2.0	-8.0	1	4	0.2	0.125	0.875	0.125
7	7	0	0	3/4	2	1	V7/III						f	i		V7/III		V		7		III			Mm7	1	1	-3, 1, -2, -5		-3.0	-3.0	1	9	0.1	0.125	1.25	0.09090909090909091
8	8	0	0	3/4	2	1	V43(4)/VI						f	i		V43(4)/VI		V		43	4	VI			Mm7	1	1	-3, -6, -4, -5		-4.0	-3.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
8	8	1/4	1/4	3/4	2	1	V43/VI						f	i		V43/VI		V		43		VI			Mm7	1	1	-3, -6, -4, 0		-4.0	-3.0	1	3	0.25	0.125	0.375	0.25
8	8	1/2	1/2	3/4	2	1	V43(b5)/VI	-1.1	-6		/		f	i		V43(b5)/VI		V		43	b5	VI			Mm7	1	1	-10, -6, -4, 0		-4.0	-10.0	0	2	0.0	0.0	0.5	0.0
9	9	0	0	3/4	2	1	VI						f	i		VI		VI							M	1	1	-5, -1, -4		-5.0	-5.0	2	6	0.25	0.25	1.125	0.18181818181818182
10	10	0	0	3/4	2	1	V7						f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	7	0.0	0.0	0.875	0.0
10	10	1/2	1/2	3/4	2	1	V7(4)						f	i		V7(4)		V		7	4				Mm7	1	1	0, -1, 1, -2		0.0	0.0	0	2	0.0	0.0	0.375	0.0
10	10	5/8	5/8	3/4	2	1	V7						f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	1	0.0	0.0	0.125	0.0
11	11	0	0	3/4	2	1	ii%65(9)						f	i		ii%65(9)		ii	%	65	9				%7	1	1	-2, -5, -1, 1	-4	1.0	-2.0	0	4	0.0	0.0	0.375	0.0
11	11	1/4	1/4	3/4	2	1	ii%65						f	i		ii%65		ii	%	65					%7	1	1	-2, -5, -1, 1		1.0	-2.0	1	4	0.2	0.125	0.875	0.125
12	12	0	0	3/4	2	1	V+/VI}	-4.48495	3.9561		/	V64(6)}	f	i		V+/VI		V	+			VI		}	+	1	1	-4, 0, 4		-4.0	-4.0	0	5	0.0	0.0	1.375	0.0
13	13	0	0	3/4	2	1	VI{						f	i		VI		VI						{	M	1	1	-5, -1, -4		-5.0	-5.0	1	4	0.2	0.125	0.75	0.14285714285714285
13	13	1/2	1/2	3/4	2	1	VIM7						f	i		VIM7		VI	M	7					MM7	1	1	-5, -1, -4, 0		-5.0	-5.0	1	2	0.3333333333333333	0.125	0.375	0.25
14	14	0	0	3/4	2	1	bII6(94)						f	i		bII6(94)		bII		6	94				M	1	1	0, -5, -6	-4	-6.0	0.0	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
14	14	1/2	1/2	3/4	2	1	bII6						f	i		bII6		bII		6					M	1	1	-2, -5, -6		-6.0	-2.0	2	2	0.5	0.25	0.25	0.5
15	15	0	0	3/4	2	1	V7(6)						f	i		V7(6)		V		7	6				Mm7	1	1	0, 4, -4, -2		0.0	0.0	0	3	0.0	0.0	0.375	0.0
15	15	1/4	1/4	3/4	2	1	V7						f	i		V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	1	4	0.2	0.125	0.875	0.125
16	16	0	0	3/4	2	1	i|PAC}						f	i		i		i					PAC	}	m	1	1	-1, -4, 0		-1.0	-1.0	0	5	0.0	0.0	1.375	0.0
17	17	0	0	3/4	2	1	III.vi{						f	III		vi		vi						{	m	1	0	-1, -4, 0		-1.0	-1.0	1	9	0.1	0.125	1.875	0.0625
18	18	0	0	3/4	2	1	I6						f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	1	9	0.1	0.125	1.875	0.0625
19	19	0	0	3/4	2	1	vi						f	III		vi		vi							m	1	0	-1, -4, 0		-1.0	-1.0	2	11	0.15384615384615385	0.25	1.75	0.125
20	20	0	0	3/4	2	1	I6						f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	2	9	0.18181818181818182	0.25	1.75	0.125
21	21	0	0	3/4	2	1	vi7						f	III		vi7		vi		7					mm7	1	0	-1, -4, 0, -3		-1.0	-1.0	2	10	0.16666666666666666	0.375	1.625	0.1875
22	22	0	0	3/4	2	1	I6						f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	2	12	0.14285714285714285	0.25	1.875	0.11764705882352941
23	23	0	0	3/4	2	1	IM7						f	III		IM7		I	M	7					MM7	1	0	-4, 0, -3, 1		-4.0	-4.0	0	14	0.0	0.0	2.125	0.0
24	24	0	0	3/4	2	1	vi						f	III		vi		vi							m	1	0	-1, -4, 0		-1.0	-1.0	2	3	0.4	0.25	0.375	0.4
24	24	1/4	1/4	3/4	2	1	vi7(9)					ii7(9)/V	f	III		vi7(9)		vi		7	9				mm7	1	0	-1, -4, 0, -3	1	-1.0	-1.0	0	9	0.0	0.0	1.375	0.0
25	25	0	0	3/4	2	1	V7/V						f	III		V7/V		V		7		V			Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	2	12	0.14285714285714285	0.25	1.875	0.11764705882352941
26	26	0	0	3/4	2	1	V|HC}{						f	III		V		V					HC	}{	M	1	0	-3, 1, -2		-3.0	-3.0	0	8	0.0	0.0	1.375	0.0
26	26	1/2	1/2	3/4	2	1	V7						f	III		V7		V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
27	27	0	0	3/4	2	1	I6						f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	2	3	0.4	0.25	0.375	0.4
27	27	1/4	1/4	3/4	2	1	I						f	III		I		I							M	1	0	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	0.875	0.0
27	27	1/2	1/2	3/4	2	1	ii7(11)	0	-9		/		f	III		ii7(11)		ii		7	11				mm7	1	0	-2, -5, -1, -4	-3	-2.0	-2.0	0	6	0.0	0.0	1.125	0.0
28	28	0	0	3/4	2	1	V						f	III		V		V							M	1	0	-3, 1, -2		-3.0	-3.0	2	10	0.16666666666666666	0.25	2.375	0.09523809523809523
29	29	0	0	3/4	2	1	I						f	III		I		I							M	1	0	-4, 0, -3		-4.0	-4.0	2	3	0.4	0.25	0.375	0.4
29	29	1/4	1/4	3/4	2	1	I6						f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	0	4	0.0	0.0	0.75	0.0
29	29	1/2	1/2	3/4	2	1	IV(9)						f	III		IV(9)		IV			9				M	1	0	-5, -1, -4	-3	-5.0	-5.0	0	4	0.0	0.0	0.75	0.0
30	30	0	0	3/4	2	1	V7(9)						f	III		V7(9)		V		7	9				Mm7	1	0	-3, 1, -2, -5	-1	-3.0	-3.0	4	20	0.16666666666666666	0.5	2.5	0.16666666666666666
34	34	0	0	3/4	2	1	V7(96)}{						f	III		V7(96)		V		7	96			}{	Mm7	1	0	-3, 1, 0, -5	-1	-3.0	-3.0	0	8	0.0	0.0	2.25	0.0
35	35	0	0	3/4	2	1	V2(94)						f	III		V2(94)		V		2	94				Mm7	1	0	-5, -3, -4, -2	-1	-3.0	-5.0	0	8	0.0	0.0	2.25	0.0
36	36	0	0	3/4	2	1	I6						f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.375	0.0
36	36	1/8	1/8	3/4	2	1	V43						f	III		V43		V		43					Mm7	1	0	-2, -5, -3, 1		-3.0	-2.0	0	3	0.0	0.0	0.375	0.0
36	36	1/4	1/4	3/4	2	1	V7(94)						f	III		V7(94)		V		7	94				Mm7	1	0	-3, -4, -2, -5	-1	-3.0	-3.0	0	8	0.0	0.0	1.5	0.0
37	37	0	0	3/4	2	1	V2(9)						f	III		V2(9)		V		2	9				Mm7	1	0	-5, -3, 1, -2	-1	-3.0	-5.0	0	6	0.0	0.0	1.5	0.0
37	37	1/2	1/2	3/4	2	1	#vii%7/ii	-2.58455	7.36575	0.11992	/		f	III		#vii%7/ii		#vii	%	7		ii			%7	1	0	3, 0, -3, 1		3.0	3.0	0	4	0.0	0.0	0.75	0.0
38	38	0	0	3/4	2	1	i(42)/ii	0.38008	7.31273	-2.46606	/		f	III		i(42)/ii		i			42	ii			m	1	0	0, -3, -1		-2.0	0.0	0	6	0.0	0.0	1.125	0.0
38	38	1/4	1/4	3/4	2	1	i(+#6)/ii						f	III		i(+#6)/ii		i			+#6	ii			m	1	0	-2, -5, -1	1	-2.0	-2.0	0	7	0.0	0.0	1.25	0.0
38	38	1/2	1/2	3/4	2	1	V6/ii						f	III		V6/ii		V		6		ii			M	1	0	3, 0, -1		-1.0	3.0	0	4	0.0	0.0	0.625	0.0
39	39	0	0	3/4	2	1	i/ii	0.107503	3.16819	-5.19765	/	iv/vi	f	III		i/ii		i				ii			m	1	0	-2, -5, -1		-2.0	-2.0	2	10	0.16666666666666666	0.25	1.625	0.13333333333333333
40	40	0	0	3/4	2	1	iv2/vi						f	III		iv2/vi		iv		2		vi			mm7	1	0	-4, -2, -5, -1		-2.0	-4.0	2	23	0.08	0.25	3.5	0.06666666666666667
42	42	0	0	3/4	2	1	ii%65/vi						f	III		ii%65/vi		ii	%	65		vi			%7	1	0	-2, -5, -1, 1		1.0	-2.0	2	10	0.16666666666666666	0.25	1.625	0.13333333333333333
43	43	0	0	3/4	2	1	i/vi}{						f	III		i/vi		i				vi		}{	m	1	0	-1, -4, 0		-1.0	-1.0	2	3	0.4	0.25	1.625	0.13333333333333333
43	43	1/2	1/2	3/4	2	1	V7(96)/iv/vi	-4.83763	4.18886		/		f	III		V7(96)/iv/vi		V		7	96	iv/vi			Mm7	1	0	-1, 3, -5, -3	-6	-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
44	44	0	0	3/4	2	1	V2(94)/iv/vi						f	III		V2(94)/iv/vi		V		2	94	iv/vi			Mm7	1	0	-3, -1, -2, 0	-6	-1.0	-3.0	1	7	0.125	0.125	2.125	0.05555555555555555
45	45	0	0	3/4	2	1	iv6/vi						f	III		iv6/vi		iv		6		vi			m	1	0	-5, -1, -2		-2.0	-5.0	0	3	0.0	0.0	0.375	0.0
