mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
84	83	3/4	3/4	4/4	2	1	V7/III	-6.08128	4.73251		/		ii7/VI	f	iv		V7/III		V		7		III			Mm7	1	1	-4, 0, -3, -6		-4.0	-4.0	1	2	0.3333333333333333	0.0625	0.4375	0.125
85	84	0	0	4/4	2	1	IV6(4)/VI							f	iv		IV6(4)/VI		IV		6	4	VI			M	1	1	-1, -6, -7		-7.0	-1.0	1	3	0.25	0.25	1.0	0.2
85	84	1/4	1/4	4/4	2	1	vii%7/VI							f	iv		vii%7/VI		vii	%	7		VI			%7	1	1	-1, -4, -7, -3		-1.0	-1.0	0	3	0.0	0.0	0.75	0.0
85	84	1/2	1/2	4/4	2	1	VI							f	iv		VI		VI							M	1	1	-6, -2, -5		-6.0	-6.0	0	4	0.0	0.0	1.0	0.0
85	84	3/4	3/4	4/4	2	1	iv							f	iv		iv		iv							m	1	1	-3, -6, -2		-3.0	-3.0	1	2	0.3333333333333333	0.125	0.375	0.25
86	85	0	0	4/4	2	1	v43							f	iv		v43		v		43					mm7	1	1	0, -3, -1, -4		-1.0	0.0	1	4	0.2	0.125	1.125	0.1
86	85	1/4	1/4	4/4	2	1	v43(11)							f	iv		v43(11)		v		43	11				mm7	1	1	0, -3, -1, -4	-2	-1.0	0.0	1	3	0.25	0.125	0.875	0.125
86	85	1/2	1/2	4/4	2	1	VI6(2)							f	iv		VI6(2)		VI		6	2				M	1	1	-2, -5, -4		-6.0	-2.0	2	2	0.5	0.25	0.75	0.25
86	85	3/4	3/4	4/4	2	1	VI6							f	iv		VI6		VI		6					M	1	1	-2, -5, -6		-6.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
87	86	0	0	4/4	2	1	#viio7							f	iv		#viio7		#vii	o	7					o7	1	1	3, 0, -3, -6		3.0	3.0	2	6	0.25	0.25	1.875	0.11764705882352941
87	86	1/2	1/2	4/4	2	1	V(6)/iv							f	iv		V(6)/iv		V			6	iv			M	1	1	-2, 2, -6		-2.0	-2.0	2	3	0.4	0.25	1.125	0.18181818181818182
87	86	3/4	3/4	4/4	2	1	V/iv							f	iv		V/iv		V				iv			M	1	1	-2, 2, -1		-2.0	-2.0	1	2	0.3333333333333333	0.125	0.375	0.25
88	87	0	0	4/4	2	1	i6/iv|IAC}{							f	iv		i6/iv		i		6		iv	IAC	}{	m	1	1	-6, -2, -3		-3.0	-6.0	0	6	0.0	0.0	2.25	0.0
88	87	1/2	1/2	4/4	2	1	v64/iv							f	iv		v64/iv		v		64		iv			m	1	1	-1, -2, -5		-2.0	-1.0	0	6	0.0	0.0	1.5	0.0
88	87	3/4	3/4	4/4	2	1	i6/iv							f	iv		i6/iv		i		6		iv			m	1	1	-6, -2, -3		-3.0	-6.0	0	6	0.0	0.0	1.5	0.0
89	88	0	0	4/4	2	1	i/iv							f	iv		i/iv		i				iv			m	1	1	-3, -6, -2		-3.0	-3.0	0	6	0.0	0.0	2.25	0.0
89	88	1/4	1/4	4/4	2	1	i6/iv							f	iv		i6/iv		i		6		iv			m	1	1	-6, -2, -3		-3.0	-6.0	0	11	0.0	0.0	1.25	0.0
89	88	1/2	1/2	4/4	2	1	v64(4)/iv							f	iv		v64(4)/iv		v		64	4	iv			m	1	1	-1, -2, -3		-2.0	-1.0	0	9	0.0	0.0	1.25	0.0
89	88	3/4	3/4	4/4	2	1	i6/iv							f	iv		i6/iv		i		6		iv			m	1	1	-6, -2, -3		-3.0	-6.0	0	7	0.0	0.0	1.25	0.0
90	89	0	0	4/4	2	1	i/iv							f	iv		i/iv		i				iv			m	1	1	-3, -6, -2		-3.0	-3.0	0	6	0.0	0.0	2.25	0.0
90	89	1/4	1/4	4/4	2	1	i6/iv							f	iv		i6/iv		i		6		iv			m	1	1	-6, -2, -3		-3.0	-6.0	0	9	0.0	0.0	1.0	0.0
90	89	1/2	1/2	4/4	2	1	v64(4)/iv							f	iv		v64(4)/iv		v		64	4	iv			m	1	1	-1, -2, -3		-2.0	-1.0	0	8	0.0	0.0	1.2083333333333333	0.0
90	89	3/4	3/4	4/4	2	1	i6/iv							f	iv		i6/iv		i		6		iv			m	1	1	-6, -2, -3		-3.0	-6.0	0	7	0.0	0.0	1.25	0.0
91	90	0	0	4/4	2	1	i/iv							f	iv		i/iv		i				iv			m	1	1	-3, -6, -2		-3.0	-3.0	0	5	0.0	0.0	1.75	0.0
91	90	1/4	1/4	4/4	2	1	i6/iv							f	iv		i6/iv		i		6		iv			m	1	1	-6, -2, -3		-3.0	-6.0	0	9	0.0	0.0	1.0	0.0
91	90	1/2	1/2	4/4	2	1	v64(4)/iv							f	iv		v64(4)/iv		v		64	4	iv			m	1	1	-1, -2, -3		-2.0	-1.0	0	8	0.0	0.0	1.2083333333333333	0.0
91	90	3/4	3/4	4/4	2	1	iv65							f	iv		iv65		iv		65					mm7	1	1	-6, -2, -5, -3		-3.0	-6.0	0	9	0.0	0.0	1.5	0.0
92	91	0	0	4/4	2	1	III							f	iv		III		III							M	1	1	-5, -1, -4		-5.0	-5.0	0	10	0.0	0.0	4.0	0.0
92	91	3/4	3/4	4/4	2	1	VI							f	iv		VI		VI							M	1	1	-6, -2, -5		-6.0	-6.0	3	4	0.42857142857142855	0.1875	0.8125	0.1875
93	92	0	0	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
93	92	1/4	1/4	4/4	2	1	iv64						i(4)	f	iv		iv64		iv		64					m	1	1	-2, -3, -6		-3.0	-2.0	0	6	0.0	0.0	1.5	0.0
93	92	1/2	1/2	4/4	2	1	i							f	iv		i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
93	92	3/4	3/4	4/4	2	1	bII							f	iv		bII		bII							M	1	1	-7, -3, -6		-7.0	-7.0	0	6	0.0	0.0	1.5	0.0
94	93	0	0	4/4	2	1	iv64						i(4)	f	iv		iv64		iv		64					m	1	1	-2, -3, -6		-3.0	-2.0	0	6	0.0	0.0	1.5	0.0
94	93	1/4	1/4	4/4	2	1	i2							f	iv		i2		i		2					mm7	1	1	-4, -2, -5, -1		-2.0	-4.0	0	5	0.0	0.0	1.25	0.0
94	93	1/2	1/2	4/4	2	1	VI							f	iv		VI		VI							M	1	1	-6, -2, -5		-6.0	-6.0	0	5	0.0	0.0	1.25	0.0
94	93	3/4	3/4	4/4	2	1	III64							f	iv		III64		III		64					M	1	1	-4, -5, -1		-5.0	-4.0	0	5	0.0	0.0	1.25	0.0
95	94	0	0	4/4	2	1	ii/VI							f	iv		ii/VI		ii				VI			m	1	1	-4, -7, -3		-4.0	-4.0	0	5	0.0	0.0	1.75	0.0
95	94	1/4	1/4	4/4	2	1	ii64/VI						IV6/VI	f	iv		ii64/VI		ii		64		VI			m	1	1	-3, -4, -7		-4.0	-3.0	0	3	0.0	0.0	0.75	0.0
95	94	1/2	1/2	4/4	2	1	VI							f	iv		VI		VI							M	1	1	-6, -2, -5		-6.0	-6.0	0	7	0.0	0.0	2.25	0.0
96	95	0	0	4/4	2	1	V[V}{							f	iv	V	V		V						}{	M	1	1	-1, 3, 0		-1.0	-1.0	0	5	0.0	0.0	4.0	0.0
96	95	1/2	1/2	4/4	2	1	V7							f	iv	V	V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0	1	4	0.2	0.125	0.875	0.125
97	96	0	0	4/4	2	1	i							f	iv	V	i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	7	0.0	0.0	2.0	0.0
97	96	3/8	3/8	4/4	2	1	iv7							f	iv	V	iv7		iv		7					mm7	1	1	-3, -6, -2, -5		-3.0	-3.0	0	3	0.0	0.0	0.375	0.0
97	96	1/2	1/2	4/4	2	1	V							f	iv	V	V		V							M	1	1	-1, 3, 0		-1.0	-1.0	0	5	0.0	0.0	1.5	0.0
98	97	0	0	4/4	2	1	V7							f	iv	V	V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0	0	5	0.0	0.0	2.5	0.0
98	97	3/8	3/8	4/4	2	1	i							f	iv	V	i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
98	97	1/2	1/2	4/4	2	1	V							f	iv	V	V		V							M	1	1	-1, 3, 0		-1.0	-1.0	2	6	0.25	0.1	0.5	0.16666666666666669
98	97	3/4	3/4	4/4	2	1	i							f	iv	V	i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
98	97	7/8	7/8	4/4	2	1	iv7							f	iv	V	iv7		iv		7					mm7	1	1	-3, -6, -2, -5		-3.0	-3.0	0	3	0.0	0.0	0.375	0.0
99	98	0	0	4/4	2	1	V							f	iv	V	V		V							M	1	1	-1, 3, 0		-1.0	-1.0	1	7	0.125	0.125	2.5	0.047619047619047616
99	98	1/2	1/2	4/4	2	1	V7							f	iv	V	V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0	3	6	0.3333333333333333	0.375	1.25	0.23076923076923078
99	98	7/8	7/8	4/4	2	1	i							f	iv	V	i		i							m	1	1	-2, -5, -1		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
100	99	0	0	4/4	2	1	V7(9)							f	iv	V	V7(9)		V		7	9				Mm7	1	1	-1, 3, 0, -3	-6	-1.0	-1.0	0	12	0.0	0.0	3.375	0.0
100	99	1/2	1/2	4/4	2	1	i(#139)							f	iv	V	i(#139)		i			#139				m	1	1	-2, -5, -1	1, 0	-2.0	-2.0	0	5	0.0	0.0	1.125	0.0
100	99	3/4	3/4	4/4	2	1	viio7/V							f	iv	V	viio7/V		vii	o	7		V			o7	1	1	4, 1, -2, -5		4.0	4.0	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
101	100	0	0	4/4	2	1	V							f	iv	V	V		V							M	1	1	-1, 3, 0		-1.0	-1.0	0	8	0.0	0.0	2.375	0.0
101	100	3/8	3/8	4/4	2	1	i7						iv7/V	f	iv	V	i7		i		7					mm7	1	1	-2, -5, -1, -4		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
101	100	1/2	1/2	4/4	2	1	V/V							f	iv	V	V/V		V				V			M	1	1	0, 4, 1		0.0	0.0	1	6	0.14285714285714285	0.375	1.5	0.2
102	101	0	0	4/4	2	1	V7							f	iv	V	V7		V		7					Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0	1	4	0.2	0.0	2.125	0.0
102	101	3/8	3/8	4/4	2	1	V7(9b5)						Ger6/iv	f	iv	V	V7(9b5)		V		7	9b5				Mm7	1	1	-1, 3, -7, -3	-6	-1.0	-1.0	0	4	0.0	0.0	0.375	0.0
102	101	1/2	1/2	4/4	2	1	I]							f	iv	V	I		I							M	1	1	-2, 2, -1		-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
103	102	0	0	4/4	2	1	V65/V/III	-1.29227	4.41126		/			f	iv		V65/V/III		V		65		V/III			Mm7	1	1	1, -2, -5, -3		-3.0	1.0	1	3	0.25	0.0	1.125	0.0
103	102	3/8	3/8	4/4	2	1	V65(b9b5)/V						Ger7/III	f	iv		V65(b9b5)/V		V		65	b9b5	V			Mm7	1	1	4, -6, -2, 0	-5	0.0	4.0	4	0	1.0	0.375	0.0	1.0
103	102	1/2	1/2	4/4	2	1	V/III|HC}	-4.18088	4.36354		/			f	iv		V/III		V				III	HC	}	M	1	1	-4, 0, -3		-4.0	-4.0	0	5	0.0	0.0	1.5	0.0
104	103	0	0	4/4	2	1	V7/vi{							f	iv		V7/vi		V		7		vi		{	Mm7	1	1	-5, -1, -4, -7		-5.0	-5.0	0	10	0.0	0.0	3.0	0.0
104	103	1/2	1/2	4/4	2	1	V2/vi							f	iv		V2/vi		V		2		vi			Mm7	1	1	-7, -5, -1, -4		-5.0	-7.0	1	4	0.2	0.125	0.875	0.125
105	104	0	0	4/4	2	1	i6/vi							f	iv		i6/vi		i		6		vi			m	1	1	-9, -5, -6		-6.0	-9.0	0	6	0.0	0.0	1.0	0.0
105	104	3/8	3/8	4/4	2	1	iv7/vi							f	iv		iv7/vi		iv		7		vi			mm7	1	1	-7, -10, -6, -9		-7.0	-7.0	0	3	0.0	0.0	0.375	0.0
105	104	1/2	1/2	4/4	2	1	V/vi							f	iv		V/vi		V				vi			M	1	1	-5, -1, -4		-5.0	-5.0	0	5	0.0	0.0	1.5	0.0
106	105	0	0	4/4	2	1	i.V7/v							f	i		V7/v		V		7		v			Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	10	0.0	0.0	3.0	0.0
106	105	1/2	1/2	4/4	2	1	V2/v							f	i		V2/v		V		2		v			Mm7	1	1	-1, 1, 5, 2		1.0	-1.0	1	4	0.2	0.125	0.875	0.125
107	106	0	0	4/4	2	1	i6/v							f	i		i6/v		i		6		v			m	1	1	-3, 1, 0		0.0	-3.0	0	6	0.0	0.0	1.0	0.0
107	106	3/8	3/8	4/4	2	1	iv7/v							f	i		iv7/v		iv		7		v			mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
107	106	1/2	1/2	4/4	2	1	V/v							f	i		V/v		V				v			M	1	1	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.5	0.0
108	107	0	0	4/4	2	1	Ger6}						V7/bII}	f	i		Ger6	Ger	vii	o	65	b3	V		}	Ger	1	1	-5, -1, -4, 5		5.0	-5.0	16	22	0.42105263157894735	2.1875	3.8125	0.3645833333333333
112	111	0	0	4/4	2	1	i6{	0.107503	11.6729	-8.42274	/			f	i		i6		i		6				{	m	1	1	-4, 0, -1		-1.0	-4.0	0	5	0.0	0.0	1.25	0.0
112	111	1/2	1/2	4/4	2	1	i	0.215006	9.25574	-9.92778	/			f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
113	112	0	0	4/4	2	1	iv7(9)							f	i		iv7(9)		iv		7	9				mm7	1	1	-2, -5, -1, -4	0	-2.0	-2.0	1	6	0.14285714285714285	0.25	2.25	0.1
113	112	1/2	1/2	4/4	2	1	i64							f	i		i64		i		64					m	1	1	0, -1, -4		-1.0	0.0	0	6	0.0	0.0	1.5	0.0
114	113	0	0	4/4	2	1	VII7(94)							f	i		VII7(94)		VII		7	94				Mm7	1	1	-3, -4, -2, -5	-1	-3.0	-3.0	1	5	0.16666666666666666	0.25	1.125	0.18181818181818182
114	113	1/4	1/4	4/4	2	1	VII7							f	i		VII7		VII		7					Mm7	1	1	-3, 1, -2, -5		-3.0	-3.0	1	1	0.5	0.125	0.25	0.3333333333333333
114	113	1/2	1/2	4/4	2	1	III							f	i		III		III							M	1	1	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.0	0.0
114	113	3/4	3/4	4/4	2	1	III(13)	-2.12845	7.40418	0.347968	/			f	i		III(13)		III			13				M	1	1	-4, 0, -3	-1	-4.0	-4.0	0	2	0.0	0.0	0.5	0.0
115	114	0	0	4/4	2	1	v7(4)							f	i		v7(4)		v		7	4				mm7	1	1	0, -1, 1, -2		0.0	0.0	0	5	0.0	0.0	1.25	0.0
115	114	1/4	1/4	4/4	2	1	v7(11)							f	i		v7(11)		v		7	11				mm7	1	1	0, -3, 1, -2	-1	0.0	0.0	0	2	0.0	0.0	0.5	0.0
115	114	1/2	1/2	4/4	2	1	i7							f	i		i7		i		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	2	8	0.2	0.25	1.5	0.14285714285714285
116	115	0	0	4/4	2	1	i2							f	i		i2		i		2					mm7	1	1	-3, -1, -4, 0		-1.0	-3.0	2	8	0.2	0.25	3.625	0.06451612903225806
116	115	3/4	3/4	4/4	2	1	VIM7	-0.988208	7.75191		/			f	i		VIM7		VI	M	7					MM7	1	1	-5, -1, -4, 0		-5.0	-5.0	0	3	0.0	0.0	0.625	0.0
116	115	7/8	7/8	4/4	2	1	iv6							f	i		iv6		iv		6					m	1	1	-5, -1, -2		-2.0	-5.0	0	2	0.0	0.0	0.25	0.0
117	116	0	0	4/4	2	1	i43(4)							f	i		i43(4)		i		43	4				mm7	1	1	0, -3, -1, -2		-1.0	0.0	1	6	0.14285714285714285	0.125	2.125	0.05555555555555555
117	116	1/4	1/4	4/4	2	1	i43							f	i		i43		i		43					mm7	1	1	0, -3, -1, -4		-1.0	0.0	2	1	0.6666666666666666	0.25	0.125	0.6666666666666666
117	116	1/2	1/2	4/4	2	1	iv7(49)							f	i		iv7(49)		iv		7	49				mm7	1	1	-2, -3, -1, -4	0	-2.0	-2.0	0	3	0.0	0.0	0.875	0.0
117	116	3/4	3/4	4/4	2	1	iv7(9)							f	i		iv7(9)		iv		7	9				mm7	1	1	-2, -5, -1, -4	0	-2.0	-2.0	0	2	0.0	0.0	0.5	0.0
117	116	7/8	7/8	4/4	2	1	iv7						ii7/III	f	i		iv7		iv		7					mm7	1	1	-2, -5, -1, -4		-2.0	-2.0	0	1	0.0	0.0	0.125	0.0
118	117	0	0	4/4	2	1	III.V(64)							f	III		V(64)		V			64				M	1	0	-3, -4, 0		-3.0	-3.0	3	7	0.3	0.375	1.875	0.16666666666666666
118	117	1/2	1/2	4/4	2	1	V(94)	-0.456096	4.86829		/			f	III		V(94)		V			94				M	1	0	-3, -4, -2	-1	-3.0	-3.0	0	2	0.0	0.0	0.5	0.0
118	117	3/4	3/4	4/4	2	1	V7(9)	-2.3565	4.43956		/			f	III		V7(9)		V		7	9				Mm7	1	0	-3, 1, -2, -5	-1	-3.0	-3.0	0	4	0.0	0.0	1.0	0.0
119	118	0	0	4/4	2	1	I|IAC}							f	III		I		I					IAC	}	M	1	0	-4, 0, -3		-4.0	-4.0	1	6	0.14285714285714285	0.125	2.125	0.05555555555555555
119	118	1/2	1/2	4/4	2	1	I(64)							f	III		I(64)		I			64				M	1	0	-4, -5, -1		-4.0	-4.0	0	3	0.0	0.0	1.0	0.0
119	118	3/4	3/4	4/4	2	1	I							f	III		I		I							M	1	0	-4, 0, -3		-4.0	-4.0	1	1	0.5	0.25	0.25	0.5
120	119	0	0	4/4	2	1	I{							f	III		I		I						{	M	1	0	-4, 0, -3		-4.0	-4.0	2	7	0.2222222222222222	0.25	2.0	0.1111111111111111
120	119	1/2	1/2	4/4	2	1	ii6(112)							f	III		ii6(112)		ii		6	112				m	1	0	-5, -1, 0	-3	-2.0	-5.0	0	4	0.0	0.0	1.0	0.0
120	119	5/8	5/8	4/4	2	1	ii6							f	III		ii6		ii		6					m	1	0	-5, -1, -2		-2.0	-5.0	2	2	0.5	0.5	0.25	0.6666666666666666
120	119	7/8	7/8	4/4	2	1	ii7(9)	-0.14	-9.36001		/			f	III		ii7(9)		ii		7	9				mm7	1	0	-2, -5, -1, -4	0	-2.0	-2.0	0	2	0.0	0.0	0.25	0.0
121	120	0	0	4/4	2	1	V							f	III		V		V							M	1	0	-3, 1, -2		-3.0	-3.0	2	4	0.3333333333333333	0.25	1.0	0.2
121	120	3/8	3/8	4/4	2	1	I6							f	III		I6		I		6					M	1	0	0, -3, -4		-4.0	0.0	0	4	0.0	0.0	0.5	0.0
121	120	1/2	1/2	4/4	2	1	ii43(42)							f	III		ii43(42)		ii		43	42				mm7	1	0	-1, -4, 0, -3		-2.0	-1.0	0	4	0.0	0.0	0.75	0.0
121	120	5/8	5/8	4/4	2	1	ii43							f	III		ii43		ii		43					mm7	1	0	-1, -4, -2, -5		-2.0	-1.0	1	3	0.25	0.25	0.5	0.3333333333333333
121	120	7/8	7/8	4/4	2	1	IVM7							f	III		IVM7		IV	M	7					MM7	1	0	-5, -1, -4, 0		-5.0	-5.0	0	2	0.0	0.0	0.25	0.0
122	121	0	0	4/4	2	1	vii%7							f	III		vii%7		vii	%	7					%7	1	0	1, -2, -5, -1		1.0	1.0	2	4	0.3333333333333333	0.5	0.75	0.4
122	121	1/4	1/4	4/4	2	1	V7(6)							f	III		V7(6)		V		7	6				Mm7	1	0	-3, 1, 0, -5		-3.0	-3.0	0	2	0.0	0.0	0.5	0.0
122	121	3/8	3/8	4/4	2	1	V7							f	III		V7		V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	0	2	0.0	0.0	0.25	0.0
122	121	1/2	1/2	4/4	2	1	I							f	III		I		I							M	1	0	-4, 0, -3		-4.0	-4.0	4	4	0.5	0.5	0.5	0.5
122	121	3/4	3/4	4/4	2	1	vi7							f	III		vi7		vi		7					mm7	1	0	-1, -4, 0, -3		-1.0	-1.0	1	5	0.16666666666666666	0.125	0.875	0.125
123	122	0	0	4/4	2	1	IV							f	III		IV		IV							M	1	0	-5, -1, -4		-5.0	-5.0	2	2	0.5	0.25	0.5	0.3333333333333333
123	122	1/4	1/4	4/4	2	1	V43							f	III		V43		V		43					Mm7	1	0	-2, -5, -3, 1		-3.0	-2.0	0	4	0.0	0.0	0.5	0.0
123	122	3/8	3/8	4/4	2	1	i.i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
123	122	1/2	1/2	4/4	2	1	V6/III							f	i		V6/III		V		6		III			M	1	1	1, -2, -3		-3.0	1.0	0	4	0.0	0.0	0.75	0.0
123	122	3/4	3/4	4/4	2	1	i(4)							f	i		i(4)		i			4				m	1	1	-1, -2, 0		-1.0	-1.0	1	4	0.2	0.125	0.875	0.125
123	122	7/8	7/8	4/4	2	1	V65							f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	2	0.0	0.0	0.25	0.0
124	123	0	0	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	5	3	0.625	0.625	1.625	0.2777777777777778
124	123	1/2	1/2	4/4	2	1	i43							f	i		i43		i		43					mm7	1	1	0, -3, -1, -4		-1.0	0.0	0	6	0.0	0.0	1.25	0.0
124	123	7/8	7/8	4/4	2	1	viio7/V							f	i		viio7/V		vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	0	2	0.0	0.0	0.25	0.0
125	124	0	0	4/4	2	1	#viio43(4)							f	i		#viio43(4)		#vii	o	43	4				o7	1	1	-2, -5, 4, -4		4.0	-2.0	0	4	0.0	0.0	0.75	0.0
125	124	1/8	1/8	4/4	2	1	#viio43							f	i		#viio43		#vii	o	43					o7	1	1	-2, -5, 4, 1		4.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
125	124	3/8	3/8	4/4	2	1	I6							f	i		I6		I		6					M	1	1	3, 0, -1		-1.0	3.0	0	3	0.0	0.0	0.375	0.0
125	124	1/2	1/2	4/4	2	1	VIM43							f	i		VIM43		VI	M	43					MM7	1	1	-4, 0, -5, -1		-5.0	-4.0	0	8	0.0	0.0	1.75	0.0
125	124	7/8	7/8	4/4	2	1	V7(b5)/V						Fr7	f	i		V7(b5)/V		V		7	b5	V			Mm7	1	1	1, 5, -5, -1		1.0	1.0	0	2	0.0	0.0	0.25	0.0
126	125	0	0	4/4	2	1	V(64)							f	i		V(64)		V			64				M	1	1	0, -1, -4		0.0	0.0	1	7	0.125	0.125	1.375	0.08333333333333333
126	125	3/8	3/8	4/4	2	1	#viio2							f	i		#viio2		#vii	o	2					o7	1	1	-5, 4, 1, -2		4.0	-5.0	0	5	0.0	0.0	0.625	0.0
126	125	1/2	1/2	4/4	2	1	i64							f	i		i64		i		64					m	1	1	0, -1, -4		-1.0	0.0	0	5	0.0	0.0	0.625	0.0
126	125	5/8	5/8	4/4	2	1	iio6							f	i		iio6		ii	o	6					o	1	1	-2, -5, 1		1.0	-2.0	0	5	0.0	0.0	0.625	0.0
126	125	3/4	3/4	4/4	2	1	IV7(^2)						i(+4)	f	i		IV7(^2)		IV		7	^2				Mm7	1	1	-2, 0, -1, -4		-2.0	-2.0	0	5	0.0	0.0	0.625	0.0
126	125	7/8	7/8	4/4	2	1	IV2	-0.14	-8.94001		/			f	i		IV2		IV		2					Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	0	5	0.0	0.0	0.625	0.0
127	126	0	0	4/4	2	1	V64							f	i		V64		V		64					M	1	1	1, 0, 4		0.0	1.0	0	5	0.0	0.0	0.625	0.0
127	126	1/8	1/8	4/4	2	1	i(#6)							f	i		i(#6)		i			#6				m	1	1	-1, -4, 0	2	-1.0	-1.0	0	5	0.0	0.0	0.625	0.0
127	126	1/4	1/4	4/4	2	1	V							f	i		V		V							M	1	1	0, 4, 1		0.0	0.0	1	6	0.14285714285714285	0.0	3.75	0.0
128	127	0	0	4/4	2	1	i|PAC}							f	i		i		i					PAC	}	m	1	1	-1, -4, 0		-1.0	-1.0	0	6	0.0	0.0	2.25	0.0
128	127	1/4	1/4	4/4	2	1	i6{							f	i		i6		i		6				{	m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.75	0.0
128	127	1/2	1/2	4/4	2	1	v64							f	i		v64		v		64					m	1	1	1, 0, -3		0.0	1.0	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
128	127	3/4	3/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	6	0.0	0.0	1.5	0.0
129	128	0	0	4/4	2	1	i							f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	6	0.0	0.0	2.25	0.0
129	128	1/4	1/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	11	0.0	0.0	1.25	0.0
129	128	1/2	1/2	4/4	2	1	v64(4)							f	i		v64(4)		v		64	4				m	1	1	1, 0, -1		0.0	1.0	0	9	0.0	0.0	1.25	0.0
129	128	3/4	3/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	7	0.0	0.0	1.25	0.0
130	129	0	0	4/4	2	1	i							f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	6	0.0	0.0	2.25	0.0
130	129	1/4	1/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	9	0.0	0.0	1.0	0.0
130	129	1/2	1/2	4/4	2	1	v64(4)							f	i		v64(4)		v		64	4				m	1	1	1, 0, -1		0.0	1.0	0	8	0.0	0.0	1.2083333333333333	0.0
130	129	3/4	3/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	7	0.0	0.0	1.25	0.0
131	130	0	0	4/4	2	1	i							f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	5	0.0	0.0	2.0	0.0
131	130	1/4	1/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	9	0.0	0.0	1.0	0.0
131	130	1/2	1/2	4/4	2	1	v64(4)							f	i		v64(4)		v		64	4				m	1	1	1, 0, -1		0.0	1.0	0	7	0.0	0.0	1.0833333333333333	0.0
131	130	3/4	3/4	4/4	2	1	i6							f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	7	0.0	0.0	1.25	0.0
132	131	0	0	4/4	2	1	i							f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	3	12	0.2	0.1875	2.0625	0.08333333333333333
132	131	3/8	3/8	4/4	2	1	iv65							f	i		iv65		iv		65					mm7	1	1	-5, -1, -4, -2		-2.0	-5.0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
132	131	1/2	1/2	4/4	2	1	i							f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	3	11	0.21428571428571427	0.1875	1.0625	0.15
