mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	b.V{						b	i		V		V						{	M	1	1	6, 10, 7		6	6	0	2	0.0	0.0	0.75	0.0
1	1	3/8	3/8	3/4	2	1	iv						b	i		iv		iv							m	1	1	4, 1, 5		4	4	0	6	0.0	0.0	0.75	0.0
2	2	0	0	3/4	2	1	III6						b	i		III6		III		6					M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	0.5	0.0
2	2	1/4	1/4	3/4	2	1	iv						b	i		iv		iv							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.5	0.0
2	2	1/2	1/2	3/4	2	1	i6						b	i		i6		i		6					m	1	1	2, 6, 5		5	2	0	4	0.0	0.0	0.5	0.0
3	3	0	0	3/4	2	1	bII						b	i		bII		bII							M	1	1	0, 4, 1		0	0	0	8	0.0	0.0	3.0	0.0
5	5	0	0	3/4	2	1	bII64(+4)					V7(9b5)	b	i		bII64(+4)		bII		64	+4				M	1	1	1, 0, 4	6	0	1	0	4	0.0	0.0	0.4375	0.0
5	5	1/4	1/4	3/4	2	1	V(9#6)						b	i		V(9#6)		V			9#6				M	1	1	6, 10, 7	1, 9	6	6	0	5	0.0	0.0	0.5	0.0
5	5	1/2	1/2	3/4	2	1	V2						b	i		V2		V		2					Mm7	1	1	4, 6, 10, 7		6	4	1	4	0.2	0.0625	0.4375	0.125
6	6	0	0	3/4	2	1	#viio7						b	i		#viio7		#vii	o	7					o7	1	1	10, 7, 4, 1		10	10	1	4	0.2	0.0625	0.4375	0.125
6	6	1/4	1/4	3/4	2	1	#viio43						b	i		#viio43		#vii	o	43					o7	1	1	4, 1, 10, 7		10	4	1	4	0.2	0.0625	0.4375	0.125
6	6	1/2	1/2	3/4	2	1	V65						b	i		V65		V		65					Mm7	1	1	10, 7, 4, 6		6	10	1	4	0.2	0.0625	0.4375	0.125
7	7	0	0	3/4	2	1	V2(9)}						b	i		V2(9)		V		2	9			}	Mm7	1	1	4, 6, 10, 7	1	6	4	5	9	0.35714285714285715	0.3125	0.9375	0.25
8	8	1/2	1/2	3/4	2	1	V{						b	i		V		V						{	M	1	1	6, 10, 7		6	6	0	1	0.0	0.0	0.25	0.0
9	9	0	0	3/4	2	1	i						b	i		i		i							m	1	1	5, 2, 6		5	5	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
9	9	1/2	1/2	3/4	2	1	ii%7						b	i		ii%7		ii	%	7					%7	1	1	7, 4, 1, 5		7	7	0	3	0.0	0.0	0.5	0.0
10	10	0	0	3/4	2	1	i65						b	i		i65		i		65					mm7	1	1	2, 6, 3, 5		5	2	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
11	11	0	0	3/4	2	1	bII6						b	i		bII6		bII		6					M	1	1	4, 1, 0		0	4	0	6	0.0	0.0	1.375	0.0
11	11	1/2	1/2	3/4	2	1	viio7(b6)/V						b	i		viio7(b6)/V		vii	o	7	b6	V			o7	1	1	11, 8, 0, 2		11	11	0	2	0.0	0.0	0.5	0.0
11	11	5/8	5/8	3/4	2	1	viio7/V						b	i		viio7/V		vii	o	7		V			o7	1	1	11, 8, 5, 2		11	11	0	1	0.0	0.0	0.125	0.0
12	12	0	0	3/4	2	1	V|HC}						b	i		V		V					HC	}	M	1	1	6, 10, 7		6	6	0	7	0.0	0.0	1.75	0.0
12	12	1/2	1/2	3/4	2	1	V2						b	i		V2		V		2					Mm7	1	1	4, 6, 10, 7		6	4	0	1	0.0	0.0	0.25	0.0
13	13	0	0	3/4	2	1	i6{						b	i		i6		i		6				{	m	1	1	2, 6, 5		5	2	0	6	0.0	0.0	1.375	0.0
13	13	1/2	1/2	3/4	2	1	i64						b	i		i64		i		64					m	1	1	6, 5, 2		5	6	1	2	0.3333333333333333	0.125	0.375	0.25
14	14	0	0	3/4	2	1	V7(6)/VII						b	i		V7(6)/VII		V		7	6	VII			Mm7	1	1	4, 8, 7, 2		4	4	1	6	0.14285714285714285	0.125	1.125	0.1
14	14	1/2	1/2	3/4	2	1	V7/III						b	i		V7/III		V		7		III			Mm7	1	1	3, 7, 4, 1		3	3	0	5	0.0	0.0	1.0	0.0
15	15	0	0	3/4	2	1	V7/VI						b	i		V7/VI		V		7		VI			Mm7	1	1	2, 6, 3, 0		2	2	0	6	0.0	0.0	1.375	0.0
15	15	1/2	1/2	3/4	2	1	ii%7/V						b	i		ii%7/V		ii	%	7		V			%7	1	1	8, 5, 2, 6		8	8	0	4	0.0	0.0	0.875	0.0
