mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	c#.i{						c#	i		i		i						{	m	1	1	7, 4, 8		7	7	1	16	0.058823529411764705	0.08333333333333333	2.5	0.03225806451612903
1	1	1/2	1/2	4/4	3	1	i(9)						c#	i		i(9)		i			9				m	1	1	7, 4, 8	9	7	7	1	16	0.058823529411764705	0.08333333333333333	1.8333333333333333	0.043478260869565216
1	1	7/8	7/8	4/4	3	1	i						c#	i		i		i							m	1	1	7, 4, 8		7	7	1	13	0.07142857142857142	0.08333333333333333	1.5	0.05263157894736842
2	2	1/4	1/4	4/4	3	1	i7						c#	i		i7		i		7					mm7	1	1	7, 4, 8, 5		7	7	1	6	0.14285714285714285	0.08333333333333333	1.1666666666666667	0.06666666666666667
2	2	1/2	1/2	4/4	3	1	i						c#	i		i		i							m	1	1	7, 4, 8		7	7	7	26	0.21212121212121213	0.5833333333333334	5.166666666666667	0.10144927536231885
3	3	3/4	3/4	4/4	3	1	i64						c#	i		i64		i		64					m	1	1	8, 7, 4		7	8	0	4	0.0	0.0	0.3333333333333333	0.0
3	3	7/8	7/8	4/4	3	1	i6						c#	i		i6		i		6					m	1	1	4, 8, 7		7	4	2	7	0.2222222222222222	0.16666666666666666	1.5	0.09999999999999999
4	4	1/4	1/4	4/4	3	1	i						c#	i		i		i							m	1	1	7, 4, 8		7	7	4	8	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333
4	4	3/4	3/4	4/4	3	1	i64						c#	i		i64		i		64					m	1	1	8, 7, 4		7	8	0	4	0.0	0.0	0.3333333333333333	0.0
4	4	7/8	7/8	4/4	3	1	i6						c#	i		i6		i		6					m	1	1	4, 8, 7		7	4	0	2	0.0	0.0	0.16666666666666666	0.0
5	5	0	0	4/4	3	1	i						c#	i		i		i							m	1	1	7, 4, 8		7	7	1	10	0.09090909090909091	0.08333333333333333	2.5	0.03225806451612903
5	5	1/2	1/2	4/4	3	1	i6						c#	i		i6		i		6					m	1	1	4, 8, 7		7	4	7	8	0.4666666666666667	0.8333333333333334	0.8333333333333334	0.5
5	5	7/8	7/8	4/4	3	1	i6(6)						c#	i		i6(6)		i		6	6				m	1	1	4, 3, 7		7	4	1	3	0.25	0.08333333333333333	0.375	0.18181818181818182
6	6	0	0	4/4	3	1	V43(9)/III						c#	i		V43(9)/III		V		43	9	III			Mm7	1	1	6, 3, 5, 9	7	5	6	0	9	0.0	0.0	1.0	0.0
6	6	1/4	1/4	4/4	3	1	V43/III						c#	i		V43/III		V		43		III			Mm7	1	1	6, 3, 5, 9		5	6	1	5	0.16666666666666666	0.08333333333333333	1.6666666666666667	0.047619047619047616
6	6	1/2	1/2	4/4	3	1	IM65/III						c#	i		IM65/III		I	M	65		III			MM7	1	1	8, 5, 9, 4		4	8	0	3	0.0	0.0	0.25	0.0
6	6	3/4	3/4	4/4	3	1	I6/III						c#	i		I6/III		I		6		III			M	1	1	8, 5, 4		4	8	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
7	7	0	0	4/4	3	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3	3	0	5	0.0	0.0	0.75	0.0
7	7	1/4	1/4	4/4	3	1	ii6/III						c#	i		ii6/III		ii		6		III			m	1	1	3, 7, 6		6	3	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
7	7	1/2	1/2	4/4	3	1	V7/III						c#	i		V7/III		V		7		III			Mm7	1	1	5, 9, 6, 3		5	5	0	5	0.0	0.0	0.75	0.0
7	7	3/4	3/4	4/4	3	1	iii6/III						c#	i		iii6/III		iii		6		III			m	1	1	5, 9, 8		8	5	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
8	8	0	0	4/4	3	1	IV6(9)/III						c#	i		IV6(9)/III		IV		6	9	III			M	1	1	7, 4, 3	5	3	7	3	5	0.375	0.125	0.625	0.16666666666666666
8	8	1/4	1/4	4/4	3	1	vii%7/III						c#	i		vii%7/III		vii	%	7		III			%7	1	1	9, 6, 3, 7		9	9	0	5	0.0	0.0	0.75	0.0
8	8	1/2	1/2	4/4	3	1	I/III						c#	i		I/III		I				III			M	1	1	4, 8, 5		4	4	0	7	0.0	0.0	1.0	0.0
9	9	0	0	4/4	3	1	III(94)						c#	i		III(94)		III			94				M	1	1	4, 3, 5	6	4	4	0	5	0.0	0.0	0.4166666666666667	0.0
9	9	1/4	1/4	4/4	3	1	III						c#	i		III		III							M	1	1	4, 8, 5		4	4	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
9	9	1/2	1/2	4/4	3	1	VI						c#	i		VI		VI							M	1	1	3, 7, 4		3	3	0	10	0.0	0.0	1.5	0.0
10	10	0	0	4/4	3	1	ii%7(94)						c#	i		ii%7(94)		ii	%	7	94				%7	1	1	9, 8, 3, 7	4	9	9	1	6	0.14285714285714285	0.08333333333333333	0.5	0.14285714285714285
10	10	1/4	1/4	4/4	3	1	ii%7						c#	i		ii%7		ii	%	7					%7	1	1	9, 6, 3, 7		9	9	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
10	10	1/2	1/2	4/4	3	1	v						c#	i		v		v							m	1	1	8, 5, 9		8	8	0	10	0.0	0.0	1.5	0.0
11	11	0	0	4/4	3	1	i						c#	i		i		i							m	1	1	7, 4, 8		7	7	2	9	0.18181818181818182	0.20833333333333334	2.4166666666666665	0.07936507936507937
11	11	1/2	1/2	4/4	3	1	v6						c#	i		v6		v		6					m	1	1	5, 9, 8		8	5	4	8	0.3333333333333333	0.4583333333333333	0.9166666666666666	0.3333333333333333
12	12	0	0	4/4	3	1	iv6(2)						c#	i		iv6(2)		iv		6	2				m	1	1	3, 7, 8		6	3	1	3	0.25	0.08333333333333333	0.3333333333333333	0.2
12	12	1/8	1/8	4/4	3	1	iv6						c#	i		iv6		iv		6					m	1	1	3, 7, 6		6	3	0	3	0.0	0.0	0.3333333333333333	0.0
12	12	1/4	1/4	4/4	3	1	v64						c#	i		v64		v		64					m	1	1	9, 8, 5		8	9	2	3	0.4	0.16666666666666666	0.8333333333333334	0.16666666666666666
12	12	1/2	1/2	4/4	3	1	v						c#	i		v		v							m	1	1	8, 5, 9		8	8	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
12	12	3/4	3/4	4/4	3	1	ii%7						c#	i		ii%7		ii	%	7					%7	1	1	9, 6, 3, 7		9	9	3	10	0.23076923076923078	0.0625	0.9375	0.0625
13	13	0	0	4/4	3	1	v2						c#	i		v2		v		2					mm7	1	1	6, 8, 5, 9		8	6	2	13	0.13333333333333333	0.16666666666666666	2.0833333333333335	0.07407407407407407
13	13	1/2	1/2	4/4	3	1	v64						c#	i		v64		v		64					m	1	1	9, 8, 5		8	9	2	4	0.3333333333333333	0.16666666666666666	0.3333333333333333	0.3333333333333333
