mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	4/4	1	0	3	firstMeasure					2
2	2	4	4/4	1	0	3						3
3	3	4	4/4	1	0	4						4
4	4	4	4/4	1	0	4						5
5	5	4	4/4	1	0	3						6
6	6	4	4/4	1	0	3						7
7	7	4	4/4	1	0	3						8
8	8	4	4/4	1	0	4						9
9	9	4	4/4	1	0	3						10
10	10	4	4/4	1	0	3						11
11	11	4	4/4	1	0	5						12
12	12	4	4/4	1	0	5						13
13	13	4	4/4	1	0	4						14
14	14	4	4/4	1	0	4						15
15	15	4	4/4	1	0	5						16
16	16	4	4/4	1	0	4						17
17	17	4	4/4	1	0	4						18
18	18	4	4/4	1	0	4						19
19	19	4	4/4	1	0	4						20
20	20	4	4/4	1	0	4						21
21	21	4	4/4	1	0	4						22
22	22	4	4/4	1	0	4						23
23	23	4	4/4	1	0	4						24
24	24	4	4/4	1	0	4						25
25	25	4	4/4	1	0	4						26
26	26	4	4/4	1	0	4						27
27	27	0	4/4	1	0	4						28
28	28	0	4/4	1	0	4						29
29	29	0	4/4	1	0	4						30
30	30	0	4/4	1	0	4						31
31	31	0	4/4	1	0	5						32
32	32	0	4/4	1	0	5						33
33	33	0	4/4	1	0	5						34
34	34	0	4/4	1	0	5						35
35	35	0	4/4	1	0	3						36
36	36	0	4/4	1	0	3						37
37	37	0	4/4	1	0	5						38
38	38	0	4/4	1	0	4						39
39	39	0	4/4	1	0	4						40
40	40	0	4/4	1	0	4						41
41	41	0	4/4	1	0	5						42
42	42	0	4/4	1	0	5						43
43	43	0	4/4	1	0	3						44
44	44	0	4/4	1	0	3						45
45	45	0	4/4	1	0	3						46
46	46	0	4/4	1	0	3						47
47	47	0	4/4	1	0	3						48
48	48	0	4/4	1	0	3						49
49	49	0	4/4	1	0	3						50
50	50	0	4/4	1	0	3						51
51	51	0	4/4	1	0	4						52
52	52	0	4/4	1	0	3						53
53	53	0	4/4	1	0	4						54
54	54	0	4/4	1	0	4						55
55	55	0	4/4	1	0	3						56
56	56	0	4/4	1	0	4						57
57	57	0	4/4	1	0	4						58
58	58	0	4/4	1	0	4						59
59	59	0	4/4	1	0	4						60
60	60	0	4/4	1	0	4						61
61	61	0	4/4	1	0	4						62
62	62	0	4/4	1	0	4						63
63	63	0	4/4	1	0	4						64
64	64	0	4/4	1	0	4						65
65	65	0	4/4	1	0	4						66
66	66	0	4/4	1	0	4						67
67	67	4	4/4	1	0	4						68
68	68	4	4/4	1	0	4						69
69	69	4	4/4	1	0	4						70
70	70	4	4/4	1	0	3						71
71	71	4	4/4	1	0	3						72
72	72	4	4/4	1	0	3						73
73	73	4	4/4	1	0	4						74
74	74	4	4/4	1	0	3						75
75	75	4	4/4	1	0	5						76
76	76	4	4/4	1	0	4						77
77	77	4	4/4	1	0	4						78
78	78	4	4/4	1	0	3						79
79	79	4	4/4	1	0	3						80
80	80	4	4/4	1	0	3						81
81	81	4	4/4	1	0	3						82
82	82	4	4/4	1	0	4						83
83	83	4	4/4	1	0	3						84
84	84	4	4/4	1	0	3						85
85	85	4	4/4	1	0	5						86
86	86	4	4/4	1	0	4						87
87	87	4	4/4	1	0	5						88
88	88	4	4/4	1	0	5						89
89	89	4	4/4	1	0	5						90
90	90	4	4/4	1	0	5						91
91	91	4	4/4	1	0	5						92
92	92	4	4/4	1	0	5						93
93	93	4	4/4	1	0	5						94
94	94	4	4/4	1	0	5						95
95	95	4	4/4	1	0	4						96
96	96	4	4/4	1	0	4						97
97	97	4	4/4	1	0	4						98
98	98	4	4/4	1	0	4						99
99	99	4	4/4	1	0	5						100
100	100	4	4/4	1	0	5						101
101	101	4	4/4	1	0	5						102
102	102	4	4/4	1	0	5						103
103	103	4	4/4	1	0	5						104
104	104	4	4/4	1	0	5						105
105	105	4	4/4	1	0	5						106
106	106	4	4/4	1	0	5						107
107	107	4	4/4	1	0	5						108
108	108	4	4/4	1	0	5						109
109	109	4	4/4	1	0	4						110
110	110	4	4/4	1	0	4						111
111	111	4	4/4	1	0	4						112
112	112	4	4/4	1	0	4						113
113	113	4	4/4	1	0	4						114
114	114	4	4/4	1	0	4						115
115	115	4	4/4	1	0	4						116
116	116	4	4/4	1	0	4						117
117	117	4	4/4	1	0	4						118
118	118	4	4/4	1	0	3						119
119	119	4	4/4	1	0	3						120
120	120	4	4/4	1	0	3						121
121	121	4	4/4	1	0	5						122
122	122	4	4/4	1	0	3	lastMeasure		end			
