mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.5	0	0	3/4	2	1	3/8			1/4	3/2		6	54	F#3	3	4
1	1	0	0	1.5	0	0	3/4	1	1	3/8			1/4	3/2		6	66	F#4	4	0
1	1	3/2	3/2	0.5	3/8	3/8	3/4	2	1	1/8			1/8	1		4	52	E3	3	5
1	1	3/2	3/2	0.5	3/8	3/8	3/4	1	1	1/8			1/8	1		4	64	E4	4	1
1	1	2	2	0.5	1/2	1/2	3/4	2	1	1/8			1/8	1		5	59	B3	3	6
1	1	2	2	0.5	1/2	1/2	3/4	1	1	1/8			1/8	1		5	71	B4	4	2
1	1	5/2	5/2	0.5	5/8	5/8	3/4	2	1	1/8			1/8	1		1	55	G3	3	7
1	1	5/2	5/2	0.5	5/8	5/8	3/4	1	1	1/8			1/8	1		1	67	G4	4	3
2	2	3	3	0.5	0	0	3/4	2	1	1/8			1/8	1		6	54	F#3	3	14
2	2	3	3	0.5	0	0	3/4	1	1	1/8			1/8	1		6	66	F#4	4	8
2	2	7/2	7/2	0.5	1/8	1/8	3/4	2	1	1/8			1/8	1		3	57	A3	3	15
2	2	7/2	7/2	0.5	1/8	1/8	3/4	1	1	1/8			1/8	1		3	69	A4	4	9
2	2	4	4	0.5	1/4	1/4	3/4	2	1	1/8			1/8	1		4	52	E3	3	16
2	2	4	4	0.5	1/4	1/4	3/4	1	1	1/8			1/8	1		4	64	E4	4	10
2	2	9/2	9/2	0.5	3/8	3/8	3/4	2	1	1/8			1/8	1		1	55	G3	3	17
2	2	9/2	9/2	0.5	3/8	3/8	3/4	1	1	1/8			1/8	1		1	67	G4	4	11
2	2	5	5	0.5	1/2	1/2	3/4	2	1	1/8			1/8	1		6	54	F#3	3	18
2	2	5	5	0.5	1/2	1/2	3/4	1	1	1/8			1/8	1		6	66	F#4	4	12
2	2	11/2	11/2	0.5	5/8	5/8	3/4	2	1	1/8			1/8	1		2	50	D3	3	19
2	2	11/2	11/2	0.5	5/8	5/8	3/4	1	1	1/8			1/8	1		2	62	D4	4	13
3	3	6	6	0.5	0	0	3/4	2	1	1/8			1/8	1		1	55	G3	3	23
3	3	6	6	0.5	0	0	3/4	1	1	1/8			1/8	1		1	67	G4	4	20
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	1/8			1/8	1		4	52	E3	3	24
3	3	13/2	13/2	0.5	1/8	1/8	3/4	1	1	1/8			1/8	1		4	64	E4	4	21
3	3	7	7	2.0	1/4	1/4	3/4	2	1	1/2			1/2	1	1	0	48	C3	3	25
3	3	7	7	2.0	1/4	1/4	3/4	1	1	1/2			1/2	1	1	0	60	C4	4	22
4	4	9	9	3.0	0	0	3/4	2	1	3/4			1/2	3/2	-1	0	48	C3	3	27
4	4	9	9	3.0	0	0	3/4	1	1	3/4			1/2	3/2	-1	0	60	C4	4	26
5	5	12	12	1.0	0	0	3/4	2	1	1/4			1/4	1		6	30	F#1	1	39
5	5	49/4	49/4	0.25	1/16	1/16	3/4	1	1	1/16			1/16	1		1	55	G3	3	28
5	5	25/2	25/2	0.25	1/8	1/8	3/4	1	1	1/16			1/16	1		0	60	C4	4	29
5	5	51/4	51/4	0.25	3/16	3/16	3/4	1	1	1/16			1/16	1		4	64	E4	4	30
5	5	13	13	1.0	1/4	1/4	3/4	2	1	1/4			1/4	1		6	42	F#2	2	40
5	5	13	13	0.25	1/4	1/4	3/4	1	1	1/16			1/16	1		10	58	A#3	3	31
5	5	53/4	53/4	0.25	5/16	5/16	3/4	1	1	1/16			1/16	1		9	63	D#4	4	32
5	5	27/2	27/2	0.25	3/8	3/8	3/4	1	1	1/16			1/16	1		1	67	G4	4	33
5	5	55/4	55/4	0.25	7/16	7/16	3/4	1	1	1/16			1/16	1		7	61	C#4	4	34
5	5	14	14	1.0	1/2	1/2	3/4	2	1	1/4			1/4	1		4	52	E3	3	41
5	5	14	14	0.25	1/2	1/2	3/4	1	1	1/16			1/16	1		6	66	F#4	4	35
5	5	57/4	57/4	0.25	9/16	9/16	3/4	1	1	1/16			1/16	1		10	70	A#4	4	36
5	5	29/2	29/2	0.25	5/8	5/8	3/4	1	1	1/16			1/16	1		4	64	E4	4	37
5	5	59/4	59/4	0.25	11/16	11/16	3/4	1	1	1/16			1/16	1		3	69	A4	4	38
6	6	15	15	1.0	0	0	3/4	2	1	1/4			1/4	1		10	58	A#3	3	54
6	6	15	15	0.25	0	0	3/4	1	1	1/16			1/16	1		7	73	C#5	5	42
6	6	61/4	61/4	0.25	1/16	1/16	3/4	1	1	1/16			1/16	1		1	67	G4	4	43
6	6	31/2	31/2	0.25	1/8	1/8	3/4	1	1	1/16			1/16	1		0	72	C5	5	44
6	6	63/4	63/4	0.25	3/16	3/16	3/4	1	1	1/16			1/16	1		4	76	E5	5	45
6	6	16	16	1.0	1/4	1/4	3/4	2	1	1/4			1/4	1		4	64	E4	4	55
6	6	16	16	0.25	1/4	1/4	3/4	1	1	1/16			1/16	1		10	70	A#4	4	46
6	6	65/4	65/4	0.25	5/16	5/16	3/4	1	1	1/16			1/16	1		9	75	D#5	5	47
6	6	33/2	33/2	0.25	3/8	3/8	3/4	1	1	1/16			1/16	1		1	79	G5	5	48
6	6	67/4	67/4	0.25	7/16	7/16	3/4	1	1	1/16			1/16	1		7	73	C#5	5	49
6	6	17	17	1.0	1/2	1/2	3/4	2	1	1/4			1/4	1		10	70	A#4	4	56
6	6	17	17	0.25	1/2	1/2	3/4	1	1	1/16			1/16	1		6	78	F#5	5	50
6	6	69/4	69/4	0.25	9/16	9/16	3/4	1	1	1/16			1/16	1		10	82	A#5	5	51
6	6	35/2	35/2	0.25	5/8	5/8	3/4	1	1	1/16			1/16	1		4	76	E5	5	52
6	6	71/4	71/4	0.25	11/16	11/16	3/4	1	1	1/16			1/16	1		3	81	A5	5	53
7	7	18	18	1.0	0	0	3/4	2	1	1/4			1/4	1		4	76	E5	5	69
7	7	18	18	0.25	0	0	3/4	1	1	1/16			1/16	1		7	85	C#6	6	57
7	7	73/4	73/4	0.25	1/16	1/16	3/4	1	1	1/16			1/16	1		1	79	G5	5	58
7	7	37/2	37/2	0.25	1/8	1/8	3/4	1	1	1/16			1/16	1		0	84	C6	6	59
7	7	75/4	75/4	0.25	3/16	3/16	3/4	1	1	1/16			1/16	1		4	88	E6	6	60
7	7	19	19	0.25	1/4	1/4	3/4	1	1	1/16			1/16	1		10	82	A#5	5	61
7	7	77/4	77/4	0.25	5/16	5/16	3/4	1	1	1/16			1/16	1		9	87	D#6	6	62
7	7	39/2	39/2	0.25	3/8	3/8	3/4	1	1	1/16			1/16	1		1	91	G6	6	63
7	7	79/4	79/4	0.25	7/16	7/16	3/4	1	1	1/16			1/16	1		2	86	D6	6	64
7	7	20	20	0.25	1/2	1/2	3/4	1	1	1/16			1/16	1		6	90	F#6	6	65
7	7	81/4	81/4	0.25	9/16	9/16	3/4	1	1	1/16			1/16	1		7	85	C#6	6	66
7	7	41/2	41/2	0.25	5/8	5/8	3/4	1	1	1/16			1/16	1		11	89	E#6	6	67
7	7	83/4	83/4	0.25	11/16	11/16	3/4	1	1	1/16			1/16	1		0	84	C6	6	68
8	8	21	21	1.0	0	0	3/4	1	1	1/4			1/4	1		4	88	E6	6	70
8	8	23	23	1.0	1/2	1/2	3/4	1	1	1/4			1/4	1		6	54	F#3	3	71
9	9	24	24	1.0	0	0	3/4	2	1	1/4			1/4	1		5	35	B1	1	76
9	9	24	24	1.5	0	0	3/4	1	1	3/8			1/4	3/2		6	66	F#4	4	72
