mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	2/4	2	1	1/8		1/8	1		-3	27	Eb1	1	9
1	1	0	0.5	0	0	2/4	2	1	1/8		1/8	1		-3	39	Eb2	2	9
1	1	1/2	0.5	1/8	1/8	2/4	2	2	1/8		1/8	1		-3	51	Eb3	3	11
1	1	1/2	1.5	1/8	1/8	2/4	2	1	3/8		1/4	3/2	1	-3	51	Eb3	3	10
1	1	1/2	0.16666666666666666	1/8	1/8	2/4	1	1	1/24		1/16	2/3		-1	53	F3	3	0
1	1	2/3	0.16666666666666666	1/6	1/6	2/4	1	1	1/24		1/16	2/3		1	55	G3	3	1
1	1	5/6	0.16666666666666666	5/24	5/24	2/4	1	1	1/24		1/16	2/3		-2	58	Bb3	3	2
1	1	1	0.5	1/4	1/4	2/4	2	2	1/8		1/8	1		2	50	D3	3	12
1	1	1	0.16666666666666666	1/4	1/4	2/4	1	1	1/24		1/16	2/3		1	55	G3	3	3
1	1	7/6	0.16666666666666666	7/24	7/24	2/4	1	1	1/24		1/16	2/3		-1	53	F3	3	4
1	1	4/3	0.16666666666666666	1/3	1/3	2/4	1	1	1/24		1/16	2/3		1	55	G3	3	5
1	1	3/2	0.5	3/8	3/8	2/4	2	2	1/8		1/8	1		0	48	C3	3	13
1	1	3/2	0.16666666666666666	3/8	3/8	2/4	1	1	1/24		1/16	2/3		-2	58	Bb3	3	6
1	1	5/3	0.16666666666666666	5/12	5/12	2/4	1	1	1/24		1/16	2/3		0	60	C4	4	7
1	1	11/6	0.16666666666666666	11/24	11/24	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	8
2	2	2	0.5	0	0	2/4	2	2	1/8		1/8	1		-2	46	Bb2	2	28
2	2	2	0.5	0	0	2/4	2	1	1/8		1/8	1	-1	-3	51	Eb3	3	26
2	2	2	0.16666666666666666	0	0	2/4	1	1	1/24		1/16	2/3		-3	63	Eb4	4	14
2	2	13/6	0.16666666666666666	1/24	1/24	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	15
2	2	7/3	0.16666666666666666	1/12	1/12	2/4	1	1	1/24		1/16	2/3		0	60	C4	4	16
2	2	5/2	0.5	1/8	1/8	2/4	2	2	1/8		1/8	1		0	48	C3	3	29
2	2	5/2	1.5	1/8	1/8	2/4	2	1	3/8		1/4	3/2	1	-3	51	Eb3	3	27
2	2	5/2	0.16666666666666666	1/8	1/8	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	17
2	2	8/3	0.16666666666666666	1/6	1/6	2/4	1	1	1/24		1/16	2/3		-3	63	Eb4	4	18
2	2	17/6	0.16666666666666666	5/24	5/24	2/4	1	1	1/24		1/16	2/3		-1	65	F4	4	19
2	2	3	0.5	1/4	1/4	2/4	2	2	1/8		1/8	1		-2	46	Bb2	2	30
2	2	3	0.16666666666666666	1/4	1/4	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	20
2	2	19/6	0.16666666666666666	7/24	7/24	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	21
2	2	10/3	0.16666666666666666	1/3	1/3	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	22
2	2	7/2	0.5	3/8	3/8	2/4	2	2	1/8		1/8	1		-4	44	Ab2	2	31
2	2	7/2	0.16666666666666666	3/8	3/8	2/4	1	1	1/24		1/16	2/3		-1	65	F4	4	23
2	2	11/3	0.16666666666666666	5/12	5/12	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	24
2	2	23/6	0.16666666666666666	11/24	11/24	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	25
3	3	4	0.5	0	0	2/4	2	2	1/8		1/8	1		1	43	G2	2	48
3	3	4	0.5	0	0	2/4	2	1	1/8		1/8	1	-1	-3	51	Eb3	3	44
3	3	4	0.16666666666666666	0	0	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	32
3	3	25/6	0.16666666666666666	1/24	1/24	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	33
3	3	13/3	0.16666666666666666	1/12	1/12	2/4	1	1	1/24		1/16	2/3		-3	63	Eb4	4	34
3	3	9/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1	1	-3	39	Eb2	2	45
3	3	9/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1		-4	44	Ab2	2	45
3	3	9/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1	1	-3	51	Eb3	3	45
3	3	9/2	0.16666666666666666	1/8	1/8	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	35
3	3	14/3	0.16666666666666666	1/6	1/6	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	36
3	3	29/6	0.16666666666666666	5/24	5/24	2/4	1	1	1/24		1/16	2/3		-3	75	Eb5	5	37
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1	-1	-3	39	Eb2	2	46
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1		1	43	G2	2	46
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1	-1	-3	51	Eb3	3	46
3	3	5	0.16666666666666666	1/4	1/4	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	38
3	3	31/6	0.16666666666666666	7/24	7/24	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	39
3	3	16/3	0.16666666666666666	1/3	1/3	2/4	1	1	1/24		1/16	2/3		-3	63	Eb4	4	40
3	3	11/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		-4	44	Ab2	2	47
3	3	11/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1	1	-3	51	Eb3	3	47
3	3	11/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		-4	56	Ab3	3	47
3	3	11/2	0.16666666666666666	3/8	3/8	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	41
3	3	17/3	0.16666666666666666	5/12	5/12	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	42
3	3	35/6	0.16666666666666666	11/24	11/24	2/4	1	1	1/24		1/16	2/3		-3	75	Eb5	5	43
4	4	6	0.5	0	0	2/4	2	1	1/8		1/8	1		1	43	G2	2	61
4	4	6	0.5	0	0	2/4	2	1	1/8		1/8	1	-1	-3	51	Eb3	3	61
4	4	6	0.5	0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	61
4	4	6	0.16666666666666666	0	0	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	49
4	4	37/6	0.16666666666666666	1/24	1/24	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	50
4	4	19/3	0.16666666666666666	1/12	1/12	2/4	1	1	1/24		1/16	2/3		-3	63	Eb4	4	51
4	4	13/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1	1	-3	51	Eb3	3	62
4	4	13/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1		-4	56	Ab3	3	62
4	4	13/2	0.5	1/8	1/8	2/4	2	1	1/8		1/8	1	1	-3	63	Eb4	4	62
4	4	13/2	0.16666666666666666	1/8	1/8	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	52
4	4	20/3	0.16666666666666666	1/6	1/6	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	53
4	4	41/6	0.16666666666666666	5/24	5/24	2/4	1	1	1/24		1/16	2/3		-3	75	Eb5	5	54
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1	-1	-3	51	Eb3	3	63
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	63
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8		1/8	1	-1	-3	63	Eb4	4	63
4	4	7	0.16666666666666666	1/4	1/4	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	55
4	4	43/6	0.16666666666666666	7/24	7/24	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	56
4	4	22/3	0.16666666666666666	1/3	1/3	2/4	1	1	1/24		1/16	2/3		-3	63	Eb4	4	57
4	4	15/2	0.5	3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	64
4	4	15/2	0.16666666666666666	3/8	3/8	2/4	1	1	1/24		1/16	2/3		-2	70	Bb4	4	58
4	4	23/3	0.16666666666666666	5/12	5/12	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	59
4	4	47/6	0.16666666666666666	11/24	11/24	2/4	1	1	1/24		1/16	2/3		-3	75	Eb5	5	60
5	5	8	0.5	0	0	2/4	2	1	1/8		1/8	1		1	43	G2	2	77
5	5	8	0.5	0	0	2/4	2	1	1/8		1/8	1		-3	51	Eb3	3	77
5	5	8	0.16666666666666666	0	0	2/4	1	1	1/24		1/16	2/3		1	79	G5	5	65
5	5	49/6	0.16666666666666666	1/24	1/24	2/4	1	1	1/24		1/16	2/3		-3	75	Eb5	5	66
5	5	25/3	0.16666666666666666	1/12	1/12	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	67
5	5	17/2	0.16666666666666666	1/8	1/8	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	68
5	5	26/3	0.16666666666666666	1/6	1/6	2/4	1	1	1/24		1/16	2/3		-3	75	Eb5	5	69
5	5	53/6	0.16666666666666666	5/24	5/24	2/4	1	1	1/24		1/16	2/3		0	72	C5	5	70
