mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	2	1		C.vi6{	C.I(6){	C	I		vi6		vi		6				{	m	0	0	0, 4, 3		3	0
2	1	0	0	2/4	2	1		Ger6/IV		C	I		Ger6/IV	Ger	vii	o	65	b3	V/IV			Ger	0	0	-5, -1, -4, 5		5	-5
2	1	1/8	1/8	2/4	2	1		IVM7		C	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
2	1	1/4	1/4	2/4	2	1		V		C	I		V		V							M	0	0	1, 5, 2		1	1
2	1	3/8	3/8	2/4	2	1		vi6	I(6)	C	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
3	2	0	0	2/4	2	1		Ger6(b9)/IV		C	I		Ger6(b9)/IV	Ger	vii	o	65	b9b3	V/IV			Ger	0	0	-5, -1, -4, 5	-7	5	-5
3	2	1/16	1/16	2/4	2	1		Ger6/IV		C	I		Ger6/IV	Ger	vii	o	65	b3	V/IV			Ger	0	0	-5, -1, -4, 5		5	-5
3	2	1/8	1/8	2/4	2	1		IVM7		C	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
3	2	1/4	1/4	2/4	2	1		V		C	I		V		V							M	0	0	1, 5, 2		1	1
3	2	3/8	3/8	2/4	2	1		vi6	I(6)	C	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
4	3	0	0	2/4	2	1		V2/bVI	Ger6(11b9)/IV	C	I		V2/bVI		V		2		bVI			Mm7	0	0	-5, -3, 1, -2		-3	-5
4	3	1/8	1/8	2/4	2	1		V7/bVI		C	I		V7/bVI		V		7		bVI			Mm7	0	0	-3, 1, -2, -5		-3	-3
4	3	1/4	1/4	2/4	2	1		IVM7		C	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
4	3	3/8	3/8	2/4	2	1		vii%43		C	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
5	4	0	0	2/4	2	1		V7(9)		C	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
5	4	1/8	1/8	2/4	2	1		I|PAC}		C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
6	5	0	0	2/4	2	1		{		C	I										{		0	0				
6	5	1/4	1/4	2/4	2	1		ii7(42)		C	I		ii7(42)		ii		7	42				mm7	0	0	4, 1, 3, 0		2	4
6	5	3/8	3/8	2/4	2	1		ii7		C	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
7	6	0	0	2/4	2	1		V7(9)		C	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
7	6	1/4	1/4	2/4	2	1		I(64)		C	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
7	6	3/8	3/8	2/4	2	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
8	7	0	0	2/4	2	1		IVM7		C	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
8	7	1/4	1/4	2/4	2	1		V7(96)		C	I		V7(96)		V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1
8	7	3/8	3/8	2/4	2	1		V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	0	0	2/4	2	1		I(97)		C	I		I(97)		I			97				M	0	0	0, 4, 1	2, 5	0	0
9	8	1/8	1/8	2/4	2	1		I		C	I		I		I							M	0	0	0, 4, 1		0	0
9	8	1/4	1/4	2/4	2	1		IV(964)		C	I		IV(964)		IV			964				M	0	0	-1, 5, 2	1	-1	-1
9	8	3/8	3/8	2/4	2	1		IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
10	9	0	0	2/4	2	1		vii%7(9)		C	I		vii%7(9)		vii	%	7	9				%7	0	0	5, 2, -1, 3	0	5	5
10	9	1/8	1/8	2/4	2	1		vii%7		C	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
10	9	1/4	1/4	2/4	2	1		iii(964)		C	I		iii(964)		iii			964				m	0	0	4, 3, 0	-1	4	4
10	9	3/8	3/8	2/4	2	1		iii		C	I		iii		iii							m	0	0	4, 1, 5		4	4
11	10	0	0	2/4	2	1		vi7(9)		C	I		vi7(9)		vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3
11	10	1/8	1/8	2/4	2	1		vi7		C	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
11	10	1/4	1/4	2/4	2	1		ii7(9)		C	I		ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
11	10	3/8	3/8	2/4	2	1		ii7		C	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
12	11	0	0	2/4	2	1		V7(964)		C	I		V7(964)		V		7	964				Mm7	0	0	1, 0, 4, -1	3	1	1
12	11	1/8	1/8	2/4	2	1		V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	1/4	1/4	2/4	2	1		V(964)		C	I		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
