mc	mn	onset	label
1	1	0	.c#.i
1	1	1/2	i(9)
1	1	7/8	i
2	2	1/4	i7
2	2	1/2	i
3	3	0	i(9)
3	3	1/4	i
3	3	1/2	VI
3	3	3/4	i64
3	3	7/8	i6
4	4	0	i(9)
4	4	1/4	i
4	4	1/2	VI
4	4	3/4	i64
4	4	7/8	i6
5	5	0	i
5	5	1/2	i6(97)
5	5	7/8	i6
6	6	0	V43(9)/III
6	6	1/4	V43/III
6	6	1/2	IIIM65
6	6	3/4	III6
7	7	0	VI
7	7	1/4	iv6
7	7	1/2	V7/III
7	7	3/4	v6
8	8	0	IV6(9)/III
8	8	1/4	vii%7/III
8	8	1/2	III
9	9	0	III(94)
9	9	1/4	III
9	9	1/2	VI
10	10	0	ii%7(94)
10	10	1/4	ii%7
10	10	1/2	v
11	11	0	i
11	11	1/2	v6
12	12	0	iv6(9)
12	12	1/8	iv6
12	12	1/4	V2(6)/III
12	12	1/2	v
12	12	3/4	ii%7
13	13	0	v(7)
13	13	1/8	v(6)
13	13	1/4	v
13	13	1/2	v6(4)
13	13	3/4	v6
14	14	0	v(7)
14	14	1/8	v(6)
14	14	1/4	v
14	14	1/2	v6(4)
14	14	3/4	v6
15	15	0	v(9)
15	15	1/4	v(7)
15	15	3/8	v(6)
15	15	1/2	v
16	16	0	VI(9)
16	16	1/4	VIM7
16	16	3/8	iv
16	16	1/2	VI64
16	16	7/8	IIIM65
17	17	0	v(4)
17	17	1/4	v(9)
17	17	3/8	v
17	17	1/2	v(6)
17	17	3/4	v
18	18	0	i(9)
18	18	1/4	i(7)
18	18	3/8	i(6)
18	18	1/2	i64
18	18	3/4	III
18	18	7/8	i64
19	19	0	v(6)
19	19	1/4	v(4)
19	19	3/8	v
19	19	1/2	i(4)
19	19	3/4	i(9)
19	19	7/8	i
20	20	0	i2
20	20	1/8	V7(9)/III
20	20	1/4	i64
20	20	1/2	iv
20	20	3/4	V65/iv
20	20	7/8	V7/iv
21	21	0	iv
21	21	3/8	iv7(9)
21	21	1/2	v(97)
21	21	3/4	V7(6)/III
22	22	0	III(9764)
22	22	1/4	III\\
23	23	0	iii.V(4)
23	23	1/4	V(9)
23	23	3/8	V
23	23	1/2	V(b6)
23	23	3/4	V
24	24	0	i(9)
24	24	1/4	i(7)
24	24	3/8	i(6)
24	24	1/2	i64
24	24	3/4	III+
24	24	7/8	i64
25	25	0	V(b6)
25	25	1/4	V(4)
25	25	3/8	V
25	25	1/2	i(4)
25	25	3/4	i(9)
25	25	7/8	i
26	26	0	i2
26	26	1/8	V7(6)/III
26	26	1/4	i64
26	26	1/2	iv
26	26	3/4	V65/iv
26	26	7/8	V7/iv
27	27	0	iv
27	27	3/8	iv7(9)
27	27	1/2	v6
27	27	3/4	V2/III
28	28	0	v7
28	28	1/2	V7/iv
29	29	0	iv
29	29	3/8	iv7(9)
29	29	1/2	v6
29	29	3/4	V2/III
30	30	0	v7
30	30	1/4	v7(9)
30	30	1/2	V2/iv
31	31	0	VI
31	31	1/4	#viio7
31	31	5/6	V(9#7#5)/VI
32	32	0	VI(76#4#2)
32	32	1/4	VI
32	32	1/2	viio6/bII
33	33	0	V7/bII
33	33	1/4	#viio7
33	33	5/6	V(9#74)/VI
34	34	0	VI(76#4#2)
34	34	1/4	viio6/bII
34	34	1/2	vii%43/bII
34	34	3/4	vii%65/bII
35	35	0	V7(9)/bII
35	35	1/2	V7(96)/bII
35	35	7/8	V7(9)/bII
36	36	0	ii%43/bII
37	37	0	V7/bIV
37	37	1/4	V7(b9)/bIV
37	37	1/2	V7(6)/bIV
37	37	7/8	VM7/bIV
38	38	0	i.i
38	38	1/4	i43
38	38	1/2	VI64
38	38	3/4	i
39	39	0	V7(9)/VII
39	39	1/2	V7(96)/VII
39	39	7/8	V7(9)/VII
40	40	0	ii%43/VII
41	41	0	V7/bII
41	41	1/4	V7(b9)/bII
41	41	1/2	V7(6)/bII
41	41	7/8	V7/bII
42	42	0	ii%43/bII
43	43	0	V7(9)/bII
44	44	0	ii%65/bII
45	45	0	V7(9)/bII
46	46	0	ii%7/bIV
47	47	0	iii2
47	47	1/4	viio7/bII
47	47	1/2	viio2/bII
47	47	3/4	vii%43/bII
48	48	0	.bvii7
48	48	1/4	viio7/V
48	48	1/2	viio2/V
48	48	3/4	vii%43/V
49	49	0	.bv7
49	49	1/4	viio2/bIV
49	49	1/2	viio7/bIV
49	49	3/4	vii%43/bIV
50	50	0	i7
50	50	1/4	viio2/VII
50	50	1/2	viio7/VII
50	50	3/4	vii%43/VII
51	51	0	.bv.i
51	51	1/4	i(7)
51	51	3/8	#vi%7
51	51	1/2	VI
51	51	3/4	i6
52	52	0	i
52	52	1/4	i(7)
52	52	3/8	#vi%7
52	52	1/2	VI
52	52	3/4	i6
