mc	mn	onset	label
53	53	0	i
53	53	1/4	i(7)
53	53	3/8	#vi%7
53	53	1/2	VI
53	53	3/4	i64
53	53	7/8	#ivo7
54	54	0	#vi
54	54	1/2	#vi%7/#vi
54	54	5/8	#viio65/#iii
54	54	3/4	#vi
55	55	0	V(b9)/v
55	55	3/8	#viio43/v
55	55	3/4	#viio65/v
56	56	0	i
56	56	1/2	#vi%7
56	56	5/8	#viio65
56	56	3/4	i
57	57	0	V(b9)/VII
57	57	3/8	#viio43/VII
57	57	1/2	iii(#7)
57	57	7/8	ii%7/VII
58	58	0	iii2
58	58	1/4	ii%7/VII
58	58	3/8	iii64
58	58	1/2	V2/#iii
58	58	3/4	V7/bII
58	58	7/8	V2/bII
59	59	0	V7(b6)/VII
59	59	1/2	V7(6)/bII
60	60	0	.Ger6/iii
60	60	1/4	.bV64(#4)
60	60	3/8	.bV64
60	60	1/2	.biM65
60	60	3/4	ii%65/VII
60	60	7/8	.Fr6/VII
61	61	0	V7(b6)/VII
61	61	1/2	V7/bII
62	62	0	.Ger6/iii
62	62	1/4	.bV64(#4)
62	62	3/8	.bV64
62	62	1/2	.biM65
62	62	3/4	ii%65/VII
62	62	7/8	.Fr6/VII
63	63	0	V7(b6)/VII
63	63	1/2	V7/bII
64	64	0	.Ger6/iii
64	64	1/4	iii64
64	64	3/8	.bvi7/iii
64	64	1/2	.Fr6
64	64	3/4	V7(4)/#iv
64	64	7/8	.Fr6/#iv
65	65	0	i.Fr6
65	65	1/8	V
65	65	1/4	.Fr6/iii
65	65	1/2	V7(4)/iii
65	65	5/8	ii%7/#vi
65	65	3/4	.Fr6/bV
66	66	0	V7(4)/bV
66	66	1/8	ii%7
66	66	1/4	.Fr6/#vi
66	66	1/2	V7(4)/#vi
66	66	5/8	ii%7/iii
66	66	3/4	V65/v
67	67	0	V[i64
67	67	1/4	VII
67	67	3/8	III+64
67	67	1/2	i
67	67	5/8	iio
67	67	3/4	III
67	67	7/8	iv
68	68	0	i64
68	68	1/4	VII
68	68	3/8	III+64
68	68	1/2	i
68	68	5/8	iio
68	68	3/4	III
68	68	7/8	iv
69	69	0	#ivo
69	69	1/8	i
69	69	1/4	V7/v]
69	69	1/2	i6
69	69	3/4	i
70	70	0	V[i
70	70	1/2	iv
71	71	0	i
71	71	1/4	III
71	71	3/4	i
72	72	0	III
72	72	1/4	V/v
72	72	1/2	v
72	72	3/4	V/v
72	72	7/8	iv
73	73	0	i6
73	73	1/8	VI
73	73	1/2	i64]
74	74	0	V43(4)
74	74	1/4	i6
74	74	1/2	V43(4)
74	74	3/4	i
75	75	1/4	i2
75	75	1/2	i43(9)
75	75	5/8	i64
75	75	3/4	i6(9)
75	75	7/8	i6
76	76	0	i
76	76	1/4	i7
76	76	1/2	i
77	77	1/8	iv64
77	77	1/4	III64
77	77	1/2	i64
77	77	3/4	VI64
78	78	0	i
78	78	1/8	iv64
78	78	1/4	III64
78	78	1/2	i64
78	78	3/4	VI64
79	79	0	i
79	79	1/2	i6(97)
79	79	7/8	i6
80	80	0	V43(9)/III
80	80	1/4	V43/III
80	80	1/2	IIIM65
80	80	3/4	III6
81	81	0	VI
81	81	1/4	iv6
81	81	1/2	V7/III
81	81	3/4	v6
82	82	0	IV6(9)/III
82	82	1/4	vii%7/III
82	82	1/2	III
83	83	0	III(94)
83	83	1/4	III
83	83	1/2	VI
84	84	0	ii%7(94)
84	84	1/4	ii%7
84	84	1/2	v
85	85	0	i
85	85	1/2	v6
86	86	0	ii%43(4)
86	86	1/8	ii%43
86	86	1/4	v
86	86	3/4	VI+6
87	87	0	iv64(4)
87	87	1/4	iv
87	87	1/2	V6/iv
87	87	3/4	III
88	88	0	V7(96)/III
88	88	1/4	V7(9)/III
88	88	1/2	ii%43
88	88	3/4	IVM7/III
88	88	7/8	V7(9)/III
89	89	0	III(94)
89	89	1/4	III
89	89	1/2	V65(9)/iv
89	89	3/4	V7(b9)/iv
90	90	0	iv2
90	90	1/8	VII6
90	90	1/4	#vi7
90	90	1/2	iv(4)
90	90	3/4	V43/iv
91	91	0	iv65
91	91	1/4	i64
91	91	1/2	V7(9)/III
91	91	3/4	V7(94)/III
92	92	0	ii%65
92	92	1/4	V[VI
92	92	1/2	iv]
92	92	3/4	ii%7
93	93	0	V65(4)/iv
93	93	1/4	V65(6)/iv
93	93	1/2	iv2
93	93	3/4	VI64
94	94	0	.bII(9)
94	94	1/4	V43/VII
94	94	3/4	V6
95	95	0	V65/iv\\
95	95	1/2	V7/VI
96	96	0	V2/VI
96	96	1/4	V/iv
96	96	1/2	VM2/iv
96	96	3/4	ii%65/iv
97	97	0	ii%(b3)/iv
97	97	1/2	VI/iv
98	98	0	ii%7/iv
98	98	1/4	V43/bIV
98	98	1/2	V7(b5)/VII
98	98	3/4	#vi64
99	99	0	#viio43(b4)/VII
99	99	1/4	#viio7/VII
99	99	1/2	V7/VII
99	99	3/4	V43/VII
100	100	0	#viio2/VII
100	100	1/4	.bII6/iv
100	100	1/2	ii%7/iv
100	100	3/4	iv6/iv
101	101	0	VI64/iv
101	101	1/4	V/iv
101	101	1/2	ii%7/v
101	101	3/4	iv2
102	102	0	V7/III
102	102	1/4	v43
102	102	1/2	V7/iv
102	102	3/4	V6(6)/iv
103	103	0	VIM7
103	103	1/4	V7/bV
103	103	1/2	ii%7/III
103	103	3/4	VII(b9)
104	104	0	viio7/III
104	104	1/4	V/VII
104	104	1/2	V65/bV
104	104	3/4	iv6
105	105	0	V7(96)/VI
105	105	1/4	vii%7/VI
105	105	3/4	v6(4)
106	106	0	#viio7/iv
106	106	1/4	V
106	106	1/2	V65/VI
106	106	3/4	v6
107	107	0	V7(96)/VII
107	107	1/4	i6
107	107	1/2	#vi%43
108	108	0	#vi%43(4)
108	108	1/4	#vi%43
108	108	1/2	#vi%43(4)
108	108	3/4	i
109	109	0	iio64/iii
109	109	1/2	iii64
110	110	0	iii6
110	110	1/2	V7(6)
111	111	0	i\\
111	111	1/2	i(#7)
111	111	7/8	i2
112	112	0	#vi%2/iii
112	112	1/4	#vio7
112	112	1/2	ii43
112	112	5/8	V65/VII
112	112	3/4	#viio43
113	113	0	i
113	113	1/4	i7
113	113	1/2	i(#7)
113	113	7/8	i2
114	114	0	#vi%2/iii
114	114	1/4	#vio7
114	114	1/2	.Ger6
114	114	3/4	V7
115	115	0	i[i
115	115	1/4	V6
115	115	3/8	#iii64
115	115	1/2	IV(4)
115	115	5/8	#vi%7
115	115	7/8	vi
116	116	0	i
116	116	1/4	V6
116	116	3/8	#iii64
116	116	1/2	IV(4)
116	116	5/8	#vi%7
116	116	7/8	vi
117	117	0	i]
117	117	1/4	V6
117	117	3/8	#iii64
117	117	1/2	IV(4)
117	117	5/8	#vi%7
117	117	7/8	vi
118	118	0	i6
118	118	1/8	IIIM7
118	118	1/4	i64
118	118	3/8	V7(b9)/iv
118	118	1/2	#viio43
118	118	5/8	V7/v
118	118	3/4	V(#76)
118	118	7/8	V
119	119	0	i
119	119	1/4	#iv%43
119	119	1/2	i6
119	119	3/4	iii%43
120	120	0	i
120	120	1/4	#vi43/iii
120	120	1/2	#vio
120	120	3/4	ii%65
121	121	0	i\\
122	122	0	i
