mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	7/8	4/4	2	1		Eb.I[I{		Eb	I	I	I	I						{	M	0	0	0, 4, 1		0	0
2	1	3/4	3/4	4/4	2	1		V7(4)		Eb	I	I	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
3	2	0	0	4/4	2	1		I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
3	2	3/4	3/4	4/4	2	1		V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	0	0	4/4	2	1		I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
4	3	1/4	1/4	4/4	2	1		ii6(11)		Eb	I	I	ii6(11)	ii		6	11				m	0	0	-1, 3, 2	1	2	-1
4	3	1/2	1/2	4/4	2	1		IV6		Eb	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	5/8	5/8	4/4	2	1		viio		Eb	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
4	3	3/4	3/4	4/4	2	1		V7(6)		Eb	I	I	V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
5	4	0	0	4/4	2	1		I(9)		Eb	I	I	I(9)	I			9				M	0	0	0, 4, 1	2	0	0
5	4	1/8	1/8	4/4	2	1		I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
5	4	1/4	1/4	4/4	2	1		IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
5	4	1/2	1/2	4/4	2	1		V7(4)	I(4)	Eb	I	I	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
5	4	5/8	5/8	4/4	2	1		V7(6)		Eb	I	I	V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
5	4	7/8	7/8	4/4	2	1		V7(4)		Eb	I	I	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
6	5	0	0	4/4	2	1		I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
6	5	1/4	1/4	4/4	2	1		IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	1/2	1/2	4/4	2	1		I	ii7(9)	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
6	5	5/8	5/8	4/4	2	1		ii7		Eb	I	I	ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
6	5	3/4	3/4	4/4	2	1		V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	0	0	4/4	2	1		I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
7	6	1/4	1/4	4/4	2	1		IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	1/2	1/2	4/4	2	1		vi7	ii7/V	Eb	I	I	vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
7	6	5/8	5/8	4/4	2	1		viio6/V		Eb	I	I	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
