mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	4/4	2	1	e.i{		e	i		i		i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	2.0	1/4	1/4	4/4	2	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
1	1	3	3	6.5	3/4	3/4	4/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
3	3	19/2	19/2	0.5	3/8	3/8	4/4	2	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	3	10	10	1.0	1/2	1/2	4/4	2	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
3	3	11	11	0.5	3/4	3/4	4/4	2	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	3	23/2	23/2	0.5	7/8	7/8	4/4	2	1	iv7	ii%65(9)	e	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	12	12	1.5	0	0	4/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	27/2	27/2	0.5	3/8	3/8	4/4	2	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
4	4	14	14	1.333333333333334	1/2	1/2	4/4	2	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
4	4	46/3	46/3	0.33333333333333215	5/6	5/6	4/4	2	1	viio7/V		e	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
4	4	47/3	47/3	0.3333333333333339	11/12	11/12	4/4	2	1	iv7		e	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
5	5	16	16	1.5	0	0	4/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
