mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
72	72	1/2	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
72	72	2/3	VII		a	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
72	72	3/4	V7		a	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
72	72	11/12	i7		a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
73	73	0	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
73	73	1/4	V65/iv		a	i		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0.0	4.0
73	73	5/12	V7/iv		a	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
73	73	1/2	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
73	73	3/4	V		a	i		V	V						M	1	1	1, 5, 2		1.0	1.0
73	73	11/12	iv64		a	i		iv64	iv		64				m	1	1	0, -1, -4		-1.0	0.0
74	74	0	vi7/iv		a	i		vi7/iv	vi		7		iv		mm7	1	1	-5, -8, -4, -7		-5.0	-5.0
74	74	1/6	V7/iv		a	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
74	74	1/4	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
74	74	1/2	V/iv		a	i		V/iv	V				iv		M	1	1	0, 4, 1		0.0	0.0
74	74	3/4	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
75	75	0	.bII6		a	i										1	1				
75	75	1/4	iv/bII		a	i		iv/bII	iv				bII		m	1	1	-6, -9, -5		-6.0	-6.0
75	75	5/12	#vi		a	i		#vi	#vi						m	1	1	3, 0, 4		3.0	3.0
75	75	2/3	#viio43		a	i		#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5.0	-1.0
75	75	3/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
75	75	11/12	#viio2/iv		a	i		#viio2/iv	#vii	o	2		iv		o7	1	1	-5, 4, 1, -2		4.0	-5.0
76	76	0	iv64		a	i		iv64	iv		64				m	1	1	0, -1, -4		-1.0	0.0
76	76	1/6	III	i6	a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
76	76	5/12	ii%43		a	i		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
76	76	1/2	i64		a	i		i64	i		64				m	1	1	1, 0, -3		0.0	1.0
76	76	3/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
76	76	11/12	.Fr6/iv		a	i										1	1				
77	77	0	i\\		a	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
77	77	1/6	III+6		a	i		III+6	III	+	6				+	1	1	1, 5, -3		-3.0	1.0
77	77	1/4	VII		a	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
77	77	5/12	.bII+6		a	i										1	1				
77	77	1/2	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
77	77	2/3	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
77	77	3/4	#ivo		a	i		#ivo	#iv	o					o	1	1	6, 3, 0		6.0	6.0
77	77	11/12	.Fr6/iv		a	i										1	1				
78	78	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
78	78	1/6	III+6		a	i		III+6	III	+	6				+	1	1	1, 5, -3		-3.0	1.0
78	78	1/4	VII		a	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
78	78	5/12	.bII+6		a	i										1	1				
78	78	1/2	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
78	78	2/3	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
78	78	3/4	#ivo		a	i		#ivo	#iv	o					o	1	1	6, 3, 0		6.0	6.0
78	78	11/12	.Fr6/iv		a	i										1	1				
79	79	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
79	79	1/6	.Fr6/iv		a	i										1	1				
79	79	1/4	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
79	79	5/12	.It6(7)/iv		a	i										1	1				
80	80	0	i\\		a	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
