mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	13	0	ii%7		a	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
13	13	1/4	ii%7(9)		a	i		ii%7(9)	ii	%	7	9			%7	1	1	2, 1, 8, 0	-3	2.0	2.0
13	13	3/8	ii%7		a	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
13	13	1/2	V7(4)		a	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
13	13	5/8	V7		a	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
14	14	0	i7		a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
14	14	1/2	V7/VII		a	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
14	14	3/4	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
15	15	0	III\\		a	i		III	III					\\	M	1	1	-3, 1, -2		-3.0	-3.0
15	15	1/4	III64		a	i		III64	III		64				M	1	1	-2, -3, 1		-3.0	-2.0
15	15	1/2	iv7		a	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
15	15	3/4	V7(4)/III		a	i		V7(4)/III	V		7	4	III		Mm7	1	1	-2, -3, -1, -4		-2.0	-2.0
16	16	0	III6		a	i		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
16	16	1/4	i65		a	i		i65	i		65				mm7	1	1	-3, 1, -2, 0		0.0	-3.0
16	16	1/2	III64		a	i		III64	III		64				M	1	1	-2, -3, 1		-3.0	-2.0
16	16	3/4	VIM65		a	i		VIM65	VI	M	65				MM7	1	1	0, -3, 1, -4		-4.0	0.0
17	17	0	III6		a	i		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
17	17	1/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
17	17	1/2	III64		a	i		III64	III		64				M	1	1	-2, -3, 1		-3.0	-2.0
17	17	3/4	i7		a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
18	18	0	iv7(4)		a	i		iv7(4)	iv		7	4			mm7	1	1	-1, -2, 0, -3		-1.0	-1.0
18	18	1/4	V7(9)/III		a	i		V7(9)/III	V		7	9	III		Mm7	1	1	-2, 2, -1, -4	0	-2.0	-2.0
18	18	1/2	III(6)		a	i		III(6)	III			6			M	1	1	-3, 1, 0		-3.0	-3.0
18	18	3/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
19	19	0	III64		a	i		III64	III		64				M	1	1	-2, -3, 1		-3.0	-2.0
19	19	1/4	i7		a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
19	19	1/2	iv7(4)		a	i		iv7(4)	iv		7	4			mm7	1	1	-1, -2, 0, -3		-1.0	-1.0
19	19	5/8	iv7(9)		a	i		iv7(9)	iv		7	9			mm7	1	1	-1, -4, 0, -3	1	-1.0	-1.0
19	19	3/4	V7(9)/III		a	i		V7(9)/III	V		7	9	III		Mm7	1	1	-2, 2, -1, -4	0	-2.0	-2.0
20	20	0	III(7)		a	i		III(7)	III			7			M	1	1	-3, 1, -2	2	-3.0	-3.0
20	20	1/4	III\\		a	i		III	III					\\	M	1	1	-3, 1, -2		-3.0	-3.0
20	20	1/2	VIM7(9)		a	i		VIM7(9)	VI	M	7	9			MM7	1	1	-4, 0, -3, 1	-2	-4.0	-4.0
20	20	3/4	iv7		a	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
20	20	7/8	viio6/III		a	i		viio6/III	vii	o	6		III		o	1	1	-1, -4, 2		2.0	-1.0
21	21	0	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
21	21	1/2	VI6		a	i		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
21	21	3/4	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
21	21	7/8	ii%43		a	i		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
22	22	0	V\\		a	i		V	V					\\	M	1	1	1, 5, 2		1.0	1.0
22	22	1/4	iio		a	i		iio	ii	o					o	1	1	2, -1, -4		2.0	2.0
22	22	3/4	V7/iv		a	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
23	23	0	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
23	23	1/2	V7/iv		a	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
24	24	0	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
24	24	1/4	iv6		a	i		iv6	iv		6				m	1	1	-4, 0, -1		-1.0	-4.0
25	25	0	iv.vi7		a	iv		vi7	vi		7				mm7	1	1	-4, -7, -3, -6		-4.0	-4.0
25	25	1/4	V7		a	iv		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
25	25	1/2	i		a	iv		i	i						m	1	1	0, -3, 1		0.0	0.0
25	25	3/4	i6		a	iv		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
26	26	0	V		a	iv		V	V						M	1	1	1, 5, 2		1.0	1.0
26	26	1/2	i		a	iv		i	i						m	1	1	0, -3, 1		0.0	0.0
26	26	3/4	i6		a	iv		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
27	27	0	VI6		a	iv		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
27	27	1/4	VI		a	iv		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
27	27	1/2	VI6		a	iv		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
27	27	3/4	.Ger6		a	iv										1	1				
28	28	0	#ii65/v		a	iv		#ii65/v	#ii		65		v		mm7	1	1	7, 11, 8, 10		10.0	7.0
28	28	1/4	V43/v		a	iv		V43/v	V		43		v		Mm7	1	1	3, 0, 2, 6		2.0	3.0
28	28	1/2	V65		a	iv		V65	V		65				Mm7	1	1	5, 2, -1, 1		1.0	5.0
28	28	3/4	V6		a	iv		V6	V		6				M	1	1	5, 2, 1		1.0	5.0
29	29	0	i2		a	iv		i2	i		2				mm7	1	1	-2, 0, -3, 1		0.0	-2.0
29	29	1/4	.Fr6		a	iv										1	1				
29	29	1/2	VI+6		a	iv		VI+6	VI	+	6				+	1	1	0, 4, -4		-4.0	0.0
29	29	3/4	#vii64		a	iv		#vii64	#vii		64				m	1	1	6, 5, 2		5.0	6.0
29	29	7/8	#ivo7		a	iv		#ivo7	#iv	o	7				o7	1	1	6, 3, 0, -3		6.0	6.0
30	30	0	V2		a	iv		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1.0	-1.0
30	30	1/4	V43/ii		a	iv		V43/ii	V		43		ii		Mm7	1	1	4, 1, 3, 7		3.0	4.0
30	30	1/2	VIM43		a	iv		VIM43	VI	M	43				MM7	1	1	-3, 1, -4, 0		-4.0	-3.0
30	30	3/4	.Fr6		a	iv										1	1				
31	31	0	V\\		a	iv		V	V					\\	M	1	1	1, 5, 2		1.0	1.0
31	31	1/4	V6		a	iv		V6	V		6				M	1	1	5, 2, 1		1.0	5.0
31	31	1/2	V(4)/V		a	iv		V(4)/V	V			4	V		M	1	1	2, 1, 3		2.0	2.0
32	32	0	v2		a	iv		v2	v		2				mm7	1	1	-1, 1, -2, 2		1.0	-1.0
32	32	1/2	I		a	iv		I	I						M	1	1	0, 4, 1		0.0	0.0
33	33	0	VIM43		a	iv		VIM43	VI	M	43				MM7	1	1	-3, 1, -4, 0		-4.0	-3.0
33	33	1/2	v6		a	iv		v6	v		6				m	1	1	-2, 2, 1		1.0	-2.0
34	34	0	.Fr6/iv		a	iv										1	1				
34	34	1/2	i		a	iv		i	i						m	1	1	0, -3, 1		0.0	0.0
34	34	3/4	.Fr6		a	iv										1	1				
35	35	0	V\\		a	iv		V	V					\\	M	1	1	1, 5, 2		1.0	1.0
35	35	1/4	V(4)/V		a	iv		V(4)/V	V			4	V		M	1	1	2, 1, 3		2.0	2.0
35	35	1/2	ii%2/iv		a	iv		ii%2/iv	ii	%	2		iv		%7	1	1	-1, 1, 0, 7		1.0	-1.0
35	35	3/4	V65/iv		a	iv		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0.0	4.0
36	36	0	III+		a	iv		III+	III	+					+	1	1	-3, 1, 5		-3.0	-3.0
36	36	1/4	v64		a	iv		v64	v		64				m	1	1	2, 1, -2		1.0	2.0
36	36	1/2	V65/ii		a	iv		V65/ii	V		65		ii		Mm7	1	1	7, 4, 1, 3		3.0	7.0
36	36	3/4	.Fr6		a	iv										1	1				
37	37	0	v		a	iv		v	v						m	1	1	1, -2, 2		1.0	1.0
37	37	1/4	v7		a	iv		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
37	37	1/2	I6		a	iv		I6	I		6				M	1	1	4, 1, 0		0.0	4.0
37	37	3/4	.Fr6		a	iv										1	1				
38	38	0	v		a	iv		v	v						m	1	1	1, -2, 2		1.0	1.0
38	38	1/4	v7		a	iv		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
38	38	1/2	I6		a	iv		I6	I		6				M	1	1	4, 1, 0		0.0	4.0
38	38	3/4	.Fr6		a	iv										1	1				
39	39	0	#vii%7/iv		a	iv		#vii%7/iv	#vii	%	7		iv		%7	1	1	4, 3, 10, 2		4.0	4.0
39	39	1/4	V7/iv		a	iv		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
39	39	1/2	#vii%7/iv		a	iv		#vii%7/iv	#vii	%	7		iv		%7	1	1	4, 3, 10, 2		4.0	4.0
39	39	3/4	V7/iv		a	iv		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
40	40	0	VIM7(119#5)		a	iv		VIM7(119#5)	VI	M	7	119#5			MM7	1	1	-4, 0, 4, 1	2, -2	-4.0	-4.0
40	40	1/2	V7/III		a	iv		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
41	41	0	III6		a	iv		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
41	41	1/2	viio64/III		a	iv		viio64/III	vii	o	64		III		o	1	1	-4, 2, -1		2.0	-4.0
42	42	0	VIM7(119#5)		a	iv		VIM7(119#5)	VI	M	7	119#5			MM7	1	1	-4, 0, 4, 1	2, -2	-4.0	-4.0
42	42	1/2	V7/III		a	iv		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
43	43	0	III6		a	iv		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
43	43	1/2	III6(117)		a	iv		III6(117)	III		6	117			M	1	1	1, -2, 2	-4	-3.0	1.0
45	45	0	vii%7(4)/III		a	iv		vii%7(4)/III	vii	%	7	4	III		%7	1	1	2, 1, 8, 0		2.0	2.0
46	46	0	VI.I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
46	46	1/4	vi7		a	VI		vi7	vi		7				mm7	1	0	3, 0, 4, 1		3.0	3.0
46	46	3/8	IVM65		a	VI		IVM65	IV	M	65				MM7	1	0	3, 0, 4, -1		-1.0	3.0
46	46	1/2	I(94)		a	VI		I(94)	I			94			M	1	0	0, -1, 1	2	0.0	0.0
46	46	5/8	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
46	46	3/4	I64		a	VI		I64	I		64				M	1	0	1, 0, 4		0.0	1.0
47	47	0	I(94)		a	VI		I(94)	I			94			M	1	0	0, -1, 1	2	0.0	0.0
47	47	1/8	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
47	47	1/4	IV		a	VI		IV	IV						M	1	0	-1, 3, 0		-1.0	-1.0
47	47	1/2	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
47	47	3/4	ii		a	VI		ii	ii						m	1	0	2, -1, 3		2.0	2.0
48	48	0	vi		a	VI		vi	vi						m	1	0	3, 0, 4		3.0	3.0
48	48	1/4	ii7(9)		a	VI		ii7(9)	ii		7	9			mm7	1	0	2, -1, 3, 0	4	2.0	2.0
48	48	3/8	vii%65		a	VI		vii%65	vii	%	65				%7	1	0	4, 11, 3, 5		5.0	4.0
48	48	1/2	vi64		a	VI		vi64	vi		64				m	1	0	4, 3, 0		3.0	4.0
48	48	3/4	VIM7		a	VI		VIM7	VI	M	7				MM7	1	0	3, 7, 4, 8		3.0	3.0
48	48	7/8	vii%43		a	VI		vii%43	vii	%	43				%7	1	0	11, 3, 5, 4		5.0	11.0
49	49	0	V(94)		a	VI		V(94)	V			94			M	1	0	1, 0, 2	3	1.0	1.0
49	49	1/8	V		a	VI		V	V						M	1	0	1, 5, 2		1.0	1.0
49	49	1/4	ii7		a	VI		ii7	ii		7				mm7	1	0	2, -1, 3, 0		2.0	2.0
49	49	1/2	V		a	VI		V	V						M	1	0	1, 5, 2		1.0	1.0
49	49	3/4	V(4)		a	VI		V(4)	V			4			M	1	0	1, 0, 2		1.0	1.0
49	49	7/8	V		a	VI		V	V						M	1	0	1, 5, 2		1.0	1.0
50	50	0	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
50	50	1/4	vi7		a	VI		vi7	vi		7				mm7	1	0	3, 0, 4, 1		3.0	3.0
50	50	3/8	IVM65		a	VI		IVM65	IV	M	65				MM7	1	0	3, 0, 4, -1		-1.0	3.0
50	50	1/2	I(94)		a	VI		I(94)	I			94			M	1	0	0, -1, 1	2	0.0	0.0
50	50	5/8	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
50	50	3/4	I64		a	VI		I64	I		64				M	1	0	1, 0, 4		0.0	1.0
51	51	0	iv64		a	VI		iv64	iv		64				m	1	0	0, -1, -4		-1.0	0.0
51	51	1/4	iv		a	VI		iv	iv						m	1	0	-1, -4, 0		-1.0	-1.0
51	51	1/2	V7(6)/bIII		a	VI		V7(6)/bIII	V		7	6	bIII		Mm7	1	0	-2, 2, 1, -4		-2.0	-2.0
51	51	3/4	V7/bIII		a	VI		V7/bIII	V		7		bIII		Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0
52	52	0	.bI.I		a	VI										1	0				
52	52	1/4	I6		a	VI		I6	I		6				M	1	0	4, 1, 0		0.0	4.0
52	52	3/8	I+6(9)		a	VI		I+6(9)	I	+	6	9			+	1	0	4, 8, 0	2	0.0	4.0
52	52	1/2	IVM7		a	VI		IVM7	IV	M	7				MM7	1	0	-1, 3, 0, 4		-1.0	-1.0
52	52	3/4	I64		a	VI		I64	I		64				M	1	0	1, 0, 4		0.0	1.0
52	52	7/8	V7		a	VI		V7	V		7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
53	53	0	vi		a	VI		vi	vi						m	1	0	3, 0, 4		3.0	3.0
53	53	1/8	vi7(9)		a	VI		vi7(9)	vi		7	9			mm7	1	0	3, 0, 4, 1	5	3.0	3.0
53	53	1/4	vii%7		a	VI		vii%7	vii	%	7				%7	1	0	5, 4, 11, 3		5.0	5.0
53	53	1/2	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
53	53	5/8	IM7(9)		a	VI		IM7(9)	I	M	7	9			MM7	1	0	0, 4, 1, 5	2	0.0	0.0
53	53	3/4	V64		a	VI		V64	V		64				M	1	0	2, 1, 5		1.0	2.0
53	53	7/8	V7(6)/V		a	VI		V7(6)/V	V		7	6	V		Mm7	1	0	2, 6, 5, 0		2.0	2.0
54	54	0	V\\		a	VI		V	V					\\	M	1	0	1, 5, 2		1.0	1.0
54	54	1/4	vi7		a	VI		vi7	vi		7				mm7	1	0	3, 0, 4, 1		3.0	3.0
54	54	1/2	V6		a	VI		V6	V		6				M	1	0	5, 2, 1		1.0	5.0
54	54	3/4	I		a	VI		I	I						M	1	0	0, 4, 1		0.0	0.0
55	55	0	V6		a	VI		V6	V		6				M	1	0	5, 2, 1		1.0	5.0
55	55	1/4	vi7		a	VI		vi7	vi		7				mm7	1	0	3, 0, 4, 1		3.0	3.0
55	55	1/2	V		a	VI		V	V						M	1	0	1, 5, 2		1.0	1.0
55	55	3/4	V2		a	VI		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1.0	-1.0
56	56	0	I6		a	VI		I6	I		6				M	1	0	4, 1, 0		0.0	4.0
56	56	1/4	V65(b8)/#IV		a	VI		V65(b8)/#IV	V		65	b8	#IV		Mm7	1	0	11, 8, 5, 7		7.0	11.0
56	56	3/8	V65/#IV		a	VI		V65/#IV	V		65		#IV		Mm7	1	0	11, 8, 5, 7		7.0	11.0
56	56	1/2	V7(4)/VII		a	VI		V7(4)/VII	V		7	4	VII		Mm7	1	0	6, 5, 7, 4		6.0	6.0
56	56	5/8	II+6		a	VI		II+6	II	+	6				+	1	0	6, 10, 2		2.0	6.0
56	56	3/4	V2/VII		a	VI		V2/VII	V		2		VII		Mm7	1	0	4, 6, 10, 7		6.0	4.0
56	56	7/8	viio43/VII		a	VI		viio43/VII	vii	o	43		VII		o7	1	0	4, 1, 10, 7		10.0	4.0
57	57	0	i6		a	VI		i6	i		6				m	1	0	-3, 1, 0		0.0	-3.0
57	57	1/4	V43(4)		a	VI		V43(4)	V		43	4			Mm7	1	0	2, -1, 1, 0		1.0	2.0
57	57	3/8	V43		a	VI		V43	V		43				Mm7	1	0	2, -1, 1, 5		1.0	2.0
57	57	1/2	V64(4)/VII		a	VI		V64(4)/VII	V		64	4	VII		M	1	0	7, 6, 5		6.0	7.0
57	57	5/8	V64/VII		a	VI		V64/VII	V		64		VII		M	1	0	7, 6, 10		6.0	7.0
57	57	3/4	V2/II		a	VI		V2/II	V		2		II		Mm7	1	0	1, 3, 7, 4		3.0	1.0
58	58	0	i.bII6		a	i		bII6	bII		6				M	1	1	-1, -4, -5		-5.0	-1.0
58	58	1/4	V65/v		a	i		V65/v	V		65		v		Mm7	1	1	6, 3, 0, 2		2.0	6.0
58	58	1/2	V7(4)		a	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
58	58	5/8	III+6		a	i		III+6	III	+	6				+	1	1	1, 5, -3		-3.0	1.0
58	58	3/4	#vi7		a	i		#vi7	#vi		7				mm7	1	1	3, 0, 4, 1		3.0	3.0
58	58	7/8	IV6		a	i		IV6	IV		6				M	1	1	3, 0, -1		-1.0	3.0
59	59	0	V6(6)		a	i		V6(6)	V		6	6			M	1	1	5, -3, 1		1.0	5.0
59	59	1/8	V6		a	i		V6	V		6				M	1	1	5, 2, 1		1.0	5.0
59	59	1/4	#ivo64		a	i		#ivo64	#iv	o	64				o	1	1	0, 6, 3		6.0	0.0
59	59	1/2	V43		a	i		V43	V		43				Mm7	1	1	2, -1, 1, 5		1.0	2.0
59	59	3/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
60	60	0	V6/iv		a	i		V6/iv	V		6		iv		M	1	1	4, 1, 0		0.0	4.0
60	60	1/8	#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4.0	4.0
60	60	1/4	ii%65		a	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2.0	1.0
60	60	1/2	III6		a	i		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
60	60	3/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
61	61	0	VI6		a	i		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
61	61	1/4	ii%43		a	i		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
61	61	1/2	V\\		a	i		V	V					\\	M	1	1	1, 5, 2		1.0	1.0
62	62	0	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
62	62	1/4	iv7		a	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
62	62	3/8	IVM65/VI		a	i		IVM65/VI	IV	M	65		VI		MM7	1	1	-1, -4, 0, -5		-5.0	-1.0
62	62	1/2	VI(94)		a	i		VI(94)	VI			94			M	1	1	-4, 2, -3	-2	-4.0	-4.0
62	62	5/8	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
62	62	3/4	VI64		a	i		VI64	VI		64				M	1	1	-3, -4, 0		-4.0	-3.0
63	63	0	VI(94)		a	i		VI(94)	VI			94			M	1	1	-4, 2, -3	-2	-4.0	-4.0
63	63	1/8	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
63	63	1/4	IV/VI		a	i		IV/VI	IV				VI		M	1	1	-5, -1, -4		-5.0	-5.0
63	63	1/2	ii7		a	i		ii7	ii		7				mm7	1	1	2, -1, 3, 0		2.0	2.0
63	63	3/4	V7		a	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
64	64	0	i\\		a	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
64	64	1/4	V7(4)		a	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
64	64	1/2	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
64	64	3/4	V7(4)		a	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
65	65	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
65	65	1/4	V7(4)		a	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
65	65	1/2	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
66	66	1/4	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
66	66	1/2	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
66	66	3/4	i64		a	i		i64	i		64				m	1	1	1, 0, -3		0.0	1.0
67	67	0	ii%65		a	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2.0	1.0
67	67	1/4	ii%43		a	i		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
67	67	1/2	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
67	67	3/4	v2		a	i		v2	v		2				mm7	1	1	-1, 1, -2, 2		1.0	-1.0
68	68	0	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
68	68	1/4	v64		a	i		v64	v		64				m	1	1	2, 1, -2		1.0	2.0
68	68	1/2	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
68	68	3/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
69	69	0	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
69	69	3/16	iv7		a	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
69	69	1/4	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
69	69	1/2	IIIM7		a	i		IIIM7	III	M	7				MM7	1	1	-3, 1, -2, 2		-3.0	-3.0
69	69	3/4	VIM7		a	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
70	70	0	ii%7		a	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
70	70	1/4	V7(4)		a	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
70	70	7/16	V7		a	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
70	70	1/2	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
70	70	11/16	i7		a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
70	70	3/4	V7/VII		a	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
70	70	15/16	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
71	71	0	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
71	71	1/4	iv7		a	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
71	71	1/2	III6		a	i		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
71	71	3/4	VIM7		a	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
72	72	0	III64		a	i		III64	III		64				M	1	1	-2, -3, 1		-3.0	-2.0
72	72	1/6	V43/VI		a	i		V43/VI	V		43		VI		Mm7	1	1	-2, -5, -3, 1		-3.0	-2.0
72	72	1/4	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
72	72	5/12	i7		a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
