mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	1/8	1/8	4/8	2	1		V(4)}		c	i		V(4)		V			4			}	M	1	1	1, 0, 2		1	1
12	12	1/4	1/4	4/8	2	1		V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1
12	12	3/8	3/8	4/8	2	1		{		c	i										{		1	1				
13	13	0	0	4/8	2	1		i		c	i		i		i							m	1	1	0, -3, 1		0	0
13	13	1/4	1/4	4/8	2	1		i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
13	13	3/8	3/8	4/8	2	1		ii		c	i		ii		ii							m	1	1	2, -1, 3		2	2
14	14	0	0	4/8	2	1		IV43		c	i		IV43		IV		43					Mm7	1	1	0, -3, -1, 3		-1	0
14	14	1/8	1/8	4/8	2	1		V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	1/4	1/4	4/8	2	1		iio6/V	i(#6)	c	i		iio6/V		ii	o	6		V			o	1	1	0, -3, 3		3	0
14	14	3/8	3/8	4/8	2	1		V		c	i		V		V							M	1	1	1, 5, 2		1	1
14	14	7/16	7/16	4/8	2	1		iio6/V	i(#6)	c	i		iio6/V		ii	o	6		V			o	1	1	0, -3, 3		3	0
15	15	0	0	4/8	2	1		V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	1/4	1/4	4/8	2	1		V43		c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
15	15	3/8	3/8	4/8	2	1		i		c	i		i		i							m	1	1	0, -3, 1		0	0
16	16	0	0	4/8	2	1		V65(+6)		c	i		V65(+6)		V		65	+6				Mm7	1	1	5, 2, -1, 1	-3	1	5
16	16	1/8	1/8	4/8	2	1		IV7		c	i		IV7		IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
16	16	1/4	1/4	4/8	2	1		V		c	i		V		V							M	1	1	1, 5, 2		1	1
16	16	3/8	3/8	4/8	2	1		IV64		c	i		IV64		IV		64					M	1	1	0, -1, 3		-1	0
16	16	7/16	7/16	4/8	2	1		V		c	i		V		V							M	1	1	1, 5, 2		1	1
17	17	0	0	4/8	2	1		i(+#13)		c	i		i(+#13)		i			+#13				m	1	1	0, -3, 1	3	0	0
17	17	1/4	1/4	4/8	2	1		It6(+7)/III		c	i		It6(+7)/III	It	vii	o	6	+7b3	V/III			It	1	1	-7, -3, 3	1	3	-7
18	18	0	0	4/8	2	1		V(64)/III		c	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
18	18	1/8	1/8	4/8	2	1		V6(#96)/vi/III		c	i		V6(#96)/vi/III		V		6	#96	vi/III			M	1	1	5, -3, 1	3	1	5
18	18	1/4	1/4	4/8	2	1		vi/III	i	c	i		vi/III		vi				III			m	1	1	0, -3, 1		0	0
18	18	3/8	3/8	4/8	2	1		bII		c	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
19	19	0	0	4/8	2	1		#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
19	19	1/8	1/8	4/8	2	1		i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
19	19	1/4	1/4	4/8	2	1		ii65		c	i		ii65		ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
19	19	3/8	3/8	4/8	2	1		viio7/V		c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
19	19	7/16	7/16	4/8	2	1		Ger7		c	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
20	20	0	0	4/8	2	1		V(6)		c	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
20	20	1/16	1/16	4/8	2	1		V		c	i		V		V							M	1	1	1, 5, 2		1	1
20	20	1/4	1/4	4/8	2	1		i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
20	20	3/8	3/8	4/8	2	1		{		c	i										{		1	1				
21	21	0	0	4/8	2	1		V		c	i		V		V							M	1	1	1, 5, 2		1	1
21	21	1/4	1/4	4/8	2	1		i7(9#7#4)		c	i		i7(9#7#4)		i		7	9#7#4				mm7	1	1	0, -3, 6, 5	2	0	0
21	21	3/8	3/8	4/8	2	1		i7(9#4)		c	i		i7(9#4)		i		7	9#4				mm7	1	1	0, -3, 6, -2	2	0	0
22	22	0	0	4/8	2	1		v		c	i		v		v							m	1	1	1, -2, 2		1	1
22	22	1/8	1/8	4/8	2	1		V		c	i		V		V							M	1	1	1, 5, 2		1	1
22	22	1/4	1/4	4/8	2	1		i7(9#7b5)		c	i		i7(9#7b5)		i		7	9#7b5				mm7	1	1	0, -3, -6, 5	2	0	0
22	22	3/8	3/8	4/8	2	1		i7(9b5)		c	i		i7(9b5)		i		7	9b5				mm7	1	1	0, -3, -6, -2	2	0	0
23	23	0	0	4/8	2	1		V7(4)/VII		c	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	-1, -2, 0, -3		-1	-1
23	23	3/16	3/16	4/8	2	1		V7/VII		c	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
24	24	0	0	4/8	2	1		V65/VII		c	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
24	24	1/8	1/8	4/8	2	1		VII	IV/iv	c	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
24	24	1/4	1/4	4/8	2	1		viio7/V/iv		c	i		viio7/V/iv		vii	o	7		V/iv			o7	1	1	5, 2, -1, -4		5	5
24	24	3/8	3/8	4/8	2	1		V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
25	25	0	0	4/8	2	1		iv.i(+#6)		c	iv		i(+#6)		i			+#6				m	1	1	0, -3, 1	3	0	0
25	25	1/4	1/4	4/8	2	1		IV		c	iv		IV		IV							M	1	1	-1, 3, 0		-1	-1
25	25	3/8	3/8	4/8	2	1		iv		c	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
26	26	0	0	4/8	2	1		iv64	i(+6)	c	iv		iv64		iv		64					m	1	1	0, -1, -4		-1	0
26	26	1/8	1/8	4/8	2	1		i(+#6)		c	iv		i(+#6)		i			+#6				m	1	1	0, -3, 1	3	0	0
26	26	1/4	1/4	4/8	2	1		IV		c	iv		IV		IV							M	1	1	-1, 3, 0		-1	-1
26	26	3/8	3/8	4/8	2	1		iv		c	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
27	27	0	0	4/8	2	1		iio6		c	iv		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
27	27	1/8	1/8	4/8	2	1		vii%7/IV		c	iv		vii%7/IV		vii	%	7		IV			%7	1	1	4, 1, -2, 2		4	4
27	27	1/4	1/4	4/8	2	1		V43/III		c	iv		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
27	27	3/8	3/8	4/8	2	1		V6/v		c	iv		V6/v		V		6		v			M	1	1	6, 3, 2		2	6
28	28	0	0	4/8	2	1		v	iii/III	c	iv		v		v							m	1	1	1, -2, 2		1	1
28	28	1/8	1/8	4/8	2	1		IV/III		c	iv		IV/III		IV				III			M	1	1	-4, 0, -3		-4	-4
28	28	1/4	1/4	4/8	2	1		vii%7/V/III		c	iv		vii%7/V/III		vii	%	7		V/III			%7	1	1	3, 0, -3, 1		3	3
28	28	3/8	3/8	4/8	2	1		V7/III		c	iv		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
29	29	0	0	4/8	2	1		VI.I}{		c	VI		I		I						}{	M	1	0	0, 4, 1		0	0
30	30	1/4	1/4	4/8	2	1		V		c	VI		V		V							M	1	0	1, 5, 2		1	1
31	31	0	0	4/8	2	1		I		c	VI		I		I							M	1	0	0, 4, 1		0	0
32	32	1/4	1/4	4/8	2	1		V		c	VI		V		V							M	1	0	1, 5, 2		1	1
33	33	0	0	4/8	2	1		I		c	VI		I		I							M	1	0	0, 4, 1		0	0
33	33	1/4	1/4	4/8	2	1		V6(+6)	IM2(9)	c	VI		V6(+6)		V		6	+6				M	1	0	5, 2, 1	4	1	5
34	34	0	0	4/8	2	1		vi7		c	VI		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
34	34	1/4	1/4	4/8	2	1		iii6		c	VI		iii6		iii		6					m	1	0	1, 5, 4		4	1
35	35	0	0	4/8	2	1		IVM7		c	VI		IVM7		IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
35	35	1/4	1/4	4/8	2	1		V64		c	VI		V64		V		64					M	1	0	2, 1, 5		1	2
35	35	7/16	7/16	4/8	2	1		I		c	VI		I		I							M	1	0	0, 4, 1		0	0
36	36	0	0	4/8	2	1		V6(9)		c	VI		V6(9)		V		6	9				M	1	0	5, 2, 1	3	1	5
36	36	1/4	1/4	4/8	2	1		V7		c	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
36	36	3/8	3/8	4/8	2	1		V65		c	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
37	37	0	0	4/8	2	1		iii7		c	VI		iii7		iii		7					mm7	1	0	4, 1, 5, 2		4	4
38	38	0	0	4/8	2	1		vi7		c	VI		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
39	39	0	0	4/8	2	1		ii(964)		c	VI		ii(964)		ii			964				m	1	0	2, 1, 5	4	2	2
39	39	1/8	1/8	4/8	2	1		ii		c	VI		ii		ii							m	1	0	2, -1, 3		2	2
39	39	1/4	1/4	4/8	2	1		viio6		c	VI		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
39	39	3/8	3/8	4/8	2	1		I		c	VI		I		I							M	1	0	0, 4, 1		0	0
40	40	0	0	4/8	2	1		vii%65		c	VI		vii%65		vii	%	65					%7	1	0	2, -1, 3, 5		5	2
40	40	1/4	1/4	4/8	2	1		vi2		c	VI		vi2		vi		2					mm7	1	0	1, 3, 0, 4		3	1
40	40	3/8	3/8	4/8	2	1		ii%43/vi		c	VI		ii%43/vi		ii	%	43		vi			%7	1	0	-1, 3, 5, 2		5	-1
41	41	0	0	4/8	2	1		iv.V|HC}{		c	iv		V		V					HC	}{	M	1	1	1, 5, 2		1	1
41	41	3/8	3/8	4/8	2	1		Fr6(7)		c	iv		Fr6(7)	Fr	V		7	7b5	V			Fr	1	1	2, 6, -4, 0		2	2
42	42	0	0	4/8	2	1		V7(6)/ii	IV6(9#5)	c	iv		V7(6)/ii		V		7	6	ii			Mm7	1	1	3, 7, -1, 1		3	3
42	42	1/8	1/8	4/8	2	1		V6(#6#2)		c	iv		V6(#6#2)		V		6	#6#2				M	1	1	3, 2, 1	4	1	3
42	42	1/4	1/4	4/8	2	1		V6		c	iv		V6		V		6					M	1	1	5, 2, 1		1	5
42	42	3/8	3/8	4/8	2	1		viio43/V		c	iv		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
43	43	0	0	4/8	2	1		V		c	iv		V		V							M	1	1	1, 5, 2		1	1
43	43	3/8	3/8	4/8	2	1		Fr6(7)		c	iv		Fr6(7)	Fr	V		7	7b5	V			Fr	1	1	2, 6, -4, 0		2	2
44	44	0	0	4/8	2	1		V7(6)/ii	IV6(9#5)	c	iv		V7(6)/ii		V		7	6	ii			Mm7	1	1	3, 7, -1, 1		3	3
44	44	1/8	1/8	4/8	2	1		V6(#6#2)		c	iv		V6(#6#2)		V		6	#6#2				M	1	1	3, 2, 1	4	1	3
44	44	1/4	1/4	4/8	2	1		V6		c	iv		V6		V		6					M	1	1	5, 2, 1		1	5
44	44	3/8	3/8	4/8	2	1		viio43/V		c	iv		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
45	45	0	0	4/8	2	1		V		c	iv		V		V							M	1	1	1, 5, 2		1	1
45	45	1/8	1/8	4/8	2	1		#viio43/iv		c	iv		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
45	45	1/4	1/4	4/8	2	1		iv(9)		c	iv		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
45	45	3/8	3/8	4/8	2	1		viio43/III		c	iv		viio43/III		vii	o	43		III			o7	1	1	-4, -7, 2, -1		2	-4
46	46	0	0	4/8	2	1		III		c	iv		III		III							M	1	1	-3, 1, -2		-3	-3
46	46	1/8	1/8	4/8	2	1		IIIM2		c	iv		IIIM2		III	M	2					MM7	1	1	2, -3, 1, -2		-3	2
46	46	1/4	1/4	4/8	2	1		Fr6/V		c	iv		Fr6/V	Fr	V		7	b5	V/V			Fr	1	1	3, 7, -3, 1		3	3
46	46	3/8	3/8	4/8	2	1		viio43/V		c	iv		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
47	47	0	0	4/8	2	1		V		c	iv		V		V							M	1	1	1, 5, 2		1	1
47	47	1/8	1/8	4/8	2	1		viio43/IV		c	iv		viio43/IV		vii	o	43		IV			o7	1	1	-2, -5, 4, 1		4	-2
47	47	1/4	1/4	4/8	2	1		IV(9)		c	iv		IV(9)		IV			9				M	1	1	-1, 3, 0	1	-1	-1
47	47	3/8	3/8	4/8	2	1		viio43/III		c	iv		viio43/III		vii	o	43		III			o7	1	1	-4, -7, 2, -1		2	-4
48	48	0	0	4/8	2	1		III		c	iv		III		III							M	1	1	-3, 1, -2		-3	-3
48	48	1/8	1/8	4/8	2	1		IIIM2		c	iv		IIIM2		III	M	2					MM7	1	1	2, -3, 1, -2		-3	2
48	48	1/4	1/4	4/8	2	1		Fr6/V		c	iv		Fr6/V	Fr	V		7	b5	V/V			Fr	1	1	3, 7, -3, 1		3	3
48	48	3/8	3/8	4/8	2	1		#viio65/V		c	iv		#viio65/V		#vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
49	49	0	0	4/8	2	1		i.V6		c	i		V6		V		6					M	1	1	5, 2, 1		1	5
49	49	1/4	1/4	4/8	2	1		V6(6)		c	i		V6(6)		V		6	6				M	1	1	5, -3, 1		1	5
50	50	0	0	4/8	2	1		I(#0)		c	i		I(#0)		I			#0				M	1	1	0, 4, 1		0	0
50	50	3/8	3/8	4/8	2	1		ii%65/iv		c	i		ii%65/iv		ii	%	65		iv			%7	1	1	-2, -5, -1, 1		1	-2
51	51	0	0	4/8	2	1		bII6/iv		c	i		bII6/iv		bII		6		iv			M	1	1	-2, -5, -6		-6	-2
51	51	3/8	3/8	4/8	2	1		Fr6		c	i		Fr6	Fr	V		7	b5	V			Fr	1	1	2, 6, -4, 0		2	2
52	52	0	0	4/8	2	1		V(4)}		c	i		V(4)		V			4			}	M	1	1	1, 0, 2		1	1
52	52	1/8	1/8	4/8	2	1		V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1
52	52	3/8	3/8	4/8	2	1		iv{		c	i		iv		iv						{	m	1	1	-1, -4, 0		-1	-1
53	53	3/8	3/8	4/8	2	1		ii%43		c	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
54	54	0	0	4/8	2	1		V(4)}		c	i		V(4)		V			4			}	M	1	1	1, 0, 2		1	1
54	54	1/8	1/8	4/8	2	1		V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1
54	54	3/8	3/8	4/8	2	1		VI{		c	i		VI		VI						{	M	1	1	-4, 0, -3		-4	-4
55	55	3/8	3/8	4/8	2	1		iv7		c	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
56	56	0	0	4/8	2	1		V(6)}		c	i		V(6)		V			6			}	M	1	1	1, 5, -3		1	1
56	56	1/8	1/8	4/8	2	1		V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1
56	56	3/8	3/8	4/8	2	1		i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0
57	57	1/4	1/4	4/8	2	1		i(9)		c	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
57	57	3/8	3/8	4/8	2	1		V65/VII		c	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
58	58	0	0	4/8	2	1		VII(13)		c	i		VII(13)		VII			13				M	1	1	-2, 2, -1	1	-2	-2
58	58	3/16	3/16	4/8	2	1		V7/III		c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
58	58	1/4	1/4	4/8	2	1		III		c	i		III		III							M	1	1	-3, 1, -2		-3	-3
59	59	0	0	4/8	2	1		VI(13)		c	i		VI(13)		VI			13				M	1	1	-4, 0, -3	-1	-4	-4
59	59	3/16	3/16	4/8	2	1		V7/bII		c	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
59	59	1/4	1/4	4/8	2	1		bII		c	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
60	60	0	0	4/8	2	1		V|HC}		c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
60	60	1/8	1/8	4/8	2	1		bII{		c	i		bII		bII						{	M	1	1	-5, -1, -4		-5	-5
60	60	1/4	1/4	4/8	2	1		V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
61	61	0	0	4/8	2	1		i		c	i		i		i							m	1	1	0, -3, 1		0	0
61	61	3/8	3/8	4/8	2	1		i(94)		c	i		i(94)		i			94				m	1	1	0, -1, 1	2	0	0
62	62	0	0	4/8	2	1		iv7		c	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
62	62	3/8	3/8	4/8	2	1		ii%65		c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
63	63	0	0	4/8	2	1		V7/III		c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
63	63	3/8	3/8	4/8	2	1		V7(+96)/III		c	i		V7(+96)/III		V		7	+96	III			Mm7	1	1	-2, 2, 1, -4	0	-2	-2
64	64	0	0	4/8	2	1		V7(6+4)/VI}		c	i		V7(6+4)/VI		V		7	6+4	VI		}	Mm7	1	1	-3, 1, 0, -5	-4	-3	-3
64	64	1/8	1/8	4/8	2	1		V7/VI		c	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
64	64	3/8	3/8	4/8	2	1		{		c	i										{		1	1				
65	65	0	0	4/8	2	1		bII6		c	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
65	65	1/4	1/4	4/8	2	1		V(9)/VI	iv2	c	i		V(9)/VI		V			9	VI			M	1	1	-3, 1, -2	-1	-3	-3
66	66	0	0	4/8	2	1		#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
66	66	1/4	1/4	4/8	2	1		i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
67	67	0	0	4/8	2	1		VIM7		c	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
67	67	1/4	1/4	4/8	2	1		V/V		c	i		V/V		V				V			M	1	1	2, 6, 3		2	2
67	67	3/8	3/8	4/8	2	1		V7(+b3)/V	Fr7(+b3)	c	i		V7(+b3)/V		V		7	+b3	V			Mm7	1	1	2, 6, 3, 0	-1	2	2
68	68	0	0	4/8	2	1		V7(6)		c	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
68	68	3/16	3/16	4/8	2	1		V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
68	68	1/4	1/4	4/8	2	1		i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
68	68	3/8	3/8	4/8	2	1		{		c	i										{		1	1				
69	69	0	0	4/8	2	1		i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
69	69	1/4	1/4	4/8	2	1		VI64	i6(6)	c	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
70	70	0	0	4/8	2	1		V2/VII		c	i		V2/VII		V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
70	70	1/4	1/4	4/8	2	1		iv/VII		c	i		iv/VII		iv				VII			m	1	1	-3, -6, -2		-3	-3
71	71	0	0	4/8	2	1		bII6/VII		c	i		bII6/VII		bII		6		VII			M	1	1	-3, -6, -7		-7	-3
71	71	3/8	3/8	4/8	2	1		Fr6/iv	V43(b5)	c	i		Fr6/iv	Fr	V		7	b5	V/iv			Fr	1	1	1, 5, -5, -1		1	1
72	72	0	0	4/8	2	1		i(4)}		c	i		i(4)		i			4			}	m	1	1	0, -1, 1		0	0
72	72	1/8	1/8	4/8	2	1		i|IAC		c	i		i		i					IAC		m	1	1	0, -3, 1		0	0
72	72	3/8	3/8	4/8	2	1		{		c	i										{		1	1				
73	73	0	0	4/8	2	1		bII		c	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
73	73	3/8	3/8	4/8	2	1		Fr6/iv	V43(b5)	c	i		Fr6/iv	Fr	V		7	b5	V/iv			Fr	1	1	1, 5, -5, -1		1	1
74	74	0	0	4/8	2	1		i(4)}		c	i		i(4)		i			4			}	m	1	1	0, -1, 1		0	0
74	74	1/8	1/8	4/8	2	1		i|IAC		c	i		i		i					IAC		m	1	1	0, -3, 1		0	0
74	74	3/8	3/8	4/8	2	1		{		c	i										{		1	1				
75	75	0	0	4/8	2	1		bII		c	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
75	75	3/16	3/16	4/8	2	1		V6		c	i		V6		V		6					M	1	1	5, 2, 1		1	5
75	75	1/4	1/4	4/8	2	1		I(64)		c	i		I(64)		I			64				M	1	1	0, -1, -4		0	0
75	75	3/8	3/8	4/8	2	1		I		c	i		I		I							M	1	1	0, 4, 1		0	0
76	76	0	0	4/8	2	1		bII		c	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
76	76	3/16	3/16	4/8	2	1		V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
76	76	1/4	1/4	4/8	2	1		I(6)		c	i		I(6)		I			6				M	1	1	0, 4, -4		0	0
76	76	3/8	3/8	4/8	2	1		i		c	i		i		i							m	1	1	0, -3, 1		0	0
77	77	0	0	4/8	2	1		V64(#7b5)		c	i		V64(#7b5)		V		64	#7b5				M	1	1	-5, 6, 5		1	-5
77	77	1/8	1/8	4/8	2	1		V6(#6)		c	i		V6(#6)		V		6	#6				M	1	1	5, 2, 1	4	1	5
77	77	1/4	1/4	4/8	2	1		i		c	i		i		i							m	1	1	0, -3, 1		0	0
77	77	3/8	3/8	4/8	2	1		v6		c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
78	78	0	0	4/8	2	1		viio		c	i		viio		vii	o						o	1	1	-2, -5, -8		-2	-2
78	78	1/8	1/8	4/8	2	1		III64		c	i		III64		III		64					M	1	1	-2, -3, 1		-3	-2
78	78	1/4	1/4	4/8	2	1		VIM7(4)		c	i		VIM7(4)		VI	M	7	4				MM7	1	1	-4, 2, -3, 1		-4	-4
78	78	3/8	3/8	4/8	2	1		V65/VI		c	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
79	79	0	0	4/8	2	1		VIM7		c	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
80	80	0	0	4/8	2	1		V65(b5+b3)/V	Fr65(+b3)	c	i		V65(b5+b3)/V		V		65	b5+b3	V			Mm7	1	1	6, -4, 0, 2	-1	2	6
80	80	3/8	3/8	4/8	2	1		V7(b9)/V		c	i		V7(b9)/V		V		7	b9	V			Mm7	1	1	2, 6, 3, 0	-3	2	2
81	81	0	0	4/8	2	1		V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
81	81	1/4	1/4	4/8	2	1		i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
