mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	2	1	f.i{		f	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	3	3	1.0	0	0	3/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
2	2	4	4	2.0	1/4	1/4	3/4	2	1	iv7		f	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
3	3	6	6	1.0	0	0	3/4	2	1	V7(6)		f	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
3	3	7	7	2.0	1/4	1/4	3/4	2	1	V7		f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	9	9	3.0	0	0	3/4	2	1	i|PAC}		f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
4	4	21/2	21/2	0.0	3/8	3/8	3/4	2	1	{		f	i										{		1	1				
5	5	12	12	3.0	0	0	3/4	2	1	vi7/III	i7	f	i		vi7/III		vi		7		III			mm7	1	1	0, -3, 1, -2		0	0
6	6	15	15	1.0	0	0	3/4	2	1	ii%43(9)/III		f	i		ii%43(9)/III		ii	%	43	9	III			%7	1	1	-7, -3, -1, -4	1	-1	-7
6	6	16	16	2.0	1/4	1/4	3/4	2	1	ii%43/III		f	i		ii%43/III		ii	%	43		III			%7	1	1	-7, -3, -1, -4		-1	-7
7	7	18	18	3.0	0	0	3/4	2	1	V7/III		f	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	8	21	21	1.0	0	0	3/4	2	1	V43(4)/VI		f	i		V43(4)/VI		V		43	4	VI			Mm7	1	1	-2, -5, -3, -4		-3	-2
8	8	22	22	1.0	1/4	1/4	3/4	2	1	V43/VI		f	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V43(b5)/VI		f	i		V43(b5)/VI		V		43	b5	VI			Mm7	1	1	-9, -5, -3, 1		-3	-9
9	9	24	24	3.0	0	0	3/4	2	1	VI		f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
10	10	27	27	2.0	0	0	3/4	2	1	V7		f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	10	29	29	0.5	1/2	1/2	3/4	2	1	V7(4)		f	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	V7		f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	30	30	1.0	0	0	3/4	2	1	ii%65(9)		f	i		ii%65(9)		ii	%	65	9				%7	1	1	-1, -4, 0, 2	-3	2	-1
11	11	31	31	2.0	1/4	1/4	3/4	2	1	ii%65		f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
12	12	33	33	3.0	0	0	3/4	2	1	V+/VI}	V64(6)}	f	i		V+/VI		V	+			VI		}	+	1	1	-3, 1, 5		-3	-3
13	13	36	36	2.0	0	0	3/4	2	1	VI{		f	i		VI		VI						{	M	1	1	-4, 0, -3		-4	-4
13	13	38	38	1.0	1/2	1/2	3/4	2	1	VIM7		f	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
14	14	39	39	2.0	0	0	3/4	2	1	bII6(94)		f	i		bII6(94)		bII		6	94				M	1	1	1, -4, -5	-3	-5	1
14	14	41	41	1.0	1/2	1/2	3/4	2	1	bII6		f	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
15	15	42	42	1.0	0	0	3/4	2	1	V7(6)		f	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
15	15	43	43	2.0	1/4	1/4	3/4	2	1	V7		f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	45	45	3.0	0	0	3/4	2	1	i|PAC}		f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
17	17	48	48	3.0	0	0	3/4	2	1	III.vi{		f	III		vi		vi						{	m	1	0	3, 0, 4		3	3
18	18	51	51	3.0	0	0	3/4	2	1	I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
19	19	54	54	3.0	0	0	3/4	2	1	vi		f	III		vi		vi							m	1	0	3, 0, 4		3	3
20	20	57	57	3.0	0	0	3/4	2	1	I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
21	21	60	60	3.0	0	0	3/4	2	1	vi7		f	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
22	22	63	63	3.0	0	0	3/4	2	1	I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
23	23	66	66	3.0	0	0	3/4	2	1	IM7		f	III		IM7		I	M	7					MM7	1	0	0, 4, 1, 5		0	0
24	24	69	69	1.0	0	0	3/4	2	1	vi		f	III		vi		vi							m	1	0	3, 0, 4		3	3
24	24	70	70	2.0	1/4	1/4	3/4	2	1	vi7(9)	ii7(9)/V	f	III		vi7(9)		vi		7	9				mm7	1	0	3, 0, 4, 1	5	3	3
25	25	72	72	3.0	0	0	3/4	2	1	V7/V		f	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
26	26	75	75	2.0	0	0	3/4	2	1	V|HC}{		f	III		V		V					HC	}{	M	1	0	1, 5, 2		1	1
26	26	77	77	1.0	1/2	1/2	3/4	2	1	V7		f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
27	27	78	78	1.0	0	0	3/4	2	1	I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
27	27	79	79	1.0	1/4	1/4	3/4	2	1	I		f	III		I		I							M	1	0	0, 4, 1		0	0
27	27	80	80	1.0	1/2	1/2	3/4	2	1	ii7(11)		f	III		ii7(11)		ii		7	11				mm7	1	0	2, -1, 3, 0	1	2	2
28	28	81	81	3.0	0	0	3/4	2	1	V		f	III		V		V							M	1	0	1, 5, 2		1	1
29	29	84	84	1.0	0	0	3/4	2	1	I		f	III		I		I							M	1	0	0, 4, 1		0	0
29	29	85	85	1.0	1/4	1/4	3/4	2	1	I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
29	29	86	86	1.0	1/2	1/2	3/4	2	1	IV(9)		f	III		IV(9)		IV			9				M	1	0	-1, 3, 0	1	-1	-1
30	30	87	87	12.0	0	0	3/4	2	1	V7(9)		f	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
34	34	99	99	3.0	0	0	3/4	2	1	V7(96)}{		f	III		V7(96)		V		7	96			}{	Mm7	1	0	1, 5, 4, -1	3	1	1
35	35	102	102	3.0	0	0	3/4	2	1	V2(94)		f	III		V2(94)		V		2	94				Mm7	1	0	-1, 1, 0, 2	3	1	-1
36	36	105	105	0.5	0	0	3/4	2	1	I6		f	III		I6		I		6					M	1	0	4, 1, 0		0	4
