mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	6/8	2	1	c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/2	1.0	3/8	3/8	6/8	2	1	bIIM7		c	i		bIIM7	bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5
1	1	5/2	0.5	5/8	5/8	6/8	2	1	v%7		c	i		v%7	v	%	7					%7	1	1	1, -2, -5, -1		1	1
2	2	3	1.5	0	0	6/8	2	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	9/2	1.0	3/8	3/8	6/8	2	1	bIIM65		c	i		bIIM65	bII	M	65					MM7	1	1	-1, -4, 0, -5		-5	-1
2	2	11/2	0.5	5/8	5/8	6/8	2	1	v%65		c	i		v%65	v	%	65					%7	1	1	-2, -5, -1, 1		1	-2
3	3	6	1.5	0	0	6/8	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	15/2	1.0	3/8	3/8	6/8	2	1	bIIM7		c	i		bIIM7	bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5
3	3	17/2	0.5	5/8	5/8	6/8	2	1	v%43		c	i		v%43	v	%	43					%7	1	1	-5, -1, 1, -2		1	-5
4	4	9	1.5	0	0	6/8	2	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	21/2	1.0	3/8	3/8	6/8	2	1	bIIM65		c	i		bIIM65	bII	M	65					MM7	1	1	-1, -4, 0, -5		-5	-1
4	4	23/2	0.5	5/8	5/8	6/8	2	1	v%65		c	i		v%65	v	%	65					%7	1	1	-2, -5, -1, 1		1	-2
5	5	12	1.5	0	0	6/8	2	1	i}{		c	i		i	i						}{	m	1	1	0, -3, 1		0	0
5	5	27/2	1.5	3/8	3/8	6/8	2	1	v%43		c	i		v%43	v	%	43					%7	1	1	-5, -1, 1, -2		1	-5
6	6	15	1.0	0	0	6/8	2	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
6	6	16	1.5	1/4	1/4	6/8	2	1	bII6		c	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
6	6	35/2	0.5	5/8	5/8	6/8	2	1	vii7		c	i		vii7	vii		7					mm7	1	1	-2, -5, -1, -4		-2	-2
7	7	18	1.5	0	0	6/8	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
7	7	39/2	1.0	3/8	3/8	6/8	2	1	bIIM7		c	i		bIIM7	bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5
7	7	41/2	0.5	5/8	5/8	6/8	2	1	v%43		c	i		v%43	v	%	43					%7	1	1	-5, -1, 1, -2		1	-5
8	8	21	1.5	0	0	6/8	2	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	45/2	1.0	3/8	3/8	6/8	2	1	bIIM65		c	i		bIIM65	bII	M	65					MM7	1	1	-1, -4, 0, -5		-5	-1
8	8	47/2	0.5	5/8	5/8	6/8	2	1	v%65		c	i		v%65	v	%	65					%7	1	1	-2, -5, -1, 1		1	-2
9	9	24	1.5	0	0	6/8	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
9	9	51/2	1.5	3/8	3/8	6/8	2	1	v%43		c	i		v%43	v	%	43					%7	1	1	-5, -1, 1, -2		1	-5
10	10	27	1.0	0	0	6/8	2	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
10	10	28	1.5	1/4	1/4	6/8	2	1	bII6		c	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
10	10	59/2	0.5	5/8	5/8	6/8	2	1	vo6		c	i		vo6	v	o	6					o	1	1	-2, -5, 1		1	-2
11	11	30	1.5	0	0	6/8	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
11	11	63/2	1.0	3/8	3/8	6/8	2	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	65/2	0.5	5/8	5/8	6/8	2	1	vii6	ii6/VI	c	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
12	12	33	1.5	0	0	6/8	2	1	VI.V		c	VI		V	V							M	1	0	1, 5, 2		1	1
12	12	69/2	1.0	3/8	3/8	6/8	2	1	I6		c	VI		I6	I		6					M	1	0	4, 1, 0		0	4
12	12	71/2	0.5	5/8	5/8	6/8	2	1	IV6		c	VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
13	13	36	2.5	0	0	6/8	2	1	ii(1394)		c	VI		ii(1394)	ii			1394				m	1	0	2, 1, 3	5, 4	2	2
13	13	77/2	3.0	5/8	5/8	6/8	2	1	ii		c	VI		ii	ii							m	1	0	2, -1, 3		2	2
14	14	83/2	0.5	5/8	5/8	6/8	2	1	IV64		c	VI		IV64	IV		64					M	1	0	0, -1, 3		-1	0
15	15	42	1.0	0	0	6/8	2	1	ii(1394)		c	VI		ii(1394)	ii			1394				m	1	0	2, 1, 3	5, 4	2	2
15	15	43	3.5	1/4	1/4	6/8	2	1	ii		c	VI		ii	ii							m	1	0	2, -1, 3		2	2
16	16	93/2	1.0	3/8	3/8	6/8	2	1	ii7(9)		c	VI		ii7(9)	ii		7	9				mm7	1	0	2, -1, 3, 0	4	2	2
16	16	95/2	0.5	5/8	5/8	6/8	2	1	V		c	VI		V	V							M	1	0	1, 5, 2		1	1
17	17	48	1.5	0	0	6/8	2	1	I|IAC}{		c	VI		I	I					IAC	}{	M	1	0	0, 4, 1		0	0
17	17	99/2	1.0	3/8	3/8	6/8	2	1	IV	ii6	c	VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
17	17	101/2	0.5	5/8	5/8	6/8	2	1	vii%7		c	VI		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
18	18	51	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
18	18	105/2	1.0	3/8	3/8	6/8	2	1	IV6		c	VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
18	18	107/2	0.5	5/8	5/8	6/8	2	1	vii%65		c	VI		vii%65	vii	%	65					%7	1	0	2, -1, 3, 5		5	2
19	19	54	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
19	19	111/2	1.5	3/8	3/8	6/8	2	1	vii%43		c	VI		vii%43	vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
20	20	57	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
20	20	117/2	1.0	3/8	3/8	6/8	2	1	IV6		c	VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
20	20	119/2	0.5	5/8	5/8	6/8	2	1	viio6		c	VI		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
21	21	60	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
21	21	123/2	1.0	3/8	3/8	6/8	2	1	IVM7		c	VI		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
21	21	125/2	0.5	5/8	5/8	6/8	2	1	viio6		c	VI		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
22	22	63	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
22	22	129/2	1.0	3/8	3/8	6/8	2	1	IVM7		c	VI		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
22	22	131/2	0.5	5/8	5/8	6/8	2	1	V65		c	VI		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
23	23	66	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
23	23	135/2	1.0	3/8	3/8	6/8	2	1	vii%43		c	VI		vii%43	vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
23	23	137/2	0.5	5/8	5/8	6/8	2	1	V6		c	VI		V6	V		6					M	1	0	5, 2, 1		1	5
24	24	69	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
24	24	141/2	1.0	3/8	3/8	6/8	2	1	IV6		c	VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
24	24	143/2	0.5	5/8	5/8	6/8	2	1	viio6		c	VI		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
25	25	72	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
25	25	147/2	1.0	3/8	3/8	6/8	2	1	IV(9)		c	VI		IV(9)	IV			9				M	1	0	-1, 3, 0	1	-1	-1
25	25	149/2	0.5	5/8	5/8	6/8	2	1	V65		c	VI		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
26	26	75	1.0	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
26	26	76	0.5	1/4	1/4	6/8	2	1	ii7		c	VI		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
26	26	153/2	1.0	3/8	3/8	6/8	2	1	vi7		c	VI		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
26	26	155/2	0.5	5/8	5/8	6/8	2	1	vii%65		c	VI		vii%65	vii	%	65					%7	1	0	2, -1, 3, 5		5	2
27	27	78	1.5	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
27	27	159/2	1.5	3/8	3/8	6/8	2	1	ii6		c	VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
28	28	81	1.5	0	0	6/8	2	1	ii6(+11)	V2(9)	c	VI		ii6(+11)	ii		6	+11				m	1	0	-1, 3, 2	1	2	-1
28	28	165/2	1.0	3/8	3/8	6/8	2	1	V(6)		c	VI		V(6)	V			6				M	1	0	1, 5, 4		1	1
28	28	167/2	0.5	5/8	5/8	6/8	2	1	V7		c	VI		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
29	29	84	1.0	0	0	6/8	2	1	I		c	VI		I	I							M	1	0	0, 4, 1		0	0
29	29	85	0.5	1/4	1/4	6/8	2	1	V7/IV		c	VI		V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
29	29	171/2	1.5	3/8	3/8	6/8	2	1	IV64/IV	V7(94)/IV	c	VI		IV64/IV	IV		64		IV			M	1	0	-1, -2, 2		-2	-1
30	30	87	1.5	0	0	6/8	2	1	vii%43/IV	V7(9)/IV	c	VI		vii%43/IV	vii	%	43		IV			%7	1	0	-2, 2, 4, 1		4	-2
30	30	177/2	0.5	3/8	3/8	6/8	2	1	IV64/IV	V7(94)/IV	c	VI		IV64/IV	IV		64		IV			M	1	0	-1, -2, 2		-2	-1
30	30	89	1.0	1/2	1/2	6/8	2	1	V7/IV		c	VI		V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
31	31	90	1.5	0	0	6/8	2	1	IV		c	VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
31	31	183/2	0.5	3/8	3/8	6/8	2	1	vii%7(4)		c	VI		vii%7(4)	vii	%	7	4				%7	1	0	5, 4, -1, 3		5	5
31	31	92	1.0	1/2	1/2	6/8	2	1	vii%7		c	VI		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
